model,channel,anchor_family,n_edges,ordinary_whole_vector_coherence,residual_family_coherence,mean_residual_to_anchor_cosine,residual_coherence_improvement
bge_m3_1024d,zh_char,ROOT-9F4A,11,0.5709547996520996,0.5043537616729736,0.4289472888816487,-0.0666010379791259
bge_m3_1024d,zh_char,ROOT-9F8D,15,0.5100864171981812,0.4709915220737457,0.4692542274792989,-0.0390948951244354
bge_m3_1024d,zh_char,ROOT-9FA0,5,0.8168560266494751,0.7780845761299133,0.8530702292919159,-0.0387714505195617
gte_multilingual_base_768d,cn_def,ROOT-20000,25,0.5767507553100586,0.5953134894371033,0.5803807032108307,0.0185627341270446
gte_multilingual_base_768d,cn_def,ROOT-200A4,3,0.7331624031066895,0.7325307726860046,0.6160466273625692,-0.0006316304206848
gte_multilingual_base_768d,cn_def,ROOT-2053E,2,0.569936990737915,0.5816552639007568,0.5290976762771606,0.0117182731628417
gte_multilingual_base_768d,cn_def,ROOT-20CCB,2,0.5090409517288208,0.5093820095062256,0.5166879147291183,0.0003410577774047
gte_multilingual_base_768d,cn_def,ROOT-2123C,12,0.5936130285263062,0.6161613464355469,0.6104768365621567,0.0225483179092407
gte_multilingual_base_768d,cn_def,ROOT-219CD,8,0.5749088525772095,0.595805823802948,0.6503190398216248,0.0208969712257385
gte_multilingual_base_768d,cn_def,ROOT-21C55,2,0.4746960401535034,0.520676851272583,0.5380296111106873,0.0459808111190795
gte_multilingual_base_768d,cn_def,ROOT-233DF,6,0.5270273089408875,0.5271995067596436,0.5107718855142593,0.0001721978187561
gte_multilingual_base_768d,cn_def,ROOT-2394F,14,0.5835760235786438,0.5889219641685486,0.5488759108952114,0.0053459405899047
gte_multilingual_base_768d,cn_def,ROOT-239BC,2,0.7527618408203125,0.6705591678619385,0.6407915949821472,-0.082202672958374
gte_multilingual_base_768d,cn_def,ROOT-271A3,12,0.5586423873901367,0.5651018023490906,0.5227172200878462,0.0064594149589538
gte_multilingual_base_768d,cn_def,ROOT-342D,3,0.5362799763679504,0.5590963959693909,0.5510327617327372,0.0228164196014404
gte_multilingual_base_768d,cn_def,ROOT-34B8,4,0.5860576629638672,0.5834433436393738,0.532331109046936,-0.0026143193244934
gte_multilingual_base_768d,cn_def,ROOT-34DE,4,0.5607962608337402,0.5749096870422363,0.6013645976781845,0.014113426208496
gte_multilingual_base_768d,cn_def,ROOT-3563,9,0.5259497165679932,0.5237995982170105,0.5960720313919915,-0.0021501183509826
gte_multilingual_base_768d,cn_def,ROOT-37A2,12,0.5823737978935242,0.5797034502029419,0.5420275156696638,-0.0026703476905822
gte_multilingual_base_768d,cn_def,ROOT-382F,16,0.5797944664955139,0.5813308954238892,0.5618014857172966,0.0015364289283752
gte_multilingual_base_768d,cn_def,ROOT-3840,5,0.5606829524040222,0.539955735206604,0.6206039667129517,-0.0207272171974182
gte_multilingual_base_768d,cn_def,ROOT-4020,3,0.5597805380821228,0.5622479319572449,0.571942667166392,0.002467393875122
gte_multilingual_base_768d,cn_def,ROOT-41C2,10,0.6184883713722229,0.6166211366653442,0.6564281284809113,-0.0018672347068786
gte_multilingual_base_768d,cn_def,ROOT-4E00,2,0.6798428297042847,0.6971313953399658,0.5572158694267273,0.0172885656356811
gte_multilingual_base_768d,cn_def,ROOT-4E01,13,0.6009800434112549,0.630106508731842,0.5282771495672373,0.0291264653205871
gte_multilingual_base_768d,cn_def,ROOT-4E03,2,0.6402705907821655,0.6753920316696167,0.647849977016449,0.0351214408874511
gte_multilingual_base_768d,cn_def,ROOT-4E08,2,0.553067684173584,0.5752578973770142,0.5594446063041687,0.0221902132034301
gte_multilingual_base_768d,cn_def,ROOT-4E0D,4,0.5713879466056824,0.5614907145500183,0.5238174721598625,-0.009897232055664
gte_multilingual_base_768d,cn_def,ROOT-4E11,3,0.6308050155639648,0.6076676249504089,0.5912564992904663,-0.0231373906135559
gte_multilingual_base_768d,cn_def,ROOT-4E14,18,0.5476481318473816,0.5769056677818298,0.577269560760922,0.0292575359344482
gte_multilingual_base_768d,cn_def,ROOT-4E18,2,0.5403945446014404,0.5813566446304321,0.6814305484294891,0.0409621000289917
gte_multilingual_base_768d,cn_def,ROOT-4E19,3,0.5824317336082458,0.5996360778808594,0.4986522694428761,0.0172043442726135
gte_multilingual_base_768d,cn_def,ROOT-4E1E,2,0.4821921586990356,0.4803578853607178,0.7025000751018524,-0.0018342733383178
gte_multilingual_base_768d,cn_def,ROOT-4E2D,6,0.601438581943512,0.5957290530204773,0.592313289642334,-0.0057095289230346
gte_multilingual_base_768d,cn_def,ROOT-4E30,4,0.5982529520988464,0.626929759979248,0.5142560601234436,0.0286768078804016
gte_multilingual_base_768d,cn_def,ROOT-4E36,6,0.499815821647644,0.5206960439682007,0.532771090666453,0.0208802223205566
gte_multilingual_base_768d,cn_def,ROOT-4E3F,13,0.5626003742218018,0.5815480351448059,0.6202747363310593,0.0189476609230041
gte_multilingual_base_768d,cn_def,ROOT-4E42,2,0.4919056892395019,0.5519465208053589,0.5980169475078583,0.0600408315658569
gte_multilingual_base_768d,cn_def,ROOT-4E43,3,0.6780732274055481,0.6382306218147278,0.4974748988946278,-0.0398426055908203
gte_multilingual_base_768d,cn_def,ROOT-4E45,3,0.5125877261161804,0.5096936225891113,0.5580962498982748,-0.002894103527069
gte_multilingual_base_768d,cn_def,ROOT-4E4D,11,0.5553616881370544,0.5689650177955627,0.5121526176279242,0.0136033296585083
gte_multilingual_base_768d,cn_def,ROOT-4E4F,5,0.5853497385978699,0.5969829559326172,0.6140387058258057,0.0116332173347473
gte_multilingual_base_768d,cn_def,ROOT-4E59,4,0.5979548096656799,0.5793034434318542,0.5091302394866943,-0.0186513662338256
gte_multilingual_base_768d,cn_def,ROOT-4E5D,7,0.5563499927520752,0.555916965007782,0.5655945709773472,-0.0004330277442932
gte_multilingual_base_768d,cn_def,ROOT-4E5F,6,0.5490419268608093,0.5287145972251892,0.5551639149586359,-0.0203273296356201
gte_multilingual_base_768d,cn_def,ROOT-4E88,6,0.5627537965774536,0.5527217984199524,0.5354316184918085,-0.0100319981575012
gte_multilingual_base_768d,cn_def,ROOT-4E8C,8,0.6185644865036011,0.6011673808097839,0.6019192636013031,-0.0173971056938171
gte_multilingual_base_768d,cn_def,ROOT-4E8E,8,0.5926660895347595,0.6072322726249695,0.5810888223350048,0.0145661830902099
gte_multilingual_base_768d,cn_def,ROOT-4E8F,3,0.6709936261177063,0.7080678343772888,0.5502200524012247,0.0370742082595825
gte_multilingual_base_768d,cn_def,ROOT-4E91,6,0.6127644181251526,0.6030282974243164,0.6168378094832102,-0.0097361207008361
gte_multilingual_base_768d,cn_def,ROOT-4E94,12,0.5938223600387573,0.587358295917511,0.521860254307588,-0.0064640641212463
gte_multilingual_base_768d,cn_def,ROOT-4E9E,4,0.5551100373268127,0.5949127674102783,0.6171197891235352,0.0398027300834655
gte_multilingual_base_768d,cn_def,ROOT-4E9F,2,0.6793496608734131,0.6910812854766846,0.5255663096904755,0.0117316246032714
gte_multilingual_base_768d,cn_def,ROOT-4EA1,3,0.5008125901222229,0.5535414814949036,0.5897467136383057,0.0527288913726806
gte_multilingual_base_768d,cn_def,ROOT-4EA2,10,0.5442676544189453,0.5637027025222778,0.5554431945085525,0.0194350481033325
gte_multilingual_base_768d,cn_def,ROOT-4EA4,15,0.5789473652839661,0.5963748097419739,0.6391259272893269,0.0174274444580078
gte_multilingual_base_768d,cn_def,ROOT-4EA5,12,0.5983307361602783,0.6169077754020691,0.5368751982847849,0.0185770392417907
gte_multilingual_base_768d,cn_def,ROOT-4EAC,8,0.5902495980262756,0.6029905676841736,0.6097682677209377,0.0127409696578979
gte_multilingual_base_768d,cn_def,ROOT-4EBA,3,0.5469965934753418,0.544454038143158,0.6511524319648743,-0.0025425553321838
gte_multilingual_base_768d,cn_def,ROOT-4ECA,18,0.5252128839492798,0.5518501400947571,0.5868929061624739,0.0266372561454772
gte_multilingual_base_768d,cn_def,ROOT-4ECB,3,0.6089739203453064,0.6396162509918213,0.6726197799046835,0.0306423306465148
gte_multilingual_base_768d,cn_def,ROOT-4EE4,15,0.577570915222168,0.5874868631362915,0.5366397678852082,0.0099159479141235
gte_multilingual_base_768d,cn_def,ROOT-4EE5,2,0.4960284233093261,0.5270702838897705,0.579387754201889,0.0310418605804443
gte_multilingual_base_768d,cn_def,ROOT-4F0F,2,0.4796791076660156,0.5287976264953613,0.5729041993618011,0.0491185188293457
gte_multilingual_base_768d,cn_def,ROOT-4F10,2,0.5631835460662842,0.577297568321228,0.5149383842945099,0.0141140222549438
gte_multilingual_base_768d,cn_def,ROOT-4F59,10,0.548623263835907,0.5395816564559937,0.5356542229652405,-0.0090416073799133
gte_multilingual_base_768d,cn_def,ROOT-4F86,3,0.5851292610168457,0.6406205296516418,0.656109611193339,0.0554912686347961
gte_multilingual_base_768d,cn_def,ROOT-4F96,7,0.591633677482605,0.6385641694068909,0.6869770288467407,0.0469304919242858
gte_multilingual_base_768d,cn_def,ROOT-4FDD,3,0.6040754914283752,0.6461803317070007,0.6661473115285238,0.0421048402786254
gte_multilingual_base_768d,cn_def,ROOT-5009,10,0.5969113111495972,0.6171674728393555,0.6304636299610138,0.0202561616897583
gte_multilingual_base_768d,cn_def,ROOT-50C9,11,0.575739860534668,0.5800241827964783,0.5192056027325717,0.0042843222618103
gte_multilingual_base_768d,cn_def,ROOT-5140,3,0.5757625102996826,0.54864102602005,0.5567864378293356,-0.0271214842796325
gte_multilingual_base_768d,cn_def,ROOT-5143,10,0.5519014000892639,0.5479721426963806,0.6076858043670654,-0.0039292573928833
gte_multilingual_base_768d,cn_def,ROOT-5145,2,0.555700421333313,0.5808372497558594,0.5932734608650208,0.0251368284225463
gte_multilingual_base_768d,cn_def,ROOT-5146,10,0.5679554343223572,0.5637804865837097,0.5647954851388931,-0.0041749477386474
gte_multilingual_base_768d,cn_def,ROOT-5148,2,0.5062743425369263,0.5083292722702026,0.5257229954004288,0.0020549297332763
gte_multilingual_base_768d,cn_def,ROOT-5149,4,0.5413055419921875,0.5813916325569153,0.5930328369140625,0.0400860905647277
gte_multilingual_base_768d,cn_def,ROOT-514D,6,0.5876215100288391,0.5786834955215454,0.5924567629893621,-0.0089380145072937
gte_multilingual_base_768d,cn_def,ROOT-5152,3,0.5750830769538879,0.6102390289306641,0.5718992551167806,0.0351559519767761
gte_multilingual_base_768d,cn_def,ROOT-5165,5,0.4909488260746002,0.5251476764678955,0.5708259224891663,0.0341988503932952
gte_multilingual_base_768d,cn_def,ROOT-5168,7,0.6186410784721375,0.6545713543891907,0.6890877229826791,0.0359302759170532
gte_multilingual_base_768d,cn_def,ROOT-5169,3,0.5675985217094421,0.5782954096794128,0.6771016319592794,0.0106968879699707
gte_multilingual_base_768d,cn_def,ROOT-516B,2,0.5542421340942383,0.5308828353881836,0.5544847548007965,-0.0233592987060546
gte_multilingual_base_768d,cn_def,ROOT-516C,8,0.5771400332450867,0.5934308171272278,0.6018920987844467,0.0162907838821411
gte_multilingual_base_768d,cn_def,ROOT-5171,6,0.6055582761764526,0.6168738603591919,0.6478051344553629,0.0113155841827392
gte_multilingual_base_768d,cn_def,ROOT-5176,13,0.5568116903305054,0.5413867235183716,0.5602145538880274,-0.0154249668121337
gte_multilingual_base_768d,cn_def,ROOT-517C,10,0.5821871757507324,0.6071555018424988,0.6077170193195343,0.0249683260917663
gte_multilingual_base_768d,cn_def,ROOT-5183,4,0.5077168345451355,0.5269609093666077,0.5542325526475906,0.0192440748214721
gte_multilingual_base_768d,cn_def,ROOT-5189,2,0.6474993228912354,0.6165090799331665,0.6600900292396545,-0.0309902429580688
gte_multilingual_base_768d,cn_def,ROOT-518A,2,0.5915427207946777,0.5897561311721802,0.5758795440196991,-0.0017865896224975
gte_multilingual_base_768d,cn_def,ROOT-518E,3,0.5506112575531006,0.555090606212616,0.537527322769165,0.0044793486595153
gte_multilingual_base_768d,cn_def,ROOT-51A5,4,0.5855379104614258,0.6229653358459473,0.6366099268198013,0.0374274253845214
gte_multilingual_base_768d,cn_def,ROOT-51E0,5,0.5658879280090332,0.5744649171829224,0.5006514012813568,0.0085769891738891
gte_multilingual_base_768d,cn_def,ROOT-51E1,9,0.5997701287269592,0.601189374923706,0.5340900984075334,0.0014192461967468
gte_multilingual_base_768d,cn_def,ROOT-51F6,2,0.6666785478591919,0.7431433200836182,0.6269999742507935,0.0764647722244262
gte_multilingual_base_768d,cn_def,ROOT-51FA,4,0.588805615901947,0.5530328750610352,0.5378688350319862,-0.0357727408409118
gte_multilingual_base_768d,cn_def,ROOT-5200,15,0.5919063091278076,0.6025039553642273,0.6236997803052267,0.0105976462364196
gte_multilingual_base_768d,cn_def,ROOT-5203,5,0.5784412622451782,0.5865097045898438,0.5735189080238342,0.0080684423446655
gte_multilingual_base_768d,cn_def,ROOT-5206,16,0.5955535173416138,0.599224865436554,0.6390380337834358,0.0036713480949401
gte_multilingual_base_768d,cn_def,ROOT-5211,2,0.5459585189819336,0.5813145637512207,0.606028825044632,0.0353560447692871
gte_multilingual_base_768d,cn_def,ROOT-5229,2,0.5864303112030029,0.6182210445404053,0.6529649794101715,0.0317907333374023
gte_multilingual_base_768d,cn_def,ROOT-5236,2,0.6129070520401001,0.5825076103210449,0.5898321270942688,-0.0303994417190551
gte_multilingual_base_768d,cn_def,ROOT-5247,5,0.5364519357681274,0.5025268197059631,0.5684817433357239,-0.0339251160621643
gte_multilingual_base_768d,cn_def,ROOT-529B,15,0.5741979479789734,0.5818030834197998,0.5518592218557994,0.0076051354408264
gte_multilingual_base_768d,cn_def,ROOT-52DE,4,0.5997325778007507,0.644393265247345,0.5299958884716034,0.0446606874465942
gte_multilingual_base_768d,cn_def,ROOT-52F9,10,0.5773876905441284,0.5820585489273071,0.678000009059906,0.0046708583831787
gte_multilingual_base_768d,cn_def,ROOT-52FA,10,0.5650039315223694,0.5968331694602966,0.6379218697547913,0.0318292379379272
gte_multilingual_base_768d,cn_def,ROOT-52FB,3,0.532986581325531,0.5811185836791992,0.5878747502962748,0.0481320023536682
gte_multilingual_base_768d,cn_def,ROOT-52FF,6,0.5307552814483643,0.5357620120048523,0.5289045721292496,0.005006730556488
gte_multilingual_base_768d,cn_def,ROOT-5303,15,0.5917795896530151,0.608932375907898,0.5864924748738607,0.0171527862548828
gte_multilingual_base_768d,cn_def,ROOT-5305,13,0.616290807723999,0.6465232372283936,0.6757964858641992,0.0302324295043945
gte_multilingual_base_768d,cn_def,ROOT-5315,23,0.5637783408164978,0.5556766986846924,0.5528855751390043,-0.0081016421318054
gte_multilingual_base_768d,cn_def,ROOT-5321,2,0.6250946521759033,0.5877469778060913,0.5587758123874664,-0.037347674369812
gte_multilingual_base_768d,cn_def,ROOT-5340,12,0.5580449104309082,0.565268337726593,0.6357156733671824,0.0072234272956848
gte_multilingual_base_768d,cn_def,ROOT-5341,3,0.6034067273139954,0.644427478313446,0.6427109638849894,0.0410207509994506
gte_multilingual_base_768d,cn_def,ROOT-5348,4,0.637190043926239,0.6861645579338074,0.6280026584863663,0.0489745140075683
gte_multilingual_base_768d,cn_def,ROOT-5349,4,0.5039172172546387,0.5160911083221436,0.4963783323764801,0.0121738910675048
gte_multilingual_base_768d,cn_def,ROOT-534A,7,0.579155445098877,0.5782435536384583,0.4999138372285025,-0.0009118914604187
gte_multilingual_base_768d,cn_def,ROOT-5351,11,0.5371497273445129,0.564553439617157,0.5687893520702015,0.027403712272644
gte_multilingual_base_768d,cn_def,ROOT-5352,12,0.5935229659080505,0.5861026644706726,0.52189568678538,-0.0074203014373779
gte_multilingual_base_768d,cn_def,ROOT-5353,5,0.6240699887275696,0.6293140649795532,0.6496046781539917,0.0052440762519836
gte_multilingual_base_768d,cn_def,ROOT-5357,3,0.5239343643188477,0.5982821583747864,0.5970102151234945,0.0743477940559387
gte_multilingual_base_768d,cn_def,ROOT-535C,4,0.5265505909919739,0.5385697484016418,0.5521085560321808,0.0120191574096679
gte_multilingual_base_768d,cn_def,ROOT-5360,13,0.6371427178382874,0.62038654088974,0.617295673260322,-0.0167561769485473
gte_multilingual_base_768d,cn_def,ROOT-5371,3,0.6008840203285217,0.6131556034088135,0.6284757653872172,0.0122715830802917
gte_multilingual_base_768d,cn_def,ROOT-5373,2,0.6509753465652466,0.570419430732727,0.565428227186203,-0.0805559158325195
gte_multilingual_base_768d,cn_def,ROOT-5377,6,0.6273704767227173,0.6057907342910767,0.6623314917087555,-0.0215797424316406
gte_multilingual_base_768d,cn_def,ROOT-5378,3,0.5822010636329651,0.5148463249206543,0.583824614683787,-0.0673547387123107
gte_multilingual_base_768d,cn_def,ROOT-5384,3,0.5773884654045105,0.6133329272270203,0.5733510653177897,0.0359444618225097
gte_multilingual_base_768d,cn_def,ROOT-539F,4,0.5218434929847717,0.5429806709289551,0.5200533121824265,0.0211371779441833
gte_multilingual_base_768d,cn_def,ROOT-53B6,11,0.5542558431625366,0.5732355117797852,0.5841016877781261,0.0189796686172485
gte_multilingual_base_768d,cn_def,ROOT-53BB,3,0.5748186111450195,0.5986430644989014,0.6093980073928833,0.0238244533538818
gte_multilingual_base_768d,cn_def,ROOT-53C3,6,0.6268187761306763,0.6573761105537415,0.59810804327329,0.0305573344230651
gte_multilingual_base_768d,cn_def,ROOT-53C8,15,0.5875126719474792,0.616137683391571,0.5832098563512166,0.0286250114440917
gte_multilingual_base_768d,cn_def,ROOT-53C9,2,0.6099381446838379,0.6275322437286377,0.6684117019176483,0.0175940990447998
gte_multilingual_base_768d,cn_def,ROOT-53CA,7,0.5418278574943542,0.5732209086418152,0.6268334899629865,0.0313930511474609
gte_multilingual_base_768d,cn_def,ROOT-53CD,5,0.5548220872879028,0.5989271402359009,0.619779634475708,0.044105052947998
gte_multilingual_base_768d,cn_def,ROOT-53D6,3,0.4853364527225494,0.4378294944763183,0.4904193480809529,-0.047506958246231
gte_multilingual_base_768d,cn_def,ROOT-53D7,2,0.6411821842193604,0.6791031360626221,0.7500861883163452,0.0379209518432617
gte_multilingual_base_768d,cn_def,ROOT-53E3,3,0.603499174118042,0.5847687721252441,0.5872223774592081,-0.0187304019927978
gte_multilingual_base_768d,cn_def,ROOT-53E4,26,0.5468050241470337,0.5732859969139099,0.5936826318502426,0.0264809727668762
gte_multilingual_base_768d,cn_def,ROOT-53F8,4,0.5408649444580078,0.5623641014099121,0.5913604348897934,0.0214991569519042
gte_multilingual_base_768d,cn_def,ROOT-5404,27,0.5507084131240845,0.5659871697425842,0.5778759397842266,0.0152787566184997
gte_multilingual_base_768d,cn_def,ROOT-5408,13,0.5988640785217285,0.6187580823898315,0.5644230682116288,0.019894003868103
gte_multilingual_base_768d,cn_def,ROOT-5409,9,0.5752040147781372,0.5695134401321411,0.6003575192557441,-0.005690574645996
gte_multilingual_base_768d,cn_def,ROOT-540C,6,0.5257365107536316,0.5417841076850891,0.5873787303765615,0.0160475969314575
gte_multilingual_base_768d,cn_def,ROOT-540D,3,0.6189708709716797,0.6364214420318604,0.6692436933517456,0.0174505710601806
gte_multilingual_base_768d,cn_def,ROOT-540E,3,0.6656363606452942,0.6805875897407532,0.6309055288632711,0.0149512290954589
gte_multilingual_base_768d,cn_def,ROOT-5433,3,0.6365914344787598,0.6860172152519226,0.5936835408210754,0.0494257807731628
gte_multilingual_base_768d,cn_def,ROOT-5442,4,0.5159012675285339,0.5291165709495544,0.5563688054680824,0.0132153034210205
gte_multilingual_base_768d,cn_def,ROOT-544A,8,0.5338301658630371,0.5453947186470032,0.57325803861022,0.011564552783966
gte_multilingual_base_768d,cn_def,ROOT-5468,13,0.5836837887763977,0.5964886546134949,0.6449739474516648,0.0128048658370971
gte_multilingual_base_768d,cn_def,ROOT-548E,2,0.4914681911468506,0.601476788520813,0.5632501840591431,0.1100085973739624
gte_multilingual_base_768d,cn_def,ROOT-54B8,7,0.6086516380310059,0.6101751923561096,0.5781180518014091,0.0015235543251037
gte_multilingual_base_768d,cn_def,ROOT-54E1,5,0.6144324541091919,0.6380384564399719,0.5977818846702576,0.02360600233078
gte_multilingual_base_768d,cn_def,ROOT-5584,3,0.5995001792907715,0.5919973254203796,0.6125509738922119,-0.0075028538703918
gte_multilingual_base_768d,cn_def,ROOT-55AE,10,0.5902048945426941,0.5870551466941833,0.6092970192432403,-0.0031497478485107
gte_multilingual_base_768d,cn_def,ROOT-55C7,3,0.5287642478942871,0.5420677661895752,0.5769654313723246,0.013303518295288
gte_multilingual_base_768d,cn_def,ROOT-56B4,2,0.5530400276184082,0.6448006629943848,0.66954505443573,0.0917606353759765
gte_multilingual_base_768d,cn_def,ROOT-56D7,9,0.5696601867675781,0.5724085569381714,0.586824483341641,0.0027483701705932
gte_multilingual_base_768d,cn_def,ROOT-56DB,2,0.5116264820098877,0.5270142555236816,0.553118497133255,0.0153877735137939
gte_multilingual_base_768d,cn_def,ROOT-56DE,4,0.6266538500785828,0.6808516979217529,0.6879398375749588,0.0541978478431701
gte_multilingual_base_768d,cn_def,ROOT-56E0,4,0.5575688481330872,0.5676327347755432,0.5942263156175613,0.010063886642456
gte_multilingual_base_768d,cn_def,ROOT-56FA,5,0.4935250282287597,0.5354416370391846,0.5991780936717988,0.0419166088104248
gte_multilingual_base_768d,cn_def,ROOT-571F,4,0.5334578156471252,0.594210147857666,0.5338947176933289,0.0607523322105407
gte_multilingual_base_768d,cn_def,ROOT-572D,14,0.5248355865478516,0.5381209850311279,0.5286822702203479,0.0132853984832763
gte_multilingual_base_768d,cn_def,ROOT-5750,3,0.5233904719352722,0.5806353092193604,0.6417045990626017,0.0572448372840881
gte_multilingual_base_768d,cn_def,ROOT-57F7,2,0.5116459131240845,0.5167629718780518,0.4526017308235168,0.0051170587539672
gte_multilingual_base_768d,cn_def,ROOT-5807,6,0.5670352578163147,0.5618299245834351,0.5537067900101343,-0.0052053332328796
gte_multilingual_base_768d,cn_def,ROOT-582F,14,0.624992311000824,0.6369652152061462,0.6427665267671857,0.0119729042053222
gte_multilingual_base_768d,cn_def,ROOT-58EB,4,0.6273242831230164,0.6463726162910461,0.686010867357254,0.0190483331680297
gte_multilingual_base_768d,cn_def,ROOT-58EC,8,0.5651671290397644,0.6001229882240295,0.5333332419395447,0.0349558591842651
gte_multilingual_base_768d,cn_def,ROOT-58F4,3,0.6624361872673035,0.6601106524467468,0.7337153752644857,-0.0023255348205566
gte_multilingual_base_768d,cn_def,ROOT-58F9,2,0.5681509971618652,0.6307022571563721,0.6217093467712402,0.0625512599945068
gte_multilingual_base_768d,cn_def,ROOT-58FD,3,0.518955647945404,0.5909285545349121,0.6384229063987732,0.071972906589508
gte_multilingual_base_768d,cn_def,ROOT-5917,7,0.5934094190597534,0.5906473994255066,0.6698871680668422,-0.0027620196342468
gte_multilingual_base_768d,cn_def,ROOT-591A,4,0.5680294632911682,0.5790755152702332,0.6012410968542099,0.0110460519790649
gte_multilingual_base_768d,cn_def,ROOT-591C,3,0.6489653587341309,0.6881191730499268,0.6460346579551697,0.0391538143157959
gte_multilingual_base_768d,cn_def,ROOT-5929,3,0.5116608738899231,0.5251200795173645,0.5681735475858053,0.0134592056274414
gte_multilingual_base_768d,cn_def,ROOT-592B,3,0.5075182318687439,0.5405823588371277,0.605501393477122,0.0330641269683837
gte_multilingual_base_768d,cn_def,ROOT-592D,4,0.632237434387207,0.6408328413963318,0.6889806240797043,0.0085954070091247
gte_multilingual_base_768d,cn_def,ROOT-592E,10,0.5383915901184082,0.5932663083076477,0.5944412529468537,0.0548747181892395
gte_multilingual_base_768d,cn_def,ROOT-5932,2,0.5473549365997314,0.5699111223220825,0.5872148275375366,0.022556185722351
gte_multilingual_base_768d,cn_def,ROOT-5937,3,0.5840542912483215,0.6037430763244629,0.6022977232933044,0.0196887850761413
gte_multilingual_base_768d,cn_def,ROOT-593E,9,0.596470057964325,0.6253663301467896,0.6219261487325033,0.0288962721824646
gte_multilingual_base_768d,cn_def,ROOT-5944,5,0.55598384141922,0.5102196931838989,0.5703046023845673,-0.045764148235321
gte_multilingual_base_768d,cn_def,ROOT-5949,3,0.5629591941833496,0.5749964714050293,0.6630579630533854,0.0120372772216796
gte_multilingual_base_768d,cn_def,ROOT-594F,2,0.6202092170715332,0.6187348365783691,0.6079914271831512,-0.001474380493164
gte_multilingual_base_768d,cn_def,ROOT-5950,4,0.5748419761657715,0.5815317034721375,0.6742590293288231,0.0066897273063659
gte_multilingual_base_768d,cn_def,ROOT-595A,2,0.4523849487304687,0.472484827041626,0.4921343773603439,0.0200998783111572
gte_multilingual_base_768d,cn_def,ROOT-5967,4,0.5482332110404968,0.5878699421882629,0.6248111724853516,0.0396367311477661
gte_multilingual_base_768d,cn_def,ROOT-5973,14,0.574815034866333,0.5756504535675049,0.6169514230319432,0.0008354187011718
gte_multilingual_base_768d,cn_def,ROOT-59A5,2,0.5733199119567871,0.6448677778244019,0.643714040517807,0.0715478658676147
gte_multilingual_base_768d,cn_def,ROOT-59BB,4,0.5583031177520752,0.5828583240509033,0.527115635573864,0.0245552062988281
gte_multilingual_base_768d,cn_def,ROOT-59BE,2,0.535018801689148,0.5056672096252441,0.4442860186100006,-0.0293515920639038
gte_multilingual_base_768d,cn_def,ROOT-5A41,10,0.6100016832351685,0.6200693845748901,0.5495252311229706,0.0100677013397216
gte_multilingual_base_768d,cn_def,ROOT-5B50,3,0.6346175074577332,0.5724046230316162,0.5212673942248026,-0.0622128844261169
gte_multilingual_base_768d,cn_def,ROOT-5B5A,4,0.5875204205513,0.6145278811454773,0.5920762419700623,0.0270074605941772
gte_multilingual_base_768d,cn_def,ROOT-5B5D,2,0.3955544233322143,0.3975294828414917,0.5167952179908752,0.0019750595092773
gte_multilingual_base_768d,cn_def,ROOT-5B6B,2,0.6244585514068604,0.721808910369873,0.7316290438175201,0.0973503589630127
gte_multilingual_base_768d,cn_def,ROOT-5B83,8,0.6077703833580017,0.611229419708252,0.5823572352528572,0.0034590363502502
gte_multilingual_base_768d,cn_def,ROOT-5B89,4,0.5951368808746338,0.6069434285163879,0.6694801449775696,0.0118065476417541
gte_multilingual_base_768d,cn_def,ROOT-5B97,6,0.5414780378341675,0.5684487223625183,0.5703121523062388,0.0269706845283508
gte_multilingual_base_768d,cn_def,ROOT-5B98,7,0.5923990607261658,0.6158789396286011,0.6205813203539167,0.0234798789024353
gte_multilingual_base_768d,cn_def,ROOT-5B9A,3,0.650639533996582,0.6335458755493164,0.6353326638539633,-0.0170936584472656
gte_multilingual_base_768d,cn_def,ROOT-5BA3,4,0.5744110941886902,0.6471206545829773,0.6660580039024353,0.0727095603942871
gte_multilingual_base_768d,cn_def,ROOT-5BB3,3,0.6215014457702637,0.6744006276130676,0.6695212523142496,0.0528991818428039
gte_multilingual_base_768d,cn_def,ROOT-5BB6,2,0.5194014310836792,0.5889483690261841,0.5876557528972626,0.0695469379425048
gte_multilingual_base_768d,cn_def,ROOT-5BBF,2,0.4472748041152954,0.5067746639251709,0.5437136888504028,0.0594998598098754
gte_multilingual_base_768d,cn_def,ROOT-5BCD,5,0.5709620714187622,0.5751703977584839,0.4967285811901092,0.0042083263397216
gte_multilingual_base_768d,cn_def,ROOT-5BF8,4,0.5460532307624817,0.5690762996673584,0.5661791861057281,0.0230230689048767
gte_multilingual_base_768d,cn_def,ROOT-5C07,5,0.5351549983024597,0.4726151823997497,0.5040752708911895,-0.0625398159027099
gte_multilingual_base_768d,cn_def,ROOT-5C08,6,0.6048190593719482,0.5988954305648804,0.6055292189121246,-0.0059236288070678
gte_multilingual_base_768d,cn_def,ROOT-5C09,3,0.6061460971832275,0.6243886947631836,0.5280252496401469,0.018242597579956
gte_multilingual_base_768d,cn_def,ROOT-5C0A,4,0.5286411643028259,0.5879327654838562,0.6155145168304443,0.0592916011810302
