model,channel,anchor_family,n_edges,ordinary_whole_vector_coherence,residual_family_coherence,mean_residual_to_anchor_cosine,residual_coherence_improvement
bge_m3_1024d,cn_def,ROOT-529B,15,0.4861640930175781,0.5030184984207153,0.4997055411338806,0.0168544054031372
bge_m3_1024d,cn_def,ROOT-52DE,4,0.4580866396427154,0.4861122071743011,0.5593667030334473,0.0280255675315856
bge_m3_1024d,cn_def,ROOT-52F9,10,0.4596234261989593,0.4724307954311371,0.6005871504545212,0.0128073692321777
bge_m3_1024d,cn_def,ROOT-52FA,10,0.5025949478149414,0.5476096272468567,0.563917800784111,0.0450146794319152
bge_m3_1024d,cn_def,ROOT-52FB,3,0.5243075489997864,0.5818638205528259,0.5751924912134806,0.0575562715530395
bge_m3_1024d,cn_def,ROOT-52FF,6,0.4891548752784729,0.4966234862804413,0.4817864249149958,0.0074686110019683
bge_m3_1024d,cn_def,ROOT-5303,15,0.5270869135856628,0.548344612121582,0.5238114058971405,0.0212576985359191
bge_m3_1024d,cn_def,ROOT-5305,13,0.4976536333560943,0.5366026759147644,0.5924420631848849,0.03894904255867
bge_m3_1024d,cn_def,ROOT-5315,23,0.5076116919517517,0.5115435719490051,0.5083988801292751,0.0039318799972534
bge_m3_1024d,cn_def,ROOT-5321,2,0.5979280471801758,0.5834167003631592,0.5949457883834839,-0.0145113468170166
bge_m3_1024d,cn_def,ROOT-5340,12,0.4948969781398773,0.5153068900108337,0.5656033530831337,0.0204099118709564
bge_m3_1024d,cn_def,ROOT-5341,3,0.5395018458366394,0.5771608948707581,0.5452521244684855,0.0376590490341186
bge_m3_1024d,cn_def,ROOT-5348,4,0.5053278803825378,0.559816837310791,0.4979997053742409,0.0544889569282531
bge_m3_1024d,cn_def,ROOT-5349,4,0.4918322563171386,0.4854800701141357,0.4670048132538795,-0.0063521862030029
bge_m3_1024d,cn_def,ROOT-534A,7,0.5218937993049622,0.5178576111793518,0.5354117367948804,-0.0040361881256103
bge_m3_1024d,cn_def,ROOT-5351,11,0.4761574566364288,0.5079293251037598,0.5585151558572595,0.0317718684673309
bge_m3_1024d,cn_def,ROOT-5352,12,0.5189214944839478,0.5196517109870911,0.5667209650079409,0.0007302165031433
bge_m3_1024d,cn_def,ROOT-5353,5,0.589137852191925,0.5940855145454407,0.5011733174324036,0.0049476623535156
bge_m3_1024d,cn_def,ROOT-5357,3,0.4647224843502044,0.5549390912055969,0.5336793859799703,0.0902166068553924
bge_m3_1024d,cn_def,ROOT-535C,4,0.464815229177475,0.4737777709960937,0.4133776500821113,0.0089625418186187
bge_m3_1024d,cn_def,ROOT-5360,13,0.5767548680305481,0.560504138469696,0.5509849030237931,-0.016250729560852
bge_m3_1024d,cn_def,ROOT-5371,3,0.4378840029239654,0.478774219751358,0.5003913640975952,0.0408902168273925
bge_m3_1024d,cn_def,ROOT-5373,2,0.4931831359863281,0.486870527267456,0.5211357623338699,-0.006312608718872
