model,channel,anchor_family,rank_change_raw,rank_change_centered
bge_m3_1024d,en_gloss_unihan,ROOT-7695,-504.0,-1027.0
bge_m3_1024d,en_gloss_unihan,ROOT-76AE,1443.888888888889,2066.5555555555557
bge_m3_1024d,en_gloss_unihan,ROOT-76BF,2258.6666666666665,2232.0
bge_m3_1024d,en_gloss_unihan,ROOT-76CA,1789.142857142857,2666.285714285714
bge_m3_1024d,en_gloss_unihan,ROOT-76CD,1515.0,1537.0
bge_m3_1024d,en_gloss_unihan,ROOT-76E1,1021.25,1598.0
bge_m3_1024d,en_gloss_unihan,ROOT-76E3,1599.4545454545455,2500.7272727272725
bge_m3_1024d,en_gloss_unihan,ROOT-76F4,1149.0,1489.25
bge_m3_1024d,en_gloss_unihan,ROOT-76F8,1377.5714285714287,2459.4285714285716
bge_m3_1024d,en_gloss_unihan,ROOT-76FE,1151.75,2274.5
bge_m3_1024d,en_gloss_unihan,ROOT-7707,-137.5,-548.5
bge_m3_1024d,en_gloss_unihan,ROOT-7709,3026.0,384.0
bge_m3_1024d,en_gloss_unihan,ROOT-7714,286.5,287.0
bge_m3_1024d,en_gloss_unihan,ROOT-771F,258.0,3398.0
bge_m3_1024d,en_gloss_unihan,ROOT-773E,931.0,444.0
bge_m3_1024d,en_gloss_unihan,ROOT-776A,1656.2,2375.4
bge_m3_1024d,en_gloss_unihan,ROOT-777F,2807.5,1294.5
bge_m3_1024d,en_gloss_unihan,ROOT-77DB,1317.3333333333333,1721.9166666666667
bge_m3_1024d,en_gloss_unihan,ROOT-77DE,2200.8888888888887,2186.222222222222
bge_m3_1024d,en_gloss_unihan,ROOT-77E2,1421.8333333333333,1306.3333333333333
bge_m3_1024d,en_gloss_unihan,ROOT-77F3,2077.4285714285716,2236.714285714286
bge_m3_1024d,en_gloss_unihan,ROOT-793A,153.33333333333334,-951.3333333333334
bge_m3_1024d,en_gloss_unihan,ROOT-796D,1380.6666666666667,1671.1666666666667
bge_m3_1024d,en_gloss_unihan,ROOT-79B9,2645.75,1650.25
bge_m3_1024d,en_gloss_unihan,ROOT-79BA,1639.3636363636363,2380.5454545454545
bge_m3_1024d,en_gloss_unihan,ROOT-79BB,2366.7272727272725,2468.5454545454545
bge_m3_1024d,en_gloss_unihan,ROOT-79BE,1295.7857142857142,1723.7142857142858
bge_m3_1024d,en_gloss_unihan,ROOT-79C0,1936.3333333333333,2914.6666666666665
bge_m3_1024d,en_gloss_unihan,ROOT-79CB,2143.8571428571427,4002.4285714285716
bge_m3_1024d,en_gloss_unihan,ROOT-79DD,12.0,0.0
bge_m3_1024d,en_gloss_unihan,ROOT-79E6,3498.3333333333335,1474.6666666666667
bge_m3_1024d,en_gloss_unihan,ROOT-7ACB,1690.125,2905.125
bge_m3_1024d,en_gloss_unihan,ROOT-7ADF,1039.5,1471.0
bge_m3_1024d,en_gloss_unihan,ROOT-7AE0,2138.1111111111113,4425.0
bge_m3_1024d,en_gloss_unihan,ROOT-7AE5,2841.909090909091,4535.727272727273
bge_m3_1024d,en_gloss_unihan,ROOT-7AF9,-1493.0,-1266.0
bge_m3_1024d,en_gloss_unihan,ROOT-7B6E,3340.0,3204.5
bge_m3_1024d,en_gloss_unihan,ROOT-7B97,1768.0,2813.0
bge_m3_1024d,en_gloss_unihan,ROOT-7C73,1226.8,748.0
bge_m3_1024d,en_gloss_unihan,ROOT-7CFB,868.0,3099.0
bge_m3_1024d,en_gloss_unihan,ROOT-7D2F,802.0,2164.0
bge_m3_1024d,en_gloss_unihan,ROOT-7D55,471.0,1242.0
bge_m3_1024d,en_gloss_unihan,ROOT-7DBF,2.0,1.0
bge_m3_1024d,en_gloss_unihan,ROOT-7E23,-49.0,1508.0
bge_m3_1024d,en_gloss_unihan,ROOT-7F54,1782.0,1739.0
bge_m3_1024d,en_gloss_unihan,ROOT-7F72,4416.5,2525.0
bge_m3_1024d,en_gloss_unihan,ROOT-7F77,310.0,440.0
bge_m3_1024d,en_gloss_unihan,ROOT-7F85,1106.3333333333333,980.6666666666666
bge_m3_1024d,en_gloss_unihan,ROOT-7F8A,1495.8333333333333,1662.6666666666667
bge_m3_1024d,en_gloss_unihan,ROOT-7F94,2078.0,2796.0
bge_m3_1024d,en_gloss_unihan,ROOT-7FA9,2001.0,2521.25
bge_m3_1024d,en_gloss_unihan,ROOT-7FBD,909.0,317.0
bge_m3_1024d,en_gloss_unihan,ROOT-7FCF,1007.6842105263158,2039.842105263158
bge_m3_1024d,en_gloss_unihan,ROOT-7FD2,1926.1666666666667,2617.8333333333335
bge_m3_1024d,en_gloss_unihan,ROOT-7FDF,1769.5,2659.625
bge_m3_1024d,en_gloss_unihan,ROOT-800C,1894.888888888889,1892.0
bge_m3_1024d,en_gloss_unihan,ROOT-8011,1280.625,2088.375
bge_m3_1024d,en_gloss_unihan,ROOT-8012,1661.0,2491.0
bge_m3_1024d,en_gloss_unihan,ROOT-8024,-971.0,201.0
bge_m3_1024d,en_gloss_unihan,ROOT-8033,1026.4,1452.8
bge_m3_1024d,en_gloss_unihan,ROOT-8034,3124.0,4237.0
bge_m3_1024d,en_gloss_unihan,ROOT-8036,2739.5,2304.5
bge_m3_1024d,en_gloss_unihan,ROOT-8056,1559.0,4232.5
bge_m3_1024d,en_gloss_unihan,ROOT-8076,1418.4285714285713,2662.8571428571427
bge_m3_1024d,en_gloss_unihan,ROOT-807D,2531.0,3602.0
bge_m3_1024d,en_gloss_unihan,ROOT-807F,1206.2727272727273,2565.6363636363635
bge_m3_1024d,en_gloss_unihan,ROOT-8089,3056.0,3770.0
bge_m3_1024d,en_gloss_unihan,ROOT-8099,2295.0,2251.5833333333335
bge_m3_1024d,en_gloss_unihan,ROOT-80C3,3363.0,3074.5
bge_m3_1024d,en_gloss_unihan,ROOT-810A,2065.5,3721.0
bge_m3_1024d,en_gloss_unihan,ROOT-81E4,1364.5,1069.5
bge_m3_1024d,en_gloss_unihan,ROOT-81EA,975.0,517.3333333333334
bge_m3_1024d,en_gloss_unihan,ROOT-81ED,2117.5,2004.0
bge_m3_1024d,en_gloss_unihan,ROOT-81F3,1613.4666666666667,2199.733333333333
bge_m3_1024d,en_gloss_unihan,ROOT-81FA,2698.0,4129.0
bge_m3_1024d,en_gloss_unihan,ROOT-81FD,2274.0,5280.0
bge_m3_1024d,en_gloss_unihan,ROOT-81FE,1213.3333333333333,2909.0
bge_m3_1024d,en_gloss_unihan,ROOT-81FF,529.6666666666666,918.3333333333334
bge_m3_1024d,en_gloss_unihan,ROOT-8200,2430.0,3200.1666666666665
bge_m3_1024d,en_gloss_unihan,ROOT-8201,2414.0,3265.1428571428573
bge_m3_1024d,en_gloss_unihan,ROOT-8202,1801.0,2174.5
bge_m3_1024d,en_gloss_unihan,ROOT-8204,1047.6666666666667,2038.6666666666667
bge_m3_1024d,en_gloss_unihan,ROOT-820C,447.0,1230.0
bge_m3_1024d,en_gloss_unihan,ROOT-821C,3286.5,3339.5
bge_m3_1024d,en_gloss_unihan,ROOT-821F,2171.6666666666665,1564.6666666666667
bge_m3_1024d,en_gloss_unihan,ROOT-822C,1993.7142857142858,2711.5714285714284
bge_m3_1024d,en_gloss_unihan,ROOT-826E,1247.0,1075.0
bge_m3_1024d,en_gloss_unihan,ROOT-826F,1954.5384615384614,2575.3076923076924
bge_m3_1024d,en_gloss_unihan,ROOT-82BB,1945.3333333333333,2162.8333333333335
bge_m3_1024d,en_gloss_unihan,ROOT-82D7,1802.6666666666667,3388.0
bge_m3_1024d,en_gloss_unihan,ROOT-82E5,1325.0,2872.3333333333335
bge_m3_1024d,en_gloss_unihan,ROOT-830D,364.0,495.6
bge_m3_1024d,en_gloss_unihan,ROOT-8332,700.3333333333334,589.0
bge_m3_1024d,en_gloss_unihan,ROOT-83AB,1496.2777777777778,2490.3888888888887
bge_m3_1024d,en_gloss_unihan,ROOT-83D0,360.0,3074.0
bge_m3_1024d,en_gloss_unihan,ROOT-83EF,2202.0,2956.0
bge_m3_1024d,en_gloss_unihan,ROOT-8408,3456.0,4191.0
bge_m3_1024d,en_gloss_unihan,ROOT-842C,1340.4285714285713,2473.714285714286
bge_m3_1024d,en_gloss_unihan,ROOT-8457,899.0,1431.0
bge_m3_1024d,en_gloss_unihan,ROOT-8499,3785.875,4090.25
bge_m3_1024d,en_gloss_unihan,ROOT-8511,2606.75,3620.75
bge_m3_1024d,en_gloss_unihan,ROOT-864D,362.5,403.5
bge_m3_1024d,en_gloss_unihan,ROOT-864E,319.5,315.0
bge_m3_1024d,en_gloss_unihan,ROOT-8650,2144.5,2588.5
bge_m3_1024d,en_gloss_unihan,ROOT-865F,1710.0,3333.0
bge_m3_1024d,en_gloss_unihan,ROOT-86A4,1754.6666666666667,3292.6666666666665
bge_m3_1024d,en_gloss_unihan,ROOT-8700,3079.6923076923076,2783.153846153846
bge_m3_1024d,en_gloss_unihan,ROOT-8806,350.0,1026.0
bge_m3_1024d,en_gloss_unihan,ROOT-8840,2315.0,3003.3333333333335
bge_m3_1024d,en_gloss_unihan,ROOT-884C,1325.0,4753.0
bge_m3_1024d,en_gloss_unihan,ROOT-884D,74.0,74.0
bge_m3_1024d,en_gloss_unihan,ROOT-8863,2206.3333333333335,1210.6666666666667
bge_m3_1024d,en_gloss_unihan,ROOT-8868,1.0,25.0
bge_m3_1024d,en_gloss_unihan,ROOT-8870,404.0,2746.0
bge_m3_1024d,en_gloss_unihan,ROOT-8881,1728.0,2587.6666666666665
bge_m3_1024d,en_gloss_unihan,ROOT-8944,1703.5,2357.1666666666665
bge_m3_1024d,en_gloss_unihan,ROOT-897E,1223.0,2774.6666666666665
bge_m3_1024d,en_gloss_unihan,ROOT-897F,1701.3333333333333,1795.0
bge_m3_1024d,en_gloss_unihan,ROOT-8983,399.0,522.5
bge_m3_1024d,en_gloss_unihan,ROOT-898B,2764.5,1543.0
bge_m3_1024d,en_gloss_unihan,ROOT-898F,177.0,174.5
bge_m3_1024d,en_gloss_unihan,ROOT-89AA,1889.0,1697.0
bge_m3_1024d,en_gloss_unihan,ROOT-89BA,138.0,354.0
bge_m3_1024d,en_gloss_unihan,ROOT-89D2,2006.0,590.2
bge_m3_1024d,en_gloss_unihan,ROOT-89E3,2319.3333333333335,4100.5
bge_m3_1024d,en_gloss_unihan,ROOT-8A79,1386.5833333333333,1640.5833333333333
bge_m3_1024d,en_gloss_unihan,ROOT-8C37,916.7333333333333,1182.7333333333333
bge_m3_1024d,en_gloss_unihan,ROOT-8C46,1939.1764705882354,2196.764705882353
bge_m3_1024d,en_gloss_unihan,ROOT-8C48,2668.4545454545455,1514.2727272727273
bge_m3_1024d,en_gloss_unihan,ROOT-8C50,2030.5,3496.5
bge_m3_1024d,en_gloss_unihan,ROOT-8C5A,764.0,1072.0
bge_m3_1024d,en_gloss_unihan,ROOT-8C61,220.0,71.5
bge_m3_1024d,en_gloss_unihan,ROOT-8C66,1686.1,3312.9
bge_m3_1024d,en_gloss_unihan,ROOT-8C6A,1715.5,1413.0
bge_m3_1024d,en_gloss_unihan,ROOT-8C9D,183.33333333333334,1760.0
bge_m3_1024d,en_gloss_unihan,ROOT-8C9E,1439.8,2079.0
bge_m3_1024d,en_gloss_unihan,ROOT-8CAC,862.4285714285714,1366.4285714285713
bge_m3_1024d,en_gloss_unihan,ROOT-8CB4,2741.5,3448.25
bge_m3_1024d,en_gloss_unihan,ROOT-8CCF,2925.3333333333335,3046.6666666666665
bge_m3_1024d,en_gloss_unihan,ROOT-8CEA,2707.0,4692.0
bge_m3_1024d,en_gloss_unihan,ROOT-8D0A,586.2857142857143,1087.7142857142858
bge_m3_1024d,en_gloss_unihan,ROOT-8D14,-1.0,-3.0
bge_m3_1024d,en_gloss_unihan,ROOT-8D1B,2879.0,5498.0
bge_m3_1024d,en_gloss_unihan,ROOT-8D64,3236.0,135.0
bge_m3_1024d,en_gloss_unihan,ROOT-8D66,1982.0,1320.0
bge_m3_1024d,en_gloss_unihan,ROOT-8D6B,761.0,1747.0
bge_m3_1024d,en_gloss_unihan,ROOT-8D70,1433.0,982.0
bge_m3_1024d,en_gloss_unihan,ROOT-8DB3,1477.25,2669.5
bge_m3_1024d,en_gloss_unihan,ROOT-8ECD,1286.9333333333334,1578.0
bge_m3_1024d,en_gloss_unihan,ROOT-8F26,-1156.0,392.0
bge_m3_1024d,en_gloss_unihan,ROOT-8F9B,328.25,222.5
bge_m3_1024d,en_gloss_unihan,ROOT-8F9F,1389.625,2606.4375
bge_m3_1024d,en_gloss_unihan,ROOT-8FB0,1751.4,1798.0
bge_m3_1024d,en_gloss_unihan,ROOT-8FB1,2156.285714285714,2395.285714285714
bge_m3_1024d,en_gloss_unihan,ROOT-8FB2,86.0,1105.0
bge_m3_1024d,en_gloss_unihan,ROOT-9000,204.0,222.0
bge_m3_1024d,en_gloss_unihan,ROOT-9023,1568.8,2878.2
bge_m3_1024d,en_gloss_unihan,ROOT-9054,723.0,2638.0
bge_m3_1024d,en_gloss_unihan,ROOT-9069,1742.0,2615.0
bge_m3_1024d,en_gloss_unihan,ROOT-9077,3722.0,2629.0
bge_m3_1024d,en_gloss_unihan,ROOT-9091,3753.25,5360.5
bge_m3_1024d,en_gloss_unihan,ROOT-9095,1513.3333333333333,770.3333333333334
bge_m3_1024d,en_gloss_unihan,ROOT-90A3,2376.0,1406.0
bge_m3_1024d,en_gloss_unihan,ROOT-90CE,3199.0,5377.0
bge_m3_1024d,en_gloss_unihan,ROOT-90E8,1711.0,609.0
bge_m3_1024d,en_gloss_unihan,ROOT-90ED,107.5,-233.0
bge_m3_1024d,en_gloss_unihan,ROOT-9109,1475.75,1118.75
bge_m3_1024d,en_gloss_unihan,ROOT-912D,1266.0,1073.5
bge_m3_1024d,en_gloss_unihan,ROOT-9149,1027.5,547.0
bge_m3_1024d,en_gloss_unihan,ROOT-914B,957.125,2093.75
bge_m3_1024d,en_gloss_unihan,ROOT-91C1,3678.0,1351.0
bge_m3_1024d,en_gloss_unihan,ROOT-91C6,1422.6190476190477,2103.0476190476193
bge_m3_1024d,en_gloss_unihan,ROOT-91C7,347.8,287.2
bge_m3_1024d,en_gloss_unihan,ROOT-91CC,1824.1818181818182,1257.2727272727273
bge_m3_1024d,en_gloss_unihan,ROOT-91CF,149.0,50.0
bge_m3_1024d,en_gloss_unihan,ROOT-9577,1677.3,2398.5
bge_m3_1024d,en_gloss_unihan,ROOT-9580,1014.1428571428571,1749.4285714285713
bge_m3_1024d,en_gloss_unihan,ROOT-958F,847.0,1263.0
bge_m3_1024d,en_gloss_unihan,ROOT-9591,1474.0,2171.0
bge_m3_1024d,en_gloss_unihan,ROOT-9592,1301.6666666666667,1166.0
bge_m3_1024d,en_gloss_unihan,ROOT-95B5,2792.0,4002.0
bge_m3_1024d,en_gloss_unihan,ROOT-961C,280.0,1964.0
bge_m3_1024d,en_gloss_unihan,ROOT-9673,2041.0,2517.0
bge_m3_1024d,en_gloss_unihan,ROOT-9686,2893.0,4179.0
bge_m3_1024d,en_gloss_unihan,ROOT-968B,133.5,379.5
bge_m3_1024d,en_gloss_unihan,ROOT-96A8,2877.0,2375.0
bge_m3_1024d,en_gloss_unihan,ROOT-96B9,1497.6785714285713,1598.5714285714287
bge_m3_1024d,en_gloss_unihan,ROOT-96BB,1855.0,1546.4
bge_m3_1024d,en_gloss_unihan,ROOT-96BC,-522.0,-475.0
bge_m3_1024d,en_gloss_unihan,ROOT-96CB,1434.6666666666667,1689.3333333333333
bge_m3_1024d,en_gloss_unihan,ROOT-96CD,4458.0,5346.0
bge_m3_1024d,en_gloss_unihan,ROOT-96DC,1075.0,917.0
bge_m3_1024d,en_gloss_unihan,ROOT-96E3,1305.0,2124.5
bge_m3_1024d,en_gloss_unihan,ROOT-96E9,4148.666666666667,1572.0
bge_m3_1024d,en_gloss_unihan,ROOT-96F7,2293.0,1886.0
bge_m3_1024d,en_gloss_unihan,ROOT-9700,2643.909090909091,3999.818181818182
bge_m3_1024d,en_gloss_unihan,ROOT-9752,1019.875,397.625
bge_m3_1024d,en_gloss_unihan,ROOT-975E,1886.857142857143,1817.0
bge_m3_1024d,en_gloss_unihan,ROOT-9762,736.6666666666666,817.3333333333334
bge_m3_1024d,en_gloss_unihan,ROOT-9808,6.0,4.0
bge_m3_1024d,en_gloss_unihan,ROOT-983B,2533.0,807.0
bge_m3_1024d,en_gloss_unihan,ROOT-985B,140.0,85.0
bge_m3_1024d,en_gloss_unihan,ROOT-9865,-375.0,-979.0
bge_m3_1024d,en_gloss_unihan,ROOT-99AC,1300.5,600.5
bge_m3_1024d,en_gloss_unihan,ROOT-9AD8,1630.4827586206898,1671.3793103448277
bge_m3_1024d,en_gloss_unihan,ROOT-9B32,3462.5,1959.25
bge_m3_1024d,en_gloss_unihan,ROOT-9B3C,1962.5833333333333,1547.3333333333333
bge_m3_1024d,en_gloss_unihan,ROOT-9B5A,-86.0,-33.0
bge_m3_1024d,en_gloss_unihan,ROOT-9BAE,2712.0,3703.0
bge_m3_1024d,en_gloss_unihan,ROOT-9CE5,1245.0,1830.5
bge_m3_1024d,en_gloss_unihan,ROOT-9E75,150.0,-137.0
bge_m3_1024d,en_gloss_unihan,ROOT-9E7F,2875.25,3604.75
bge_m3_1024d,en_gloss_unihan,ROOT-9E83,1557.75,786.25
bge_m3_1024d,en_gloss_unihan,ROOT-9E97,2381.25,2806.375
bge_m3_1024d,en_gloss_unihan,ROOT-9ED1,-69.0,-303.0
bge_m3_1024d,en_gloss_unihan,ROOT-9EFD,3842.0,4918.0
bge_m3_1024d,en_gloss_unihan,ROOT-9F13,1855.0,1045.0
bge_m3_1024d,en_gloss_unihan,ROOT-9F4A,1984.7,2406.1
bge_m3_1024d,en_gloss_unihan,ROOT-9F8D,2568.3571428571427,1883.9285714285713
bge_m3_1024d,en_gloss_unihan,ROOT-9FA0,1556.6,2004.8
bge_m3_1024d,zh_char,ROOT-20000,-101.3157894736842,77.76315789473684
bge_m3_1024d,zh_char,ROOT-20086,97.875,320.75
bge_m3_1024d,zh_char,ROOT-200A2,1198.0,488.0
bge_m3_1024d,zh_char,ROOT-200A4,-1342.3333333333333,715.6666666666666
bge_m3_1024d,zh_char,ROOT-2010C,136.0,20.8
bge_m3_1024d,zh_char,ROOT-2053E,251.0,2562.2
bge_m3_1024d,zh_char,ROOT-20A7A,1084.0,219.0
bge_m3_1024d,zh_char,ROOT-20CCB,-5236.5,588.0
bge_m3_1024d,zh_char,ROOT-2123C,661.5555555555555,348.05555555555554
bge_m3_1024d,zh_char,ROOT-219CD,-945.5,757.2
bge_m3_1024d,zh_char,ROOT-21C55,1837.6666666666667,305.6666666666667
bge_m3_1024d,zh_char,ROOT-21FE7,1457.25,1831.25
bge_m3_1024d,zh_char,ROOT-22398,798.5,-187.5
bge_m3_1024d,zh_char,ROOT-2274A,545.8,596.6
bge_m3_1024d,zh_char,ROOT-2304B,59.0,232.0
bge_m3_1024d,zh_char,ROOT-23386,340.5,142.5
bge_m3_1024d,zh_char,ROOT-233DF,-1459.3333333333333,97.11111111111111
bge_m3_1024d,zh_char,ROOT-2394F,385.0,-50.25
bge_m3_1024d,zh_char,ROOT-239BC,415.5,1671.5
bge_m3_1024d,zh_char,ROOT-25055,65.5,1915.0
bge_m3_1024d,zh_char,ROOT-25762,-5534.0,52.0
bge_m3_1024d,zh_char,ROOT-2634C,346.0,1075.0
bge_m3_1024d,zh_char,ROOT-26B07,-5323.0,304.0
bge_m3_1024d,zh_char,ROOT-271A3,-877.4285714285714,255.85714285714286
bge_m3_1024d,zh_char,ROOT-27BAB,867.0,1229.0
bge_m3_1024d,zh_char,ROOT-342D,1325.6666666666667,93.0
bge_m3_1024d,zh_char,ROOT-3431,3472.0,4303.0
bge_m3_1024d,zh_char,ROOT-34B8,-93.42857142857143,880.5714285714286
bge_m3_1024d,zh_char,ROOT-34BC,539.0,1.0
bge_m3_1024d,zh_char,ROOT-34DE,-373.0,196.71428571428572
bge_m3_1024d,zh_char,ROOT-3563,-1143.3333333333333,-189.6
bge_m3_1024d,zh_char,ROOT-37A2,-1075.4705882352941,173.0
bge_m3_1024d,zh_char,ROOT-382F,504.8076923076923,1076.576923076923
bge_m3_1024d,zh_char,ROOT-3840,-1821.3,167.8
bge_m3_1024d,zh_char,ROOT-39B0,354.1,773.9
bge_m3_1024d,zh_char,ROOT-3E12,513.0,-11.0
bge_m3_1024d,zh_char,ROOT-4020,2431.8333333333335,173.33333333333334
bge_m3_1024d,zh_char,ROOT-41C2,138.5,45.55
bge_m3_1024d,zh_char,ROOT-4588,1145.6,1942.6
bge_m3_1024d,zh_char,ROOT-470C,-5041.0,759.0
bge_m3_1024d,zh_char,ROOT-4E00,658.3333333333334,-159.16666666666666
bge_m3_1024d,zh_char,ROOT-4E01,-41.333333333333336,484.3809523809524
bge_m3_1024d,zh_char,ROOT-4E02,158.5,240.0
bge_m3_1024d,zh_char,ROOT-4E03,-1869.5,1158.5
bge_m3_1024d,zh_char,ROOT-4E08,-2879.0,-80.0
bge_m3_1024d,zh_char,ROOT-4E0B,156.0,1657.0
bge_m3_1024d,zh_char,ROOT-4E0D,188.71428571428572,282.2142857142857
bge_m3_1024d,zh_char,ROOT-4E0F,-1.0,13.0
bge_m3_1024d,zh_char,ROOT-4E11,-858.75,847.375
bge_m3_1024d,zh_char,ROOT-4E14,173.24137931034483,537.8965517241379
bge_m3_1024d,zh_char,ROOT-4E16,349.77777777777777,802.0
bge_m3_1024d,zh_char,ROOT-4E18,-5571.5,31.5
bge_m3_1024d,zh_char,ROOT-4E19,-1484.4,425.6
bge_m3_1024d,zh_char,ROOT-4E1E,146.5,129.5
bge_m3_1024d,zh_char,ROOT-4E26,670.0,981.0
bge_m3_1024d,zh_char,ROOT-4E29,474.0,1810.0
bge_m3_1024d,zh_char,ROOT-4E2D,713.0,1184.3333333333333
bge_m3_1024d,zh_char,ROOT-4E30,722.7777777777778,991.8888888888889
bge_m3_1024d,zh_char,ROOT-4E32,72.0,84.0
bge_m3_1024d,zh_char,ROOT-4E36,-14.285714285714286,223.85714285714286
bge_m3_1024d,zh_char,ROOT-4E38,1456.4,-162.6
bge_m3_1024d,zh_char,ROOT-4E39,160.5,2646.5
bge_m3_1024d,zh_char,ROOT-4E3F,-671.5909090909091,279.40909090909093
bge_m3_1024d,zh_char,ROOT-4E42,-1509.3333333333333,436.3333333333333
bge_m3_1024d,zh_char,ROOT-4E43,-1685.0,257.0
bge_m3_1024d,zh_char,ROOT-4E45,-1424.6666666666667,405.6666666666667
bge_m3_1024d,zh_char,ROOT-4E47,-1907.0,227.0
bge_m3_1024d,zh_char,ROOT-4E4B,430.0,727.0
bge_m3_1024d,zh_char,ROOT-4E4D,-503.1111111111111,353.0
bge_m3_1024d,zh_char,ROOT-4E4E,85.75,7.0
bge_m3_1024d,zh_char,ROOT-4E4F,-324.0,425.0
bge_m3_1024d,zh_char,ROOT-4E58,451.5,310.0
bge_m3_1024d,zh_char,ROOT-4E59,-1402.75,-1697.0
bge_m3_1024d,zh_char,ROOT-4E5D,428.1818181818182,-617.5454545454545
bge_m3_1024d,zh_char,ROOT-4E5E,695.0,640.0
bge_m3_1024d,zh_char,ROOT-4E5F,649.3571428571429,-42.42857142857143
bge_m3_1024d,zh_char,ROOT-4E82,3147.0,-93.0
bge_m3_1024d,zh_char,ROOT-4E88,196.75,357.0
bge_m3_1024d,zh_char,ROOT-4E8C,-134.71428571428572,38.357142857142854
bge_m3_1024d,zh_char,ROOT-4E8E,491.125,-67.625
bge_m3_1024d,zh_char,ROOT-4E8F,555.375,296.375
bge_m3_1024d,zh_char,ROOT-4E91,-190.66666666666666,385.0
bge_m3_1024d,zh_char,ROOT-4E92,1085.0,13.5
bge_m3_1024d,zh_char,ROOT-4E94,-199.6875,415.625
bge_m3_1024d,zh_char,ROOT-4E95,1029.0,725.0
bge_m3_1024d,zh_char,ROOT-4E9E,172.33333333333334,1777.1666666666667
bge_m3_1024d,zh_char,ROOT-4E9F,-2156.5,-167.5
bge_m3_1024d,zh_char,ROOT-4EA1,-424.7142857142857,1438.4285714285713
bge_m3_1024d,zh_char,ROOT-4EA2,706.6666666666666,891.2666666666667
bge_m3_1024d,zh_char,ROOT-4EA4,356.14285714285717,384.7142857142857
bge_m3_1024d,zh_char,ROOT-4EA5,-277.70588235294116,405.0
bge_m3_1024d,zh_char,ROOT-4EAC,502.8181818181818,666.5454545454545
bge_m3_1024d,zh_char,ROOT-4EAE,730.0,239.0
bge_m3_1024d,zh_char,ROOT-4EBA,338.3333333333333,-1584.6666666666667
bge_m3_1024d,zh_char,ROOT-4EC1,-5540.0,80.0
bge_m3_1024d,zh_char,ROOT-4EC4,2876.0,-290.0
bge_m3_1024d,zh_char,ROOT-4ECA,224.66666666666666,460.2564102564103
bge_m3_1024d,zh_char,ROOT-4ECB,263.0,912.5714285714286
bge_m3_1024d,zh_char,ROOT-4EE4,724.6842105263158,202.10526315789474
bge_m3_1024d,zh_char,ROOT-4EE5,-2263.0,832.5
bge_m3_1024d,zh_char,ROOT-4F0F,-2491.5,29.0
bge_m3_1024d,zh_char,ROOT-4F10,-2864.3333333333335,148.66666666666666
bge_m3_1024d,zh_char,ROOT-4F11,272.6666666666667,140.33333333333334
bge_m3_1024d,zh_char,ROOT-4F59,320.4736842105263,-53.63157894736842
bge_m3_1024d,zh_char,ROOT-4F86,243.83333333333334,732.5
bge_m3_1024d,zh_char,ROOT-4F8C,-5597.0,0.0
bge_m3_1024d,zh_char,ROOT-4F96,-398.3,103.6
bge_m3_1024d,zh_char,ROOT-4FAF,3045.0,2305.5
bge_m3_1024d,zh_char,ROOT-4FDD,-3538.6666666666665,59.333333333333336
bge_m3_1024d,zh_char,ROOT-5009,-1895.5384615384614,610.9230769230769
bge_m3_1024d,zh_char,ROOT-501D,17.0,16.0
bge_m3_1024d,zh_char,ROOT-50C9,289.4,541.0
bge_m3_1024d,zh_char,ROOT-5140,1298.75,1178.5
bge_m3_1024d,zh_char,ROOT-5143,361.57894736842104,597.5263157894736
bge_m3_1024d,zh_char,ROOT-5144,405.6666666666667,-126.66666666666667
bge_m3_1024d,zh_char,ROOT-5145,143.0,236.5
bge_m3_1024d,zh_char,ROOT-5146,872.7142857142857,806.2857142857143
bge_m3_1024d,zh_char,ROOT-5148,-342.25,905.25
bge_m3_1024d,zh_char,ROOT-5149,-372.25,-64.25
bge_m3_1024d,zh_char,ROOT-514B,50.0,100.0
bge_m3_1024d,zh_char,ROOT-514D,673.5454545454545,1040.7272727272727
bge_m3_1024d,zh_char,ROOT-5152,354.46153846153845,2929.6923076923076
bge_m3_1024d,zh_char,ROOT-5153,13.0,0.0
bge_m3_1024d,zh_char,ROOT-5154,652.0,-4.0
bge_m3_1024d,zh_char,ROOT-5165,420.5,1501.1666666666667
bge_m3_1024d,zh_char,ROOT-5168,201.1,1424.8
bge_m3_1024d,zh_char,ROOT-5169,-1359.25,1367.5
bge_m3_1024d,zh_char,ROOT-516A,0.0,-1.0
bge_m3_1024d,zh_char,ROOT-516B,965.1666666666666,327.5
bge_m3_1024d,zh_char,ROOT-516C,-22.666666666666668,67.08333333333333
bge_m3_1024d,zh_char,ROOT-516E,479.0,7.0
bge_m3_1024d,zh_char,ROOT-5171,374.3,1927.2
bge_m3_1024d,zh_char,ROOT-5176,381.0416666666667,-806.125
bge_m3_1024d,zh_char,ROOT-5177,2768.0,3157.0
bge_m3_1024d,zh_char,ROOT-5178,-5683.0,-15.0
bge_m3_1024d,zh_char,ROOT-517C,-25.157894736842106,970.421052631579
bge_m3_1024d,zh_char,ROOT-5180,-5755.0,-49.0
bge_m3_1024d,zh_char,ROOT-5183,716.0,72.0
bge_m3_1024d,zh_char,ROOT-5189,-2065.0,-1962.5
bge_m3_1024d,zh_char,ROOT-518A,742.0,1270.5
