model,channel,support_threshold,n_heldout_cases_raw,n_p_root_families_raw,n_distinct_mapped_s_contexts_raw,candidate_count_raw,percent_rank_improved_raw,percent_rank_worsened_raw,percent_rank_tied_raw,top1_rescues_raw,top1_losses_raw,top1_net_raw,baseline_recall_at_1_raw,baseline_recall_at_5_raw,baseline_recall_at_10_raw,baseline_mrr_raw,baseline_median_rank_raw,baseline_mean_rank_raw,offset_recall_at_1_raw,offset_recall_at_5_raw,offset_recall_at_10_raw,offset_mrr_raw,offset_median_rank_raw,offset_mean_rank_raw,recall_at_1_gain_raw,recall_at_5_gain_raw,recall_at_10_gain_raw,human_interpretation_raw,n_heldout_cases_centered,n_p_root_families_centered,n_distinct_mapped_s_contexts_centered,candidate_count_centered,percent_rank_improved_centered,percent_rank_worsened_centered,percent_rank_tied_centered,top1_rescues_centered,top1_losses_centered,top1_net_centered,baseline_recall_at_1_centered,baseline_recall_at_5_centered,baseline_recall_at_10_centered,baseline_mrr_centered,baseline_median_rank_centered,baseline_mean_rank_centered,offset_recall_at_1_centered,offset_recall_at_5_centered,offset_recall_at_10_centered,offset_mrr_centered,offset_median_rank_centered,offset_mean_rank_centered,recall_at_1_gain_centered,recall_at_5_gain_centered,recall_at_10_gain_centered,human_interpretation_centered,n_heldout_cases_centered_minus_raw,n_p_root_families_centered_minus_raw,n_distinct_mapped_s_contexts_centered_minus_raw,candidate_count_centered_minus_raw,percent_rank_improved_centered_minus_raw,percent_rank_worsened_centered_minus_raw,percent_rank_tied_centered_minus_raw,top1_rescues_centered_minus_raw,top1_losses_centered_minus_raw,top1_net_centered_minus_raw,baseline_recall_at_1_centered_minus_raw,baseline_recall_at_5_centered_minus_raw,baseline_recall_at_10_centered_minus_raw,baseline_mrr_centered_minus_raw,baseline_median_rank_centered_minus_raw,baseline_mean_rank_centered_minus_raw,offset_recall_at_1_centered_minus_raw,offset_recall_at_5_centered_minus_raw,offset_recall_at_10_centered_minus_raw,offset_mrr_centered_minus_raw,offset_median_rank_centered_minus_raw,offset_mean_rank_centered_minus_raw,recall_at_1_gain_centered_minus_raw,recall_at_5_gain_centered_minus_raw,recall_at_10_gain_centered_minus_raw
gte_multilingual_base_768d,en_gloss_unihan,8,2667,181,190,9152,64.60442444694414,34.72065991751031,0.6749156355455568,19,1,18,0.0026246719160104,0.0116235470566179,0.0209973753280839,0.010634879926331,1262.0,2301.509561304837,0.009373828271466,0.0296212973378327,0.0483689538807649,0.0246444529472873,1048.0,2086.496062992126,0.0067491563554555,0.0179977502812148,0.0273715785526809,,2667,181,190,9152,68.76640419947506,30.55868016497938,0.6749156355455568,14,1,13,0.0018747656542932,0.0112485939257592,0.0183727034120734,0.0097407864483397,1268.0,2282.036745406824,0.0067491563554555,0.0326209223847019,0.0506186726659167,0.024004795645525,913.0,2003.0652418447692,0.0048743907011623,0.0213723284589426,0.0322459692538432,,0,0,0,0,4.161979752530925,-4.161979752530932,0.0,-5,0,-5,-0.0007499062617172003,-0.00037495313085869966,-0.0026246719160104987,-0.0008940934779912996,6.0,-19.47281589801287,-0.0026246719160104995,0.0029996250468691983,0.0022497187851518025,-0.000639657301762301,-135.0,-83.43082114735694,-0.0018747656542932,0.0033745781777277974,0.004874390701162301
gte_multilingual_base_768d,zh_char,3,4763,474,220,11150,66.53369724963258,31.82867940373714,1.637623346630275,7,2,5,0.0039890825110224,0.0136468612219189,0.0251942053327734,0.0122665071114408,4418.0,4333.551753096788,0.0050388410665546,0.0153264749107705,0.0235145916439218,0.0115712923067406,5545.0,4722.099727062776,0.0010497585555322,0.0016796136888515,-0.0016796136888515,"Across 4,763 held-out members of P families, the correct derived character was rank 1 in 0.40% using S alone and 0.50% after adding r_P.",4763,474,220,11150,66.4917069074113,28.385471341591437,5.122821750997271,6,3,3,0.0046189376443418,0.0144866680663447,0.0251942053327734,0.0131297487179862,3737.0,4411.53705647701,0.0052487927776611,0.0182657988662607,0.0314927566659668,0.0155784115496955,3391.0,3910.826579886626,0.0006298551333193,0.003779130799916,0.0062985513331933,"Across 4,763 held-out members of P families, the correct derived character was rank 1 in 0.46% using S alone and 0.52% after adding r_P.",0,0,0,0,-0.04199034222128262,-3.443208062145704,3.4851984043669955,-1,1,-2,0.0006298551333193993,0.0008398068444258004,0.0,0.0008632416065453997,-681.0,77.98530338022192,0.00020995171110649996,0.002939323955490198,0.007978165022045,0.004007119242954899,-2154.0,-811.2731471761499,-0.00041990342221289996,0.0020995171110645,0.007978165022044799
gte_multilingual_base_768d,zh_char,5,4181,346,215,11150,66.77828270748624,31.547476680220043,1.6742406122937097,6,2,4,0.0038268356852427,0.014589811049988,0.0265486725663716,0.0125346216373829,4425.0,4313.606553456111,0.0047835446065534,0.0155465199712987,0.0232001913417842,0.0113206392941767,5577.0,4742.2764888782585,0.0009567089213106,0.0009567089213106,-0.0033484812245874,,4181,346,215,11150,67.3283903372399,27.50538148768237,5.166228175077733,4,3,1,0.0045443673762257,0.0155465199712987,0.027027027027027,0.0134711184919194,3737.0,4407.346089452284,0.0047835446065534,0.0181774695049031,0.0320497488639081,0.0153661432327134,3380.0,3889.9275292992106,0.0002391772303276,0.0026309495336044,0.0050227218368811,,0,0,0,0,0.5501076297536542,-4.042095192537673,3.4919875627840233,-2,1,-3,0.0007175316909829995,0.0009567089213107002,0.0004783544606553995,0.0009364968545365008,-688.0,93.73953599617289,0.0,0.0026309495336044007,0.0088495575221239,0.004045503938536699,-2197.0,-852.3489595790479,-0.000717531690983,0.0016742406122937999,0.0083712030614685
gte_multilingual_base_768d,zh_char,8,3313,220,201,11150,66.73709628735284,31.482040446725023,1.7808632659221248,5,2,3,0.0048294597041955,0.0169031089646845,0.0292785994566857,0.0142342858346189,4197.0,4284.907032900695,0.0057349833987322,0.0181104738907334,0.0253546634470268,0.0127252305976265,5601.0,4748.978267431331,0.0009055236945366,0.0012073649260488,-0.0039239360096589,,3313,220,201,11150,67.52188348928463,27.31663145185632,5.16148505885904,3,2,1,0.00543314216722,0.0181104738907334,0.0307878056142469,0.0151045981139291,3633.0,4374.654089948687,0.0057349833987322,0.0205252037428312,0.035013582855418,0.0169026701279974,3203.0,3858.3591910655,0.0003018412315122,0.0024147298520977,0.0042257772411711,,0,0,0,0,0.7847872019317919,-4.165408994868702,3.3806217929369153,-2,0,-2,0.0006036824630245002,0.0012073649260488997,0.0015092061575612027,0.0008703122793102015,-564.0,89.7470570479918,0.0,0.002414729852097803,0.009658919408391201,0.0041774395303709,-2398.0,-890.619076365831,-0.0006036824630244,0.0012073649260489002,0.008149713250829999
qwen3_0.6b_1024d,cn_def,3,2398,320,177,6039,54.67055879899917,43.57798165137615,1.7514595496246872,4,2,2,0.0050041701417848,0.0216847372810675,0.0379482902418682,0.0183865255197374,1101.0,1710.207673060884,0.0058381984987489,0.0212677231025854,0.0358632193494578,0.0190045241226864,991.0,1585.4028356964136,0.0008340283569641,-0.000417014178482,-0.0020850708924103,"Across 2,398 held-out members of P families, the correct derived character was rank 1 in 0.50% using S alone and 0.58% after adding r_P.",2398,320,177,6039,55.21267723102585,43.2860717264387,1.5012510425354462,3,2,1,0.0054211843202668,0.0225187656380316,0.0391993327773144,0.0194744909783612,1035.0,1676.0900750625522,0.0058381984987489,0.0204336947456213,0.0391993327773144,0.0190916763215843,881.0,1510.2718932443704,0.000417014178482,-0.0020850708924103,0.0,"Across 2,398 held-out members of P families, the correct derived character was rank 1 in 0.54% using S alone and 0.58% after adding r_P.",0,0,0,0,0.5421184320266832,-0.2919099249374497,-0.25020850708924103,-1,0,-1,0.0004170141784820003,0.0008340283569640977,0.0012510425354461951,0.001087965458623802,-66.0,-34.1175979983318,0.0,-0.0008340283569641012,0.003336113427856599,8.715219889789821e-05,-110.0,-75.1309424520432,-0.0004170141784821,-0.0016680567139282997,0.0020850708924103
qwen3_0.6b_1024d,cn_def,5,1804,185,164,6039,55.09977827050998,42.96008869179601,1.9401330376940131,4,1,3,0.0049889135254988,0.0216186252771618,0.0376940133037694,0.0182026168912088,1082.5,1705.4118625277165,0.0066518847006651,0.0210643015521064,0.0354767184035476,0.0195247982653756,1030.5,1583.9739467849224,0.0016629711751662,-0.0005543237250554,-0.0022172949002217,,1804,185,164,6039,55.87583148558758,42.51662971175166,1.6075388026607538,2,1,1,0.0055432372505543,0.0216186252771618,0.0376940133037694,0.0191522721432311,1013.5,1685.5792682926829,0.0060975609756097,0.020509977827051,0.0382483370288248,0.0193757823875412,884.5,1514.2965631929046,0.0005543237250554,-0.0011086474501108,0.0005543237250554,,0,0,0,0,0.7760532150776029,-0.4434589800443476,-0.33259423503325936,-2,0,-2,0.0005543237250554998,0.0,0.0,0.0009496552520222995,-69.0,-19.83259423503364,-0.0005543237250554001,-0.0005543237250554001,0.0027716186252771946,-0.0001490158778343978,-146.0,-69.6773835920178,-0.0011086474501108001,-0.0005543237250554,0.0027716186252771
qwen3_0.6b_1024d,cn_def,8,1112,86,135,6039,56.38489208633094,41.81654676258993,1.7985611510791366,1,1,0,0.0044964028776978,0.0215827338129496,0.0386690647482014,0.0179828936998079,1196.5,1725.1339928057555,0.0044964028776978,0.0188848920863309,0.0368705035971223,0.0180849402536881,1047.5,1590.2005395683452,0.0,-0.0026978417266187,-0.0017985611510791,,1112,86,135,6039,56.29496402877698,42.086330935251794,1.618705035971223,1,1,0,0.0053956834532374,0.0224820143884892,0.0386690647482014,0.0191650011676084,1069.5,1706.6843525179856,0.0053956834532374,0.0179856115107913,0.039568345323741,0.0183061136886787,930.0,1520.033273381295,0.0,-0.0044964028776978,0.0008992805755395,,0,0,0,0,-0.08992805755396205,0.26978417266186483,-0.17985611510791366,0,0,0,0.0008992805755396,0.0008992805755396009,0.0,0.0011821074678005014,-127.0,-18.449640287769853,0.0008992805755396,-0.0008992805755396009,0.002697841726618695,0.0002211734349906007,-117.5,-70.16726618705025,0.0,-0.0017985611510791,0.0026978417266186
qwen3_0.6b_1024d,en_def_translated_cn_def,3,2398,320,177,6039,53.085904920767305,44.99582985821518,1.9182652210175144,0,3,-3,0.0041701417848206,0.0229357798165137,0.0387823185988323,0.0178299406208059,1190.5,1793.4595496246873,0.0029190992493744,0.0225187656380316,0.0387823185988323,0.0168297921344746,1190.5,1736.2572977481234,-0.0012510425354462,-0.000417014178482,0.0,"Across 2,398 held-out members of P families, the correct derived character was rank 1 in 0.42% using S alone and 0.29% after adding r_P.",2398,320,177,6039,54.37864887406172,43.74478732276897,1.876563803169308,0,0,0,0.0041701417848206,0.024603836530442,0.0412844036697247,0.0188524937586505,1044.0,1731.1442869057548,0.0041701417848206,0.0225187656380316,0.0400333611342785,0.0185390823952963,945.5,1594.9633027522937,0.0,-0.0020850708924103,-0.0012510425354462,"Across 2,398 held-out members of P families, the correct derived character was rank 1 in 0.42% using S alone and 0.42% after adding r_P.",0,0,0,0,1.292743953294412,-1.25104253544621,-0.04170141784820647,0,-3,3,0.0,0.0016680567139282995,0.0025020850708923972,0.0010225531378446027,-146.5,-62.315262718932445,0.0012510425354461995,0.0,0.001251042535446202,0.0017092902608216998,-245.0,-141.29399499582973,0.0012510425354462,-0.0016680567139282997,-0.0012510425354462
qwen3_0.6b_1024d,en_def_translated_cn_def,5,1804,185,164,6039,54.76718403547672,43.23725055432372,1.9955654101995564,0,3,-3,0.0055432372505543,0.0227272727272727,0.0404656319290465,0.0186899543608747,1208.0,1817.6873614190688,0.003880266075388,0.0221729490022172,0.0399113082039911,0.017377221949446,1216.0,1741.6308203991132,-0.0016629711751662,-0.0005543237250554,-0.0005543237250554,,1804,185,164,6039,56.1529933481153,42.073170731707314,1.7738359201773837,0,0,0,0.0055432372505543,0.024390243902439,0.0426829268292682,0.0195518631228144,1033.5,1744.1574279379158,0.0055432372505543,0.0216186252771618,0.0404656319290465,0.019235567216877,909.5,1585.1413525498892,0.0,-0.0027716186252771,-0.0022172949002217,,0,0,0,0,1.3858093126385853,-1.164079822616408,-0.22172949002217268,0,-3,3,0.0,0.0016629711751663008,0.0022172949002216974,0.0008619087619397003,-174.5,-73.52993348115297,0.0016629711751663,-0.0005543237250554001,0.0005543237250554001,0.0018583452674310018,-306.5,-156.48946784922396,0.0016629711751662,-0.0022172949002217,-0.0016629711751663
qwen3_0.6b_1024d,en_def_translated_cn_def,8,1112,86,135,6039,55.93525179856115,41.81654676258993,2.2482014388489207,0,3,-3,0.0071942446043165,0.02068345323741,0.0377697841726618,0.0189033952859951,1246.5,1858.2553956834531,0.0044964028776978,0.02068345323741,0.0377697841726618,0.0173324464415886,1237.5,1758.6564748201438,-0.0026978417266187,0.0,0.0,,1112,86,135,6039,57.82374100719424,40.19784172661871,1.9784172661870505,0,0,0,0.0071942446043165,0.0224820143884892,0.0404676258992805,0.0200423914093626,1074.0,1757.9910071942445,0.0071942446043165,0.02068345323741,0.0404676258992805,0.0198589691241058,951.0,1585.931654676259,0.0,-0.0017985611510791,0.0,,0,0,0,0,1.8884892086330964,-1.6187050359712174,-0.26978417266187016,0,-3,3,0.0,0.0017985611510792018,0.002697841726618695,0.0011389961233675,-172.5,-100.26438848920861,0.0026978417266187004,0.0,0.002697841726618695,0.002526522682517199,-286.5,-172.7248201438847,0.0026978417266187,-0.0017985611510791,0.0
qwen3_0.6b_1024d,en_gloss_unihan,3,4186,448,211,9152,59.14954610606784,40.13377926421405,0.716674629718108,19,5,14,0.0031055900621118,0.0095556617295747,0.015527950310559,0.0100106872947435,1280.0,2334.246536072623,0.0064500716674629,0.0322503583373148,0.0489727663640707,0.0227769142165577,1217.0,2266.4027711419017,0.0033444816053511,0.02269469660774,0.0334448160535117,"Across 4,186 held-out members of P families, the correct derived character was rank 1 in 0.31% using S alone and 0.65% after adding r_P.",4186,448,211,9152,63.37792642140469,35.905398948877206,0.716674629718108,18,5,13,0.0028666985188724,0.0105112279025322,0.0148112756808408,0.0094526395087464,1350.0,2379.154801720019,0.0059722885809842,0.0241280458671763,0.0410893454371715,0.0198366986207139,1035.5,2140.9555661729573,0.0031055900621118,0.013616817964644,0.0262780697563306,"Across 4,186 held-out members of P families, the correct derived character was rank 1 in 0.29% using S alone and 0.60% after adding r_P.",0,0,0,0,4.2283803153368495,-4.228380315336842,0.0,-1,0,-1,-0.00023889154323940027,0.0009555661729575005,-0.0007166746297182017,-0.0005580477859970998,70.0,44.90826564739609,-0.0004777830864786999,-0.0081223124701385,-0.007883420926899198,-0.002940215595843801,-181.5,-125.44720496894433,-0.00023889154323929965,-0.009077878643096001,-0.007166746297181097
qwen3_0.6b_1024d,en_gloss_unihan,5,3577,312,203,9152,60.16214705060106,39.138943248532286,0.698909700866648,19,4,15,0.0027956388034665,0.0100642996924797,0.0162147050601062,0.0100814165376786,1249.0,2317.289348616159,0.0069890970086664,0.0335476656415991,0.0506010623427453,0.0237731177568253,1164.0,2238.67766284596,0.0041934582051998,0.0234833659491193,0.034386357282639,,3577,312,203,9152,64.57925636007828,34.66592116298574,0.7548224769359799,14,5,9,0.0027956388034665,0.0109029913335197,0.0150964495387195,0.0096609622510092,1307.0,2365.993570030752,0.0053117137265865,0.0251607492311993,0.0419345820519988,0.0198623359765183,1009.0,2105.99972043612,0.0025160749231199,0.0142577578976796,0.0268381325132792,,0,0,0,0,4.417109309477219,-4.473022085546546,0.05591277606933187,-5,1,-6,0.0,0.0008386916410399996,-0.0011182555213867015,-0.0004204542866694007,58.0,48.70422141459312,-0.0016773832820798995,-0.008386916410399799,-0.0086664802907465,-0.003910781780307002,-155.0,-132.6779424098404,-0.0016773832820798995,-0.0092256080514397,-0.007548224769359801
qwen3_0.6b_1024d,en_gloss_unihan,8,2667,181,190,9152,61.11736032995876,38.13273340832396,0.7499062617172854,14,3,11,0.0026246719160104,0.0104986876640419,0.0168728908886389,0.0103715580780904,1246.0,2292.4469441319834,0.0067491563554555,0.035620547431571,0.0517435320584926,0.0243673336237136,1177.0,2211.1229846269216,0.004124484439445,0.025121859767529,0.0348706411698537,,2667,181,190,9152,65.84176977877765,33.40832395950506,0.7499062617172854,12,4,8,0.0022497187851518,0.0116235470566179,0.0149981252343457,0.0094909112853405,1301.0,2351.3700787401576,0.0052493438320209,0.0288713910761154,0.0449943757030371,0.0210424247883861,979.0,2067.2534683164604,0.0029996250468691,0.0172478440194975,0.0299962504686914,,0,0,0,0,4.724409448818889,-4.724409448818896,0.0,-2,1,-3,-0.00037495313085860035,0.001124859392576,-0.0018747656542932,-0.0008806467927498993,55.0,58.92313460817422,-0.0014998125234346,-0.006749156355455598,-0.0067491563554555045,-0.0033249088353274996,-198.0,-143.86951631046122,-0.0011248593925759,-0.0078740157480315,-0.004874390701162301
qwen3_0.6b_1024d,zh_char,3,4763,474,220,11150,67.83539785849256,30.883896703758136,1.2807054377493177,13,2,11,0.0048288893554482,0.0163762334663027,0.0258240604660928,0.014348931181792,1277.0,2345.711946252362,0.0071383581776191,0.0235145916439218,0.0390510182657988,0.0204377460696972,842.0,2000.8545034642032,0.0023094688221709,0.0071383581776191,0.013226957799706,"Across 4,763 held-out members of P families, the correct derived character was rank 1 in 0.48% using S alone and 0.71% after adding r_P.",4763,474,220,11150,70.27083770732732,28.532437539365947,1.196724753306739,14,1,13,0.0052487927776611,0.0161662817551963,0.0275036741549443,0.0148777471440945,1183.0,2242.380222548814,0.0079781650220449,0.0237245433550283,0.040100776821331,0.0211295995318,756.0,1783.2647491077053,0.0027293722443837,0.007558261599832,0.0125971026663867,"Across 4,763 held-out members of P families, the correct derived character was rank 1 in 0.52% using S alone and 0.80% after adding r_P.",0,0,0,0,2.4354398488347613,-2.351459164392189,-0.08398068444257856,1,-1,2,0.0004199034222129002,-0.00020995171110639935,0.0016796136888515,0.0005288159623025,-94.0,-103.33172370354805,0.0008398068444257995,0.00020995171110649996,0.0010497585555322014,0.0006918534621027997,-86.0,-217.5897543564979,0.0004199034222128,0.0004199034222129002,-0.0006298551333193004
qwen3_0.6b_1024d,zh_char,5,4181,346,215,11150,68.38077015068166,30.20808419038508,1.4111456589332696,12,2,10,0.0052618990672088,0.0176991150442477,0.0272662042573547,0.0149869077761807,1255.0,2318.050466395599,0.0076536713704855,0.0241569002630949,0.0399425974647213,0.0211279441724779,838.0,1964.3405883759865,0.0023917723032767,0.0064577852188471,0.0126763932073666,,4181,346,215,11150,71.25089691461372,27.481463764649604,1.267639320736666,13,1,12,0.0057402535278641,0.0169815833532647,0.0287012676393207,0.015507641737883,1174.0,2232.877062903612,0.0086103802917962,0.0243960774934226,0.040899306386032,0.0217955210298606,746.0,1756.222674001435,0.002870126763932,0.0074144941401578,0.0121980387467113,,0,0,0,0,2.8701267639320633,-2.726620425735476,-0.14350633819660352,1,-1,2,0.00047835446065530064,-0.0007175316909830004,0.0014350633819660008,0.0005207339617023,-81.0,-85.17340349198685,0.000956708921310701,0.0002391772303277015,0.0009567089213107019,0.0006675768573826991,-92.0,-208.11791437455145,0.0004783544606552998,0.0009567089213107002,-0.00047835446065530064
qwen3_0.6b_1024d,zh_char,8,3313,220,201,11150,68.63869604587987,29.821913673407785,1.5393902807123452,9,1,8,0.0051313009357078,0.017506791427709,0.0280712345306368,0.0151454316428659,1222.0,2293.3468155750074,0.0075460307878056,0.0244491397524901,0.0419559311801992,0.021532359540501,834.0,1940.024147298521,0.0024147298520977,0.0069423483247811,0.0138846966495623,,3313,220,201,11150,71.74766073045578,26.95442197404165,1.2979172955025655,10,1,9,0.00543314216722,0.0172049501961968,0.0289767582251735,0.0155631014818523,1134.0,2227.1415635375797,0.00814971325083,0.025656504678539,0.0431632961062481,0.0219358089589404,717.0,1747.0449743434954,0.00271657108361,0.0084515544823422,0.0141865378810745,,0,0,0,0,3.108964684575909,-2.867491699366134,-0.24147298520977967,1,0,1,0.0003018412315121998,-0.0003018412315122024,0.0009055236945367008,0.00041766983898640017,-88.0,-66.20525203742773,0.0006036824630244004,0.0012073649260488997,0.0012073649260488997,0.00040344941843940135,-117.0,-192.97917295502566,0.00030184123151229996,0.0015092061575610995,0.00030184123151220064
qwen3_4b_2560d_int8,cn_def,3,2398,320,177,6039,53.044203502919096,44.28690575479566,2.668890742285237,5,2,3,0.0050041701417848,0.0279399499582985,0.0467055879899916,0.0211459215515921,1051.0,1691.802752293578,0.006255212677231,0.0262718932443703,0.048790658882402,0.0217352451285033,995.0,1597.2944120100085,0.0012510425354462,-0.0016680567139282,0.0020850708924103,"Across 2,398 held-out members of P families, the correct derived character was rank 1 in 0.50% using S alone and 0.63% after adding r_P.",2398,320,177,6039,56.00500417014178,41.95162635529608,2.043369474562135,5,3,2,0.0045871559633027,0.0296080066722268,0.0450375312760633,0.0213241289379926,971.5,1693.386572143453,0.0054211843202668,0.0291909924937447,0.0467055879899916,0.0218750623838565,768.5,1511.8227689741452,0.0008340283569641,-0.000417014178482,0.0016680567139282,"Across 2,398 held-out members of P families, the correct derived character was rank 1 in 0.46% using S alone and 0.54% after adding r_P.",0,0,0,0,2.960800667222685,-2.3352793994995835,-0.6255212677231019,0,1,-1,-0.00041701417848210003,0.0016680567139282995,-0.0016680567139282995,0.00017820738640050154,-79.5,1.583819849874999,-0.0008340283569642001,0.002919099249374401,-0.002085070892410397,0.0001398172553532008,-226.5,-85.47164303586328,-0.0004170141784820999,0.0012510425354462,-0.0004170141784820998
qwen3_4b_2560d_int8,cn_def,5,1804,185,164,6039,52.60532150776053,44.3458980044346,3.048780487804878,3,0,3,0.0049889135254988,0.0271618625277161,0.0476718403547671,0.0208754805453811,1056.0,1679.889689578714,0.0066518847006651,0.0266075388026607,0.0482261640798226,0.0216378505822923,1005.0,1590.7976718403547,0.0016629711751662,-0.0005543237250554,0.0005543237250554,,1804,185,164,6039,56.59645232815964,41.24168514412417,2.161862527716186,3,1,2,0.003880266075388,0.0288248337028824,0.04490022172949,0.020756499004595,970.5,1707.490022172949,0.0049889135254988,0.0293791574279379,0.0471175166297117,0.0214997908815122,788.5,1517.6446784922396,0.0011086474501108,0.0005543237250554,0.0022172949002217,,0,0,0,0,3.991130820399114,-3.104212860310433,-0.8869179600886921,0,1,-1,-0.0011086474501108001,0.0016629711751663008,-0.0027716186252770975,-0.00011898154078610057,-85.5,27.600332594234942,-0.0016629711751663,0.0027716186252772015,-0.0011086474501109042,-0.00013805970078010002,-216.5,-73.15299334811516,-0.0005543237250554001,0.0011086474501108,0.0016629711751663
qwen3_4b_2560d_int8,cn_def,8,1112,86,135,6039,53.68705035971223,42.89568345323741,3.41726618705036,2,0,2,0.0044964028776978,0.0296762589928057,0.0521582733812949,0.0219816097464006,1114.5,1717.6205035971225,0.0062949640287769,0.0287769784172661,0.0530575539568345,0.0224296922187152,993.5,1595.946942446043,0.0017985611510791,-0.0008992805755395,0.0008992805755395,,1112,86,135,6039,58.09352517985612,39.65827338129496,2.2482014388489207,3,0,3,0.0026978417266187,0.0314748201438848,0.0467625899280575,0.0213208573174904,967.5,1731.9892086330935,0.0053956834532374,0.0305755395683453,0.0476618705035971,0.0223703435521369,762.0,1509.3678057553957,0.0026978417266187,-0.0008992805755395,0.0008992805755395,,0,0,0,0,4.406474820143892,-3.237410071942449,-1.1690647482014391,1,0,1,-0.0017985611510791,0.0017985611510791012,-0.005395683453237404,-0.0006607524289101996,-147.0,14.368705035971061,-0.0008992805755395003,0.0017985611510792018,-0.005395683453237404,-5.9348666578300235e-05,-231.5,-86.57913669064737,0.0008992805755396,0.0,0.0
qwen3_4b_2560d_int8,en_def_translated_cn_def,3,2398,320,177,6039,52.83569641367807,44.78732276897415,2.37698081734779,5,3,2,0.0045871559633027,0.0283569641367806,0.0467055879899916,0.0200869563695299,1205.0,1808.9416180150124,0.0054211843202668,0.0275229357798165,0.0479566305254378,0.0207955075756756,1203.5,1766.7356130108424,0.0008340283569641,-0.0008340283569641,0.0012510425354462,"Across 2,398 held-out members of P families, the correct derived character was rank 1 in 0.46% using S alone and 0.54% after adding r_P.",2398,320,177,6039,54.33694745621352,43.8698915763136,1.793160967472894,5,2,3,0.0050041701417848,0.0271059216013344,0.048790658882402,0.02123488956564,977.0,1708.1163469557964,0.006255212677231,0.0283569641367806,0.0467055879899916,0.0222553231563248,857.0,1559.5479566305255,0.0012510425354462,0.0012510425354462,-0.0020850708924103,"Across 2,398 held-out members of P families, the correct derived character was rank 1 in 0.50% using S alone and 0.63% after adding r_P.",0,0,0,0,1.5012510425354506,-0.9174311926605512,-0.5838198498748959,0,-1,1,0.00041701417848210003,-0.0012510425354461986,0.002085070892410397,0.0011479331961101007,-228.0,-100.82527105921599,0.0008340283569642001,0.0008340283569640977,-0.0012510425354461951,0.001459815580649202,-346.5,-207.18765638031687,0.0004170141784820999,0.0020850708924103,-0.0033361134278564997
qwen3_4b_2560d_int8,en_def_translated_cn_def,5,1804,185,164,6039,54.49002217294901,43.23725055432372,2.272727272727273,4,3,1,0.0049889135254988,0.0271618625277161,0.0460088691796008,0.0198241882866479,1190.0,1810.3752771618624,0.0055432372505543,0.0266075388026607,0.0476718403547671,0.020630388227253,1192.0,1761.1635254988914,0.0005543237250554,-0.0005543237250554,0.0016629711751662,,1804,185,164,6039,56.37472283813747,41.85144124168514,1.7738359201773837,4,1,3,0.0055432372505543,0.0254988913525498,0.0504434589800443,0.0211472432277974,967.0,1713.5748337028824,0.0072062084257206,0.0293791574279379,0.048780487804878,0.0229325322027655,840.5,1538.6225055432371,0.0016629711751662,0.003880266075388,-0.0016629711751662,,0,0,0,0,1.8847006651884612,-1.3858093126385853,-0.49889135254988926,0,-2,2,0.0005543237250554998,-0.0016629711751662973,0.004434589800443499,0.0013230549411494992,-223.0,-96.80044345898,0.0016629711751663,0.0027716186252772015,0.0011086474501109042,0.0023021439755125,-351.5,-222.5410199556543,0.0011086474501108001,0.0044345898004434,-0.0033259423503324
qwen3_4b_2560d_int8,en_def_translated_cn_def,8,1112,86,135,6039,55.03597122302158,42.62589928057554,2.338129496402878,3,2,1,0.0053956834532374,0.0287769784172661,0.0476618705035971,0.0206857622683502,1186.0,1863.7742805755397,0.0062949640287769,0.0278776978417266,0.0485611510791366,0.0211744754539205,1172.0,1792.7904676258993,0.0008992805755395,-0.0008992805755395,0.0008992805755395,,1112,86,135,6039,58.27338129496403,40.10791366906475,1.618705035971223,4,1,3,0.0053956834532374,0.026978417266187,0.0521582733812949,0.0218980946568612,964.5,1734.1681654676258,0.0080935251798561,0.0305755395683453,0.0494604316546762,0.0239373688073938,836.5,1536.8075539568345,0.0026978417266187,0.0035971223021582,-0.0026978417266187,,0,0,0,0,3.237410071942449,-2.517985611510788,-0.7194244604316549,1,-1,2,0.0,-0.0017985611510790978,0.004496402877697807,0.0012123323885110011,-221.5,-129.60611510791387,0.0017985611510791992,0.0026978417266186987,0.0008992805755396044,0.0027628933534733016,-335.5,-255.98291366906483,0.0017985611510792,0.0044964028776977,-0.0035971223021582
