edge_id,anchor_char,derived_char,added_component,anchor_role,added_component_role,phonophore_root,recursive_depth,family_id_root,family_id_immediate,edge_structure_pattern,layout,edge_status,edge_confidence,edge_dispute_flag,source_reference,anchor_in_population,anchor_char_raw,phonophore_root_raw,added_component_raw,edge_structure_pattern_raw,anchor_char_normalized,added_component_normalized,edge_structure_pattern_normalized,normalization_applied,normalization_map_id,normalization_rule_category,normalization_confidence,normalization_notes,phonophore_root_normalized,normalization_collapse_group,normalization_collapse_flag
EDGE-05385,舂,樁,木,phonophore,structural_remainder_presumed_semantic,舂,1,ROOT-8202,IMM-8202,⿰木舂,left-right,eligible_direct,high,False,CJKVI ids-analysis: 舂聲,True,舂,舂,木,⿰木舂,舂,木,⿰木舂,False,,,not_applicable,No accepted mapping applied.,舂,COLLAPSE-05037,False
EDGE-05386,舌,銛,釒,phonophore,structural_remainder_presumed_semantic,舌,1,ROOT-820C,IMM-820C,⿰釒舌,left-right,eligible_direct,high,False,CJKVI ids-analysis: 舌聲,True,舌,舌,釒,⿰釒舌,舌,釒,⿰釒舌,False,,,not_applicable,No accepted mapping applied.,舌,COLLAPSE-05048,False
EDGE-05387,舎,捨,扌,phonophore,structural_remainder_presumed_semantic,舎,1,ROOT-820E,IMM-820E,⿰扌舎,left-right,missing_anchor_from_frozen_population,high,False,CJKVI ids-analysis: 舎聲,False,舎,舎,扌,⿰扌舎,舎,扌,⿰扌舎,False,,,not_applicable,No accepted mapping applied.,舎,COLLAPSE-05049,False
EDGE-05388,舎,舒,予,phonophore,structural_remainder_presumed_semantic,舎,1,ROOT-820E,IMM-820E,⿰舎予,left-right,missing_anchor_from_frozen_population,high,False,CJKVI ids-analysis: 舎聲,False,舎,舎,予,⿰舎予,舎,予,⿰舎予,False,,,not_applicable,No accepted mapping applied.,舎,COLLAPSE-05050,False
EDGE-05389,余,涂,氵,phonophore,structural_remainder_presumed_semantic,余,1,ROOT-4F59,IMM-4F59,⿰氵余,left-right,eligible_direct,high,False,CJKVI ids-analysis: 余聲,True,余,余,氵,⿰氵余,余,氵,⿰氵余,False,,,not_applicable,No accepted mapping applied.,余,COLLAPSE-00507,False
EDGE-05390,余,嵞,屾,phonophore,structural_remainder_presumed_semantic,余,1,ROOT-4F59,IMM-4F59,⿱余屾,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 余聲,True,余,余,屾,⿱余屾,余,屾,⿱余屾,False,,,not_applicable,No accepted mapping applied.,余,COLLAPSE-00503,False
EDGE-05391,余,徐,彳,phonophore,structural_remainder_presumed_semantic,余,1,ROOT-4F59,IMM-4F59,⿰彳余,left-right,eligible_direct,high,False,CJKVI ids-analysis: 余聲,True,余,余,彳,⿰彳余,余,彳,⿰彳余,False,,,not_applicable,No accepted mapping applied.,余,COLLAPSE-00504,False
EDGE-05392,余,悆,心,phonophore,structural_remainder_presumed_semantic,余,1,ROOT-4F59,IMM-4F59,⿱余心,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 余聲,True,余,余,心,⿱余心,余,心,⿱余心,False,,,not_applicable,No accepted mapping applied.,余,COLLAPSE-00505,False
EDGE-05393,敘,漵,氵,phonophore,structural_remainder_presumed_semantic,敘,1,ROOT-6558,IMM-6558,⿰氵敘,left-right,eligible_direct,high,False,CJKVI ids-analysis: 敘聲,True,敘,敘,氵,⿰氵敘,敘,氵,⿰氵敘,False,,,not_applicable,No accepted mapping applied.,敘,COLLAPSE-03203,False
EDGE-05394,余,斜,斗,phonophore,structural_remainder_presumed_semantic,余,1,ROOT-4F59,IMM-4F59,⿰余斗,left-right,eligible_direct,high,False,CJKVI ids-analysis: 余聲,True,余,余,斗,⿰余斗,余,斗,⿰余斗,False,,,not_applicable,No accepted mapping applied.,余,COLLAPSE-00506,False
EDGE-05395,涂,塗,土,phonophore,structural_remainder_presumed_semantic,余,2,ROOT-4F59,IMM-6D82,⿱涂土,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 涂聲,True,涂,余,土,⿱涂土,涂,土,⿱涂土,False,,,not_applicable,No accepted mapping applied.,余,COLLAPSE-03960,False
EDGE-05396,余,畬,田,phonophore,structural_remainder_presumed_semantic,余,1,ROOT-4F59,IMM-4F59,⿱余田,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 余聲,True,余,余,田,⿱余田,余,田,⿱余田,False,,,not_applicable,No accepted mapping applied.,余,COLLAPSE-00508,False
EDGE-05397,余,稌,禾,phonophore,structural_remainder_presumed_semantic,余,1,ROOT-4F59,IMM-4F59,⿰禾余,left-right,eligible_direct,high,False,CJKVI ids-analysis: 余聲,True,余,余,禾,⿰禾余,余,禾,⿰禾余,False,,,not_applicable,No accepted mapping applied.,余,COLLAPSE-00509,False
EDGE-05398,余,筡,竹,phonophore,structural_remainder_presumed_semantic,余,1,ROOT-4F59,IMM-4F59,⿱竹余,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 余聲,True,余,余,竹,⿱竹余,余,竹,⿱竹余,False,,,not_applicable,No accepted mapping applied.,余,COLLAPSE-00510,False
EDGE-05399,余,艅,舟,phonophore,structural_remainder_presumed_semantic,余,1,ROOT-4F59,IMM-4F59,⿰舟余,left-right,eligible_direct,high,False,CJKVI ids-analysis: 余聲,True,余,余,舟,⿰舟余,余,舟,⿰舟余,False,,,not_applicable,No accepted mapping applied.,余,COLLAPSE-00511,False
EDGE-05400,余,荼,艹,phonophore,structural_remainder_presumed_semantic,余,1,ROOT-4F59,IMM-4F59,⿱艹余,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 余聲,True,余,余,艹,⿱艹余,余,艹,⿱艹余,False,,,not_applicable,No accepted mapping applied.,余,COLLAPSE-00512,False
EDGE-05401,余,蜍,虫,phonophore,structural_remainder_presumed_semantic,余,1,ROOT-4F59,IMM-4F59,⿰虫余,left-right,eligible_direct,high,False,CJKVI ids-analysis: 余聲,True,余,余,虫,⿰虫余,余,虫,⿰虫余,False,,,not_applicable,No accepted mapping applied.,余,COLLAPSE-00513,False
EDGE-05402,余,途,辶,phonophore,structural_remainder_presumed_semantic,余,1,ROOT-4F59,IMM-4F59,⿺辶余,surround-lower-left,eligible_direct,high,False,CJKVI ids-analysis: 余聲,True,余,余,辶,⿺辶余,余,辶,⿺辶余,False,,,not_applicable,No accepted mapping applied.,余,COLLAPSE-00514,False
EDGE-05403,余,酴,酉,phonophore,structural_remainder_presumed_semantic,余,1,ROOT-4F59,IMM-4F59,⿰酉余,left-right,eligible_direct,high,False,CJKVI ids-analysis: 余聲,True,余,余,酉,⿰酉余,余,酉,⿰酉余,False,,,not_applicable,No accepted mapping applied.,余,COLLAPSE-00515,False
EDGE-05404,余,除,阝,phonophore,structural_remainder_presumed_semantic,余,1,ROOT-4F59,IMM-4F59,⿰阝余,left-right,eligible_direct,high,False,CJKVI ids-analysis: 余聲,True,余,余,阝,⿰阝余,余,阝,⿰阝余,False,,,not_applicable,No accepted mapping applied.,余,COLLAPSE-00516,False
EDGE-05405,除,滁,氵,phonophore,structural_remainder_presumed_semantic,余,2,ROOT-4F59,IMM-9664,⿰氵除,left-right,eligible_direct,high,False,CJKVI ids-analysis: 除聲,True,除,余,氵,⿰氵除,除,氵,⿰氵除,False,,,not_applicable,No accepted mapping applied.,余,COLLAPSE-05703,False
EDGE-05406,除,篨,竹,phonophore,structural_remainder_presumed_semantic,余,2,ROOT-4F59,IMM-9664,⿱竹除,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 除聲,True,除,余,竹,⿱竹除,除,竹,⿱竹除,False,,,not_applicable,No accepted mapping applied.,余,COLLAPSE-05704,False
EDGE-05407,除,蒢,艹,phonophore,structural_remainder_presumed_semantic,余,2,ROOT-4F59,IMM-9664,⿱艹除,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 除聲,True,除,余,艹,⿱艹除,除,艹,⿱艹除,False,,,not_applicable,No accepted mapping applied.,余,COLLAPSE-05705,False
EDGE-05408,余,餘,飠,phonophore,structural_remainder_presumed_semantic,余,1,ROOT-4F59,IMM-4F59,⿰飠余,left-right,eligible_direct,high,False,CJKVI ids-analysis: 余聲,True,余,余,飠,⿰飠余,余,飠,⿰飠余,False,,,not_applicable,No accepted mapping applied.,余,COLLAPSE-00517,False
EDGE-05409,余,駼,馬,phonophore,structural_remainder_presumed_semantic,余,1,ROOT-4F59,IMM-4F59,⿰馬余,left-right,eligible_direct,high,False,CJKVI ids-analysis: 余聲,True,余,余,馬,⿰馬余,余,馬,⿰馬余,False,,,not_applicable,No accepted mapping applied.,余,COLLAPSE-00518,False
EDGE-05410,舜,瞬,目,phonophore,structural_remainder_presumed_semantic,舜,1,ROOT-821C,IMM-821C,⿰目舜,left-right,eligible_direct,high,False,CJKVI ids-analysis: 舜聲,True,舜,舜,目,⿰目舜,舜,目,⿰目舜,False,,,not_applicable,No accepted mapping applied.,舜,COLLAPSE-05051,False
EDGE-05411,舜,蕣,艹,phonophore,structural_remainder_presumed_semantic,舜,1,ROOT-821C,IMM-821C,⿱艹舜,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 舜聲,True,舜,舜,艹,⿱艹舜,舜,艹,⿱艹舜,False,,,not_applicable,No accepted mapping applied.,舜,COLLAPSE-05052,False
EDGE-05412,舟,侜,亻,phonophore,structural_remainder_presumed_semantic,舟,1,ROOT-821F,IMM-821F,⿰亻舟,left-right,eligible_direct,high,False,CJKVI ids-analysis: 舟聲,True,舟,舟,亻,⿰亻舟,舟,亻,⿰亻舟,False,,,not_applicable,No accepted mapping applied.,舟,COLLAPSE-05053,False
EDGE-05413,受,授,扌,phonophore_and_semantic,structural_remainder_presumed_semantic,受,1,ROOT-53D7,IMM-53D7,⿰扌受,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 受亦聲,True,受,受,扌,⿰扌受,受,扌,⿰扌受,False,,,not_applicable,No accepted mapping applied.,受,COLLAPSE-01355,False
EDGE-05414,受,綬,糸,phonophore,structural_remainder_presumed_semantic,受,1,ROOT-53D7,IMM-53D7,⿰糸受,left-right,eligible_direct,high,False,CJKVI ids-analysis: 受聲,True,受,受,糸,⿰糸受,受,糸,⿰糸受,False,,,not_applicable,No accepted mapping applied.,受,COLLAPSE-01356,False
EDGE-05415,朝,嘲,口,phonophore,structural_remainder_presumed_semantic,朝,1,ROOT-671D,IMM-671D,⿰口朝,left-right,eligible_direct,high,False,CJKVI ids-analysis: 朝聲,True,朝,朝,口,⿰口朝,朝,口,⿰口朝,False,,,not_applicable,No accepted mapping applied.,朝,COLLAPSE-03570,False
EDGE-05416,朝,廟,广,phonophore,structural_remainder_presumed_semantic,朝,1,ROOT-671D,IMM-671D,⿸广朝,surround-upper-left,eligible_direct,high,False,CJKVI ids-analysis: 朝聲,True,朝,朝,广,⿸广朝,朝,广,⿸广朝,False,,,not_applicable,No accepted mapping applied.,朝,COLLAPSE-03571,False
EDGE-05417,朝,潮,氵,phonophore,structural_remainder_presumed_semantic,朝,1,ROOT-671D,IMM-671D,⿰氵朝,left-right,eligible_direct,high,False,CJKVI ids-analysis: 朝聲,True,朝,朝,氵,⿰氵朝,朝,氵,⿰氵朝,False,,,not_applicable,No accepted mapping applied.,朝,COLLAPSE-03572,False
EDGE-05418,舟,輈,車,phonophore,structural_remainder_presumed_semantic,舟,1,ROOT-821F,IMM-821F,⿰車舟,left-right,eligible_direct,high,False,CJKVI ids-analysis: 舟聲,True,舟,舟,車,⿰車舟,舟,車,⿰車舟,False,,,not_applicable,No accepted mapping applied.,舟,COLLAPSE-05054,False
EDGE-05419,舟,鵃,鳥,phonophore,structural_remainder_presumed_semantic,舟,1,ROOT-821F,IMM-821F,⿰舟鳥,left-right,eligible_direct,high,False,CJKVI ids-analysis: 舟聲,True,舟,舟,鳥,⿰舟鳥,舟,鳥,⿰舟鳥,False,,,not_applicable,No accepted mapping applied.,舟,COLLAPSE-05055,False
EDGE-05420,般,媻,女,phonophore,structural_remainder_presumed_semantic,般,1,ROOT-822C,IMM-822C,⿱般女,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 般聲,True,般,般,女,⿱般女,般,女,⿱般女,False,,,not_applicable,No accepted mapping applied.,般,COLLAPSE-05056,False
EDGE-05421,般,搫,手,phonophore,structural_remainder_presumed_semantic,般,1,ROOT-822C,IMM-822C,⿱般手,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 般聲,True,般,般,手,⿱般手,般,手,⿱般手,False,,,not_applicable,No accepted mapping applied.,般,COLLAPSE-05057,False
EDGE-05422,般,搬,扌,phonophore,structural_remainder_presumed_semantic,般,1,ROOT-822C,IMM-822C,⿰扌般,left-right,eligible_direct,high,False,CJKVI ids-analysis: 般聲,True,般,般,扌,⿰扌般,般,扌,⿰扌般,False,,,not_applicable,No accepted mapping applied.,般,COLLAPSE-05058,False
EDGE-05423,般,瘢,疒,phonophore,structural_remainder_presumed_semantic,般,1,ROOT-822C,IMM-822C,⿸疒般,surround-upper-left,eligible_direct,high,False,CJKVI ids-analysis: 般聲,True,般,般,疒,⿸疒般,般,疒,⿸疒般,False,,,not_applicable,No accepted mapping applied.,般,COLLAPSE-05059,False
EDGE-05424,般,盤,皿,phonophore,structural_remainder_presumed_semantic,般,1,ROOT-822C,IMM-822C,⿱般皿,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 般聲,True,般,般,皿,⿱般皿,般,皿,⿱般皿,False,,,not_applicable,No accepted mapping applied.,般,COLLAPSE-05060,False
EDGE-05425,般,磐,石,phonophore,structural_remainder_presumed_semantic,般,1,ROOT-822C,IMM-822C,⿱般石,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 般聲,True,般,般,石,⿱般石,般,石,⿱般石,False,,,not_applicable,No accepted mapping applied.,般,COLLAPSE-05061,False
EDGE-05426,般,鞶,革,phonophore,structural_remainder_presumed_semantic,般,1,ROOT-822C,IMM-822C,⿱般革,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 般聲,True,般,般,革,⿱般革,般,革,⿱般革,False,,,not_applicable,No accepted mapping applied.,般,COLLAPSE-05062,False
EDGE-05427,朕,塍,土,phonophore,structural_remainder_presumed_semantic,朕,1,ROOT-6715,IMM-6715,⿸朕土,surround-upper-left,eligible_direct,high,False,CJKVI ids-analysis: 朕聲,True,朕,朕,土,⿸朕土,朕,土,⿸朕土,False,,,not_applicable,No accepted mapping applied.,朕,COLLAPSE-03567,False
EDGE-05428,朕,謄,言,phonophore,structural_remainder_presumed_semantic,朕,1,ROOT-6715,IMM-6715,⿸朕言,surround-upper-left,eligible_direct,high,False,CJKVI ids-analysis: 朕聲,True,朕,朕,言,⿸朕言,朕,言,⿸朕言,False,,,not_applicable,No accepted mapping applied.,朕,COLLAPSE-03568,False
EDGE-05429,朕,賸,貝,phonophore,structural_remainder_presumed_semantic,朕,1,ROOT-6715,IMM-6715,⿸朕貝,surround-upper-left,eligible_direct,high,False,CJKVI ids-analysis: 朕聲,True,朕,朕,貝,⿸朕貝,朕,貝,⿸朕貝,False,,,not_applicable,No accepted mapping applied.,朕,COLLAPSE-03569,False
EDGE-05430,滕,籐,竹,phonophore,structural_remainder_presumed_semantic,滕,1,ROOT-6ED5,IMM-6ED5,⿱竹滕,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 滕聲,True,滕,滕,竹,⿱竹滕,滕,竹,⿱竹滕,False,,,not_applicable,No accepted mapping applied.,滕,COLLAPSE-03970,False
EDGE-05431,滕,藤,艹,phonophore,structural_remainder_presumed_semantic,滕,1,ROOT-6ED5,IMM-6ED5,⿱艹滕,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 滕聲,True,滕,滕,艹,⿱艹滕,滕,艹,⿱艹滕,False,,,not_applicable,No accepted mapping applied.,滕,COLLAPSE-03971,False
EDGE-05432,色,赩,赤,phonophore_and_semantic,structural_remainder_presumed_semantic,色,1,ROOT-8272,IMM-8272,⿰赤色,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 色亦聲,True,色,色,赤,⿰赤色,色,赤,⿰赤色,False,,,not_applicable,No accepted mapping applied.,色,COLLAPSE-05077,False
EDGE-05433,卉,賁,貝,phonophore,structural_remainder_presumed_semantic,卉,1,ROOT-5349,IMM-5349,⿱卉貝,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 卉聲,True,卉,卉,貝,⿱卉貝,卉,貝,⿱卉貝,False,,,not_applicable,No accepted mapping applied.,卉,COLLAPSE-01108,False
EDGE-05434,賁,僨,亻,phonophore,structural_remainder_presumed_semantic,卉,2,ROOT-5349,IMM-8CC1,⿰亻賁,left-right,eligible_direct,high,False,CJKVI ids-analysis: 賁聲,True,賁,卉,亻,⿰亻賁,賁,亻,⿰亻賁,False,,,not_applicable,No accepted mapping applied.,卉,COLLAPSE-05416,False
EDGE-05435,賁,噴,口,phonophore,structural_remainder_presumed_semantic,卉,2,ROOT-5349,IMM-8CC1,⿰口賁,left-right,eligible_direct,high,False,CJKVI ids-analysis: 賁聲,True,賁,卉,口,⿰口賁,賁,口,⿰口賁,False,,,not_applicable,No accepted mapping applied.,卉,COLLAPSE-05417,False
EDGE-05436,賁,墳,土,phonophore,structural_remainder_presumed_semantic,卉,2,ROOT-5349,IMM-8CC1,⿰土賁,left-right,eligible_direct,high,False,CJKVI ids-analysis: 賁聲,True,賁,卉,土,⿰土賁,賁,土,⿰土賁,False,,,not_applicable,No accepted mapping applied.,卉,COLLAPSE-05418,False
EDGE-05437,賁,幩,巾,phonophore,structural_remainder_presumed_semantic,卉,2,ROOT-5349,IMM-8CC1,⿰巾賁,left-right,eligible_direct,high,False,CJKVI ids-analysis: 賁聲,True,賁,卉,巾,⿰巾賁,賁,巾,⿰巾賁,False,,,not_applicable,No accepted mapping applied.,卉,COLLAPSE-05419,False
EDGE-05438,賁,憤,忄,phonophore,structural_remainder_presumed_semantic,卉,2,ROOT-5349,IMM-8CC1,⿰忄賁,left-right,eligible_direct,high,False,CJKVI ids-analysis: 賁聲,True,賁,卉,忄,⿰忄賁,賁,忄,⿰忄賁,False,,,not_applicable,No accepted mapping applied.,卉,COLLAPSE-05420,False
EDGE-05439,賁,歕,欠,phonophore,structural_remainder_presumed_semantic,卉,2,ROOT-5349,IMM-8CC1,⿰賁欠,left-right,eligible_direct,high,False,CJKVI ids-analysis: 賁聲,True,賁,卉,欠,⿰賁欠,賁,欠,⿰賁欠,False,,,not_applicable,No accepted mapping applied.,卉,COLLAPSE-05421,False
EDGE-05440,賁,濆,氵,phonophore,structural_remainder_presumed_semantic,卉,2,ROOT-5349,IMM-8CC1,⿰氵賁,left-right,eligible_direct,high,False,CJKVI ids-analysis: 賁聲,True,賁,卉,氵,⿰氵賁,賁,氵,⿰氵賁,False,,,not_applicable,No accepted mapping applied.,卉,COLLAPSE-05422,False
EDGE-05441,賁,膹,肉,phonophore,structural_remainder_presumed_semantic,卉,2,ROOT-5349,IMM-8CC1,⿰肉賁,left-right,eligible_direct,high,False,CJKVI ids-analysis: 賁聲,True,賁,卉,肉,⿰肉賁,賁,肉,⿰肉賁,False,,,not_applicable,No accepted mapping applied.,卉,COLLAPSE-05423,False
EDGE-05442,賁,蕡,艹,phonophore,structural_remainder_presumed_semantic,卉,2,ROOT-5349,IMM-8CC1,⿱艹賁,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 賁聲,True,賁,卉,艹,⿱艹賁,賁,艹,⿱艹賁,False,,,not_applicable,No accepted mapping applied.,卉,COLLAPSE-05424,False
EDGE-05443,賁,豶,豕,phonophore,structural_remainder_presumed_semantic,卉,2,ROOT-5349,IMM-8CC1,⿰豕賁,left-right,eligible_direct,high,False,CJKVI ids-analysis: 賁聲,True,賁,卉,豕,⿰豕賁,賁,豕,⿰豕賁,False,,,not_applicable,No accepted mapping applied.,卉,COLLAPSE-05425,False
EDGE-05444,賁,轒,車,phonophore,structural_remainder_presumed_semantic,卉,2,ROOT-5349,IMM-8CC1,⿰車賁,left-right,eligible_direct,high,False,CJKVI ids-analysis: 賁聲,True,賁,卉,車,⿰車賁,賁,車,⿰車賁,False,,,not_applicable,No accepted mapping applied.,卉,COLLAPSE-05426,False
EDGE-05445,賁,饙,飠,phonophore,structural_remainder_presumed_semantic,卉,2,ROOT-5349,IMM-8CC1,⿰飠賁,left-right,eligible_direct,high,False,CJKVI ids-analysis: 賁聲,True,賁,卉,飠,⿰飠賁,賁,飠,⿰飠賁,False,,,not_applicable,No accepted mapping applied.,卉,COLLAPSE-05427,False
EDGE-05446,卉,鼖,鼓,phonophore,structural_remainder_presumed_semantic,卉,1,ROOT-5349,IMM-5349,⿱卉鼓,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 卉聲,True,卉,卉,鼓,⿱卉鼓,卉,鼓,⿱卉鼓,False,,,not_applicable,No accepted mapping applied.,卉,COLLAPSE-01109,False
EDGE-05447,芻,媰,女,phonophore,structural_remainder_presumed_semantic,芻,1,ROOT-82BB,IMM-82BB,⿰女芻,left-right,eligible_direct,high,False,CJKVI ids-analysis: 芻聲,True,芻,芻,女,⿰女芻,芻,女,⿰女芻,False,,,not_applicable,No accepted mapping applied.,芻,COLLAPSE-05079,False
EDGE-05448,芻,犓,牜,phonophore_and_semantic,structural_remainder_presumed_semantic,芻,1,ROOT-82BB,IMM-82BB,⿰牜芻,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 芻亦聲,True,芻,芻,牜,⿰牜芻,芻,牜,⿰牜芻,False,,,not_applicable,No accepted mapping applied.,芻,COLLAPSE-05080,False
EDGE-05449,芻,皺,皮,phonophore,structural_remainder_presumed_semantic,芻,1,ROOT-82BB,IMM-82BB,⿰芻皮,left-right,eligible_direct,high,False,CJKVI ids-analysis: 芻聲,True,芻,芻,皮,⿰芻皮,芻,皮,⿰芻皮,False,,,not_applicable,No accepted mapping applied.,芻,COLLAPSE-05081,False
EDGE-05450,芻,縐,糸,phonophore,structural_remainder_presumed_semantic,芻,1,ROOT-82BB,IMM-82BB,⿰糸芻,left-right,eligible_direct,high,False,CJKVI ids-analysis: 芻聲,True,芻,芻,糸,⿰糸芻,芻,糸,⿰糸芻,False,,,not_applicable,No accepted mapping applied.,芻,COLLAPSE-05082,False
EDGE-05451,芻,趨,走,phonophore,structural_remainder_presumed_semantic,芻,1,ROOT-82BB,IMM-82BB,⿺走芻,surround-lower-left,eligible_direct,high,False,CJKVI ids-analysis: 芻聲,True,芻,芻,走,⿺走芻,芻,走,⿺走芻,False,,,not_applicable,No accepted mapping applied.,芻,COLLAPSE-05083,False
EDGE-05452,芻,鄒,阝,phonophore,structural_remainder_presumed_semantic,芻,1,ROOT-82BB,IMM-82BB,⿰芻阝,left-right,eligible_direct,high,False,CJKVI ids-analysis: 芻聲,True,芻,芻,阝,⿰芻阝,芻,阝,⿰芻阝,False,,,not_applicable,No accepted mapping applied.,芻,COLLAPSE-05084,False
EDGE-05453,芻,雛,隹,phonophore,structural_remainder_presumed_semantic,芻,1,ROOT-82BB,IMM-82BB,⿰芻隹,left-right,eligible_direct,high,False,CJKVI ids-analysis: 芻聲,True,芻,芻,隹,⿰芻隹,芻,隹,⿰芻隹,False,,,not_applicable,No accepted mapping applied.,芻,COLLAPSE-05085,False
EDGE-05454,芻,騶,馬,phonophore,structural_remainder_presumed_semantic,芻,1,ROOT-82BB,IMM-82BB,⿰馬芻,left-right,eligible_direct,high,False,CJKVI ids-analysis: 芻聲,True,芻,芻,馬,⿰馬芻,芻,馬,⿰馬芻,False,,,not_applicable,No accepted mapping applied.,芻,COLLAPSE-05086,False
EDGE-05455,芻,鶵,鳥,phonophore,structural_remainder_presumed_semantic,芻,1,ROOT-82BB,IMM-82BB,⿰芻鳥,left-right,eligible_direct,high,False,CJKVI ids-analysis: 芻聲,True,芻,芻,鳥,⿰芻鳥,芻,鳥,⿰芻鳥,False,,,not_applicable,No accepted mapping applied.,芻,COLLAPSE-05087,False
EDGE-05456,芻,齺,齒,phonophore,structural_remainder_presumed_semantic,芻,1,ROOT-82BB,IMM-82BB,⿰齒芻,left-right,eligible_direct,high,False,CJKVI ids-analysis: 芻聲,True,芻,芻,齒,⿰齒芻,芻,齒,⿰齒芻,False,,,not_applicable,No accepted mapping applied.,芻,COLLAPSE-05088,False
EDGE-05457,苗,描,扌,phonophore,structural_remainder_presumed_semantic,苗,1,ROOT-82D7,IMM-82D7,⿰扌苗,left-right,eligible_direct,high,False,CJKVI ids-analysis: 苗聲,True,苗,苗,扌,⿰扌苗,苗,扌,⿰扌苗,False,,,not_applicable,No accepted mapping applied.,苗,COLLAPSE-05089,False
EDGE-05458,苗,貓,豸,phonophore,structural_remainder_presumed_semantic,苗,1,ROOT-82D7,IMM-82D7,⿰豸苗,left-right,eligible_direct,high,False,CJKVI ids-analysis: 苗聲,True,苗,苗,豸,⿰豸苗,苗,豸,⿰豸苗,False,,,not_applicable,No accepted mapping applied.,苗,COLLAPSE-05090,False
EDGE-05459,苗,錨,釒,phonophore,structural_remainder_presumed_semantic,苗,1,ROOT-82D7,IMM-82D7,⿰釒苗,left-right,eligible_direct,high,False,CJKVI ids-analysis: 苗聲,True,苗,苗,釒,⿰釒苗,苗,釒,⿰釒苗,False,,,not_applicable,No accepted mapping applied.,苗,COLLAPSE-05091,False
EDGE-05460,若,匿,匸,phonophore,structural_remainder_presumed_semantic,若,1,ROOT-82E5,IMM-82E5,⿷匸若,surround-from-left,eligible_direct,high,False,CJKVI ids-analysis: 若聲,True,若,若,匸,⿷匸若,若,匸,⿷匸若,False,,,not_applicable,No accepted mapping applied.,若,COLLAPSE-05093,False
EDGE-05461,匿,慝,心,phonophore,structural_remainder_presumed_semantic,若,2,ROOT-82E5,IMM-533F,⿱匿心,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 匿聲,True,匿,若,心,⿱匿心,匿,心,⿱匿心,False,,,not_applicable,No accepted mapping applied.,若,COLLAPSE-01072,False
EDGE-05462,匿,暱,日,phonophore,structural_remainder_presumed_semantic,若,2,ROOT-82E5,IMM-533F,⿰日匿,left-right,eligible_direct,high,False,CJKVI ids-analysis: 匿聲,True,匿,若,日,⿰日匿,匿,日,⿰日匿,False,,,not_applicable,No accepted mapping applied.,若,COLLAPSE-01073,False
EDGE-05463,若,婼,女,phonophore,structural_remainder_presumed_semantic,若,1,ROOT-82E5,IMM-82E5,⿰女若,left-right,eligible_direct,high,False,CJKVI ids-analysis: 若聲,True,若,若,女,⿰女若,若,女,⿰女若,False,,,not_applicable,No accepted mapping applied.,若,COLLAPSE-05094,False
EDGE-05464,若,惹,心,phonophore,structural_remainder_presumed_semantic,若,1,ROOT-82E5,IMM-82E5,⿱若心,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 若聲,True,若,若,心,⿱若心,若,心,⿱若心,False,,,not_applicable,No accepted mapping applied.,若,COLLAPSE-05095,False
EDGE-05465,若,箬,竹,phonophore,structural_remainder_presumed_semantic,若,1,ROOT-82E5,IMM-82E5,⿱竹若,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 若聲,True,若,若,竹,⿱竹若,若,竹,⿱竹若,False,,,not_applicable,No accepted mapping applied.,若,COLLAPSE-05096,False
EDGE-05466,若,諾,言,phonophore,structural_remainder_presumed_semantic,若,1,ROOT-82E5,IMM-82E5,⿰言若,left-right,eligible_direct,high,False,CJKVI ids-analysis: 若聲,True,若,若,言,⿰言若,若,言,⿰言若,False,,,not_applicable,No accepted mapping applied.,若,COLLAPSE-05097,False
EDGE-05467,茍,敬,攵,phonophore,structural_remainder_presumed_semantic,茍,1,ROOT-830D,IMM-830D,⿰茍攵,left-right,eligible_direct,high,False,CJKVI ids-analysis: 茍聲,True,茍,茍,攵,⿰茍攵,茍,攵,⿰茍攵,False,,,not_applicable,No accepted mapping applied.,茍,COLLAPSE-05100,False
