edge_id,anchor_char,derived_char,added_component,anchor_role,added_component_role,phonophore_root,recursive_depth,family_id_root,family_id_immediate,edge_structure_pattern,layout,edge_status,edge_confidence,edge_dispute_flag,source_reference,anchor_in_population,anchor_char_raw,phonophore_root_raw,added_component_raw,edge_structure_pattern_raw,anchor_char_normalized,added_component_normalized,edge_structure_pattern_normalized,normalization_applied,normalization_map_id,normalization_rule_category,normalization_confidence,normalization_notes,phonophore_root_normalized,normalization_collapse_group,normalization_collapse_flag
EDGE-00001,一,戌,戊,phonophore_and_semantic,structural_remainder_presumed_semantic,一,1,ROOT-4E00,IMM-4E00,⿵戊一,surround-from-above,eligible_direct,medium,True,CJKVI ids-analysis: 一亦聲,True,一,一,戊,⿵戊一,一,戊,⿵戊一,False,,,not_applicable,No accepted mapping applied.,一,COLLAPSE-00091,False
EDGE-00002,戌,歲,步,phonophore,structural_remainder_presumed_semantic,一,2,ROOT-4E00,IMM-620C,⿻步戌,overlay,eligible_direct,high,False,CJKVI ids-analysis: 戌聲,True,戌,一,步,⿻步戌,戌,步,⿻步戌,False,,,not_applicable,No accepted mapping applied.,一,COLLAPSE-03062,False
EDGE-00003,歲,劌,刂,phonophore,structural_remainder_presumed_semantic,一,3,ROOT-4E00,IMM-6B72,⿰歲刂,left-right,eligible_direct,high,False,CJKVI ids-analysis: 歲聲,True,歲,一,刂,⿰歲刂,歲,刂,⿰歲刂,False,,,not_applicable,No accepted mapping applied.,一,COLLAPSE-03791,False
EDGE-00004,歲,噦,口,phonophore,structural_remainder_presumed_semantic,一,3,ROOT-4E00,IMM-6B72,⿰口歲,left-right,eligible_direct,high,False,CJKVI ids-analysis: 歲聲,True,歲,一,口,⿰口歲,歲,口,⿰口歲,False,,,not_applicable,No accepted mapping applied.,一,COLLAPSE-03792,False
EDGE-00005,歲,濊,氵,phonophore,structural_remainder_presumed_semantic,一,3,ROOT-4E00,IMM-6B72,⿰氵歲,left-right,eligible_direct,high,False,CJKVI ids-analysis: 歲聲,True,歲,一,氵,⿰氵歲,歲,氵,⿰氵歲,False,,,not_applicable,No accepted mapping applied.,一,COLLAPSE-03793,False
EDGE-00006,歲,穢,禾,phonophore,structural_remainder_presumed_semantic,一,3,ROOT-4E00,IMM-6B72,⿰禾歲,left-right,eligible_direct,high,False,CJKVI ids-analysis: 歲聲,True,歲,一,禾,⿰禾歲,歲,禾,⿰禾歲,False,,,not_applicable,No accepted mapping applied.,一,COLLAPSE-03794,False
EDGE-00007,歲,翽,羽,phonophore,structural_remainder_presumed_semantic,一,3,ROOT-4E00,IMM-6B72,⿰歲羽,left-right,eligible_direct,high,False,CJKVI ids-analysis: 歲聲,True,歲,一,羽,⿰歲羽,歲,羽,⿰歲羽,False,,,not_applicable,No accepted mapping applied.,一,COLLAPSE-03795,False
EDGE-00008,歲,薉,艹,phonophore,structural_remainder_presumed_semantic,一,3,ROOT-4E00,IMM-6B72,⿱艹歲,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 歲聲,True,歲,一,艹,⿱艹歲,歲,艹,⿱艹歲,False,,,not_applicable,No accepted mapping applied.,一,COLLAPSE-03796,False
EDGE-00009,丁,亭,高,phonophore,structural_remainder_presumed_semantic,丁,1,ROOT-4E01,IMM-4E01,⿱高丁,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 丁聲,True,丁,丁,高,⿱高丁,丁,高,⿱高丁,False,,,not_applicable,No accepted mapping applied.,丁,COLLAPSE-00092,False
EDGE-00010,亭,停,亻,phonophore,structural_remainder_presumed_semantic,丁,2,ROOT-4E01,IMM-4EAD,⿰亻亭,left-right,eligible_direct,high,False,CJKVI ids-analysis: 亭聲,True,亭,丁,亻,⿰亻亭,亭,亻,⿰亻亭,False,,,not_applicable,No accepted mapping applied.,丁,COLLAPSE-00404,False
EDGE-00011,亭,渟,氵,phonophore,structural_remainder_presumed_semantic,丁,2,ROOT-4E01,IMM-4EAD,⿰氵亭,left-right,eligible_direct,high,False,CJKVI ids-analysis: 亭聲,True,亭,丁,氵,⿰氵亭,亭,氵,⿰氵亭,False,,,not_applicable,No accepted mapping applied.,丁,COLLAPSE-00405,False
EDGE-00012,丁,叮,口,phonophore,structural_remainder_presumed_semantic,丁,1,ROOT-4E01,IMM-4E01,⿰口丁,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丁聲,True,丁,丁,口,⿰口丁,丁,口,⿰口丁,False,,,not_applicable,No accepted mapping applied.,丁,COLLAPSE-00093,False
EDGE-00013,丁,成,戊,phonophore,structural_remainder_presumed_semantic,丁,1,ROOT-4E01,IMM-4E01,⿵戊丁,surround-from-above,eligible_direct,high,False,CJKVI ids-analysis: 丁聲,True,丁,丁,戊,⿵戊丁,丁,戊,⿵戊丁,False,,,not_applicable,No accepted mapping applied.,丁,COLLAPSE-00094,False
EDGE-00014,成,城,土,phonophore_and_semantic,structural_remainder_presumed_semantic,丁,2,ROOT-4E01,IMM-6210,⿰土成,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 成亦聲,True,成,丁,土,⿰土成,成,土,⿰土成,False,,,not_applicable,No accepted mapping applied.,丁,COLLAPSE-03065,False
EDGE-00015,成,晟,日,phonophore,structural_remainder_presumed_semantic,丁,2,ROOT-4E01,IMM-6210,⿱日成,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 成聲,True,成,丁,日,⿱日成,成,日,⿱日成,False,,,not_applicable,No accepted mapping applied.,丁,COLLAPSE-03066,False
EDGE-00016,成,盛,皿,phonophore,structural_remainder_presumed_semantic,丁,2,ROOT-4E01,IMM-6210,⿱成皿,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 成聲,True,成,丁,皿,⿱成皿,成,皿,⿱成皿,False,,,not_applicable,No accepted mapping applied.,丁,COLLAPSE-03067,False
EDGE-00017,成,誠,言,phonophore,structural_remainder_presumed_semantic,丁,2,ROOT-4E01,IMM-6210,⿰言成,left-right,eligible_direct,high,False,CJKVI ids-analysis: 成聲,True,成,丁,言,⿰言成,成,言,⿰言成,False,,,not_applicable,No accepted mapping applied.,丁,COLLAPSE-03068,False
EDGE-00018,成,郕,阝,phonophore,structural_remainder_presumed_semantic,丁,2,ROOT-4E01,IMM-6210,⿰成阝,left-right,eligible_direct,high,False,CJKVI ids-analysis: 成聲,True,成,丁,阝,⿰成阝,成,阝,⿰成阝,False,,,not_applicable,No accepted mapping applied.,丁,COLLAPSE-03069,False
EDGE-00019,丁,打,扌,phonophore,structural_remainder_presumed_semantic,丁,1,ROOT-4E01,IMM-4E01,⿰扌丁,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丁聲,True,丁,丁,扌,⿰扌丁,丁,扌,⿰扌丁,False,,,not_applicable,No accepted mapping applied.,丁,COLLAPSE-00095,False
EDGE-00020,打,咑,口,phonophore,structural_remainder_presumed_semantic,丁,2,ROOT-4E01,IMM-6253,⿰口打,left-right,eligible_direct,high,False,CJKVI ids-analysis: 打聲,True,打,丁,口,⿰口打,打,口,⿰口打,False,,,not_applicable,No accepted mapping applied.,丁,COLLAPSE-03148,False
EDGE-00021,丁,朾,木,phonophore,structural_remainder_presumed_semantic,丁,1,ROOT-4E01,IMM-4E01,⿰木丁,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丁聲,True,丁,丁,木,⿰木丁,丁,木,⿰木丁,False,,,not_applicable,No accepted mapping applied.,丁,COLLAPSE-00096,False
EDGE-00022,丁,汀,氵,phonophore,structural_remainder_presumed_semantic,丁,1,ROOT-4E01,IMM-4E01,⿰氵丁,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丁聲,True,丁,丁,氵,⿰氵丁,丁,氵,⿰氵丁,False,,,not_applicable,No accepted mapping applied.,丁,COLLAPSE-00097,False
EDGE-00023,丁,玎,王,phonophore,structural_remainder_presumed_semantic,丁,1,ROOT-4E01,IMM-4E01,⿰王丁,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丁聲,True,丁,丁,王,⿰王丁,丁,王,⿰王丁,False,,,not_applicable,No accepted mapping applied.,丁,COLLAPSE-00098,False
EDGE-00024,丁,町,田,phonophore,structural_remainder_presumed_semantic,丁,1,ROOT-4E01,IMM-4E01,⿰田丁,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丁聲,True,丁,丁,田,⿰田丁,丁,田,⿰田丁,False,,,not_applicable,No accepted mapping applied.,丁,COLLAPSE-00099,False
EDGE-00025,丁,疔,疒,phonophore,structural_remainder_presumed_semantic,丁,1,ROOT-4E01,IMM-4E01,⿸疒丁,surround-upper-left,eligible_direct,high,False,CJKVI ids-analysis: 丁聲,True,丁,丁,疒,⿸疒丁,丁,疒,⿸疒丁,False,,,not_applicable,No accepted mapping applied.,丁,COLLAPSE-00100,False
EDGE-00026,丁,艼,艹,phonophore,structural_remainder_presumed_semantic,丁,1,ROOT-4E01,IMM-4E01,⿱艹丁,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 丁聲,True,丁,丁,艹,⿱艹丁,丁,艹,⿱艹丁,False,,,not_applicable,No accepted mapping applied.,丁,COLLAPSE-00101,False
EDGE-00027,丁,訂,言,phonophore,structural_remainder_presumed_semantic,丁,1,ROOT-4E01,IMM-4E01,⿰言丁,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丁聲,True,丁,丁,言,⿰言丁,丁,言,⿰言丁,False,,,not_applicable,No accepted mapping applied.,丁,COLLAPSE-00102,False
EDGE-00028,丁,酊,酉,phonophore,structural_remainder_presumed_semantic,丁,1,ROOT-4E01,IMM-4E01,⿰酉丁,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丁聲,True,丁,丁,酉,⿰酉丁,丁,酉,⿰酉丁,False,,,not_applicable,No accepted mapping applied.,丁,COLLAPSE-00103,False
EDGE-00029,丁,釘,釒,phonophore,structural_remainder_presumed_semantic,丁,1,ROOT-4E01,IMM-4E01,⿰釒丁,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丁聲,True,丁,丁,釒,⿰釒丁,丁,釒,⿰釒丁,False,,,not_applicable,No accepted mapping applied.,丁,COLLAPSE-00104,False
EDGE-00030,丁,靪,革,phonophore,structural_remainder_presumed_semantic,丁,1,ROOT-4E01,IMM-4E01,⿰革丁,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丁聲,True,丁,丁,革,⿰革丁,丁,革,⿰革丁,False,,,not_applicable,No accepted mapping applied.,丁,COLLAPSE-00105,False
EDGE-00031,丁,頂,頁,phonophore,structural_remainder_presumed_semantic,丁,1,ROOT-4E01,IMM-4E01,⿰丁頁,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丁聲,True,丁,丁,頁,⿰丁頁,丁,頁,⿰丁頁,False,,,not_applicable,No accepted mapping applied.,丁,COLLAPSE-00106,False
EDGE-00032,号,枵,木,phonophore,structural_remainder_presumed_semantic,号,1,ROOT-53F7,IMM-53F7,⿰木号,left-right,missing_anchor_from_frozen_population,high,False,CJKVI ids-analysis: 号聲,False,号,号,木,⿰木号,号,木,⿰木号,False,,,not_applicable,No accepted mapping applied.,号,COLLAPSE-01487,False
EDGE-00033,号,鴞,鳥,phonophore,structural_remainder_presumed_semantic,号,1,ROOT-53F7,IMM-53F7,⿰号鳥,left-right,missing_anchor_from_frozen_population,high,False,CJKVI ids-analysis: 号聲,False,号,号,鳥,⿰号鳥,号,鳥,⿰号鳥,False,,,not_applicable,No accepted mapping applied.,号,COLLAPSE-01488,False
EDGE-00034,丂,巧,工,phonophore,structural_remainder_presumed_semantic,丂,1,ROOT-4E02,IMM-4E02,⿰工丂,left-right,missing_anchor_from_frozen_population,high,False,CJKVI ids-analysis: 丂聲,False,丂,丂,工,⿰工丂,丂,工,⿰工丂,False,,,not_applicable,No accepted mapping applied.,丂,COLLAPSE-00107,False
EDGE-00035,丂,攷,攵,phonophore,structural_remainder_presumed_semantic,丂,1,ROOT-4E02,IMM-4E02,⿰丂攵,left-right,missing_anchor_from_frozen_population,high,False,CJKVI ids-analysis: 丂聲,False,丂,丂,攵,⿰丂攵,丂,攵,⿰丂攵,False,,,not_applicable,No accepted mapping applied.,丂,COLLAPSE-00108,False
EDGE-00036,丂,朽,木,phonophore,structural_remainder_presumed_semantic,丂,1,ROOT-4E02,IMM-4E02,⿰木丂,left-right,missing_anchor_from_frozen_population,high,False,CJKVI ids-analysis: 丂聲,False,丂,丂,木,⿰木丂,丂,木,⿰木丂,False,,,not_applicable,No accepted mapping applied.,丂,COLLAPSE-00109,False
EDGE-00037,丂,考,老,phonophore,structural_remainder_presumed_semantic,丂,1,ROOT-4E02,IMM-4E02,⿱老丂,top-bottom,missing_anchor_from_frozen_population,high,False,CJKVI ids-analysis: 丂聲,False,丂,丂,老,⿱老丂,丂,老,⿱老丂,False,,,not_applicable,No accepted mapping applied.,丂,COLLAPSE-00110,False
EDGE-00038,考,拷,扌,phonophore,structural_remainder_presumed_semantic,丂,2,ROOT-4E02,IMM-8003,⿰扌考,left-right,eligible_direct,high,False,CJKVI ids-analysis: 考聲,True,考,考,扌,⿰扌考,考,扌,⿰扌考,False,,,not_applicable,No accepted mapping applied.,丂,COLLAPSE-04815,False
EDGE-00039,考,栲,木,phonophore,structural_remainder_presumed_semantic,丂,2,ROOT-4E02,IMM-8003,⿰木考,left-right,eligible_direct,high,False,CJKVI ids-analysis: 考聲,True,考,考,木,⿰木考,考,木,⿰木考,False,,,not_applicable,No accepted mapping applied.,丂,COLLAPSE-04816,False
EDGE-00040,七,切,刀,phonophore,structural_remainder_presumed_semantic,七,1,ROOT-4E03,IMM-4E03,⿰七刀,left-right,eligible_direct,high,False,CJKVI ids-analysis: 七聲,True,七,七,刀,⿰七刀,七,刀,⿰七刀,False,,,not_applicable,No accepted mapping applied.,七,COLLAPSE-00111,False
EDGE-00041,切,砌,石,phonophore,structural_remainder_presumed_semantic,七,2,ROOT-4E03,IMM-5207,⿰石切,left-right,eligible_direct,high,False,CJKVI ids-analysis: 切聲,True,切,七,石,⿰石切,切,石,⿰石切,False,,,not_applicable,No accepted mapping applied.,七,COLLAPSE-00913,False
EDGE-00042,七,叱,口,phonophore,structural_remainder_presumed_semantic,七,1,ROOT-4E03,IMM-4E03,⿰口七,left-right,eligible_direct,high,False,CJKVI ids-analysis: 七聲,True,七,七,口,⿰口七,七,口,⿰口七,False,,,not_applicable,No accepted mapping applied.,七,COLLAPSE-00112,False
EDGE-00043,丈,仗,亻,phonophore,structural_remainder_presumed_semantic,丈,1,ROOT-4E08,IMM-4E08,⿰亻丈,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丈聲,True,丈,丈,亻,⿰亻丈,丈,亻,⿰亻丈,False,,,not_applicable,No accepted mapping applied.,丈,COLLAPSE-00113,False
EDGE-00044,丈,杖,木,phonophore,structural_remainder_presumed_semantic,丈,1,ROOT-4E08,IMM-4E08,⿰木丈,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丈聲,True,丈,丈,木,⿰木丈,丈,木,⿰木丈,False,,,not_applicable,No accepted mapping applied.,丈,COLLAPSE-00114,False
EDGE-00045,不,丕,一,phonophore,structural_remainder_presumed_semantic,不,1,ROOT-4E0D,IMM-4E0D,⿱不一,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 不聲,True,不,不,一,⿱不一,不,一,⿱不一,False,,,not_applicable,No accepted mapping applied.,不,COLLAPSE-00116,False
EDGE-00046,丕,伾,亻,phonophore,structural_remainder_presumed_semantic,不,2,ROOT-4E0D,IMM-4E15,⿰亻丕,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丕聲,True,丕,不,亻,⿰亻丕,丕,亻,⿰亻丕,False,,,not_applicable,No accepted mapping applied.,不,COLLAPSE-00156,False
EDGE-00047,丕,秠,禾,phonophore,structural_remainder_presumed_semantic,不,2,ROOT-4E0D,IMM-4E15,⿰禾丕,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丕聲,True,丕,不,禾,⿰禾丕,丕,禾,⿰禾丕,False,,,not_applicable,No accepted mapping applied.,不,COLLAPSE-00157,False
EDGE-00048,丕,胚,肉,phonophore,structural_remainder_presumed_semantic,不,2,ROOT-4E0D,IMM-4E15,⿰肉丕,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丕聲,True,丕,不,肉,⿰肉丕,丕,肉,⿰肉丕,False,,,not_applicable,No accepted mapping applied.,不,COLLAPSE-00158,False
EDGE-00049,丕,邳,阝,phonophore,structural_remainder_presumed_semantic,不,2,ROOT-4E0D,IMM-4E15,⿰丕阝,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丕聲,True,丕,不,阝,⿰丕阝,丕,阝,⿰丕阝,False,,,not_applicable,No accepted mapping applied.,不,COLLAPSE-00159,False
EDGE-00050,丕,魾,魚,phonophore,structural_remainder_presumed_semantic,不,2,ROOT-4E0D,IMM-4E15,⿰魚丕,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丕聲,True,丕,不,魚,⿰魚丕,丕,魚,⿰魚丕,False,,,not_applicable,No accepted mapping applied.,不,COLLAPSE-00160,False
EDGE-00051,不,否,口,phonophore,structural_remainder_presumed_semantic,不,1,ROOT-4E0D,IMM-4E0D,⿱不口,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 不聲,True,不,不,口,⿱不口,不,口,⿱不口,False,,,not_applicable,No accepted mapping applied.,不,COLLAPSE-00117,False
EDGE-00053,否,嚭,喜,phonophore,structural_remainder_presumed_semantic,不,2,ROOT-4E0D,IMM-5426,⿰喜否,left-right,eligible_direct,high,False,CJKVI ids-analysis: 否聲,True,否,不,喜,⿰喜否,否,喜,⿰喜否,False,,,not_applicable,No accepted mapping applied.,不,COLLAPSE-01589,False
EDGE-00054,否,桮,木,phonophore,structural_remainder_presumed_semantic,不,2,ROOT-4E0D,IMM-5426,⿰木否,left-right,eligible_direct,high,False,CJKVI ids-analysis: 否聲,True,否,不,木,⿰木否,否,木,⿰木否,False,,,not_applicable,No accepted mapping applied.,不,COLLAPSE-01590,False
EDGE-00055,否,痞,疒,phonophore,structural_remainder_presumed_semantic,不,2,ROOT-4E0D,IMM-5426,⿸疒否,surround-upper-left,eligible_direct,high,False,CJKVI ids-analysis: 否聲,True,否,不,疒,⿸疒否,否,疒,⿸疒否,False,,,not_applicable,No accepted mapping applied.,不,COLLAPSE-01591,False
EDGE-00056,不,坏,土,phonophore,structural_remainder_presumed_semantic,不,1,ROOT-4E0D,IMM-4E0D,⿰土不,left-right,eligible_direct,high,False,CJKVI ids-analysis: 不聲,True,不,不,土,⿰土不,不,土,⿰土不,False,,,not_applicable,No accepted mapping applied.,不,COLLAPSE-00118,False
EDGE-00057,不,抔,扌,phonophore,structural_remainder_presumed_semantic,不,1,ROOT-4E0D,IMM-4E0D,⿰扌不,left-right,eligible_direct,high,False,CJKVI ids-analysis: 不聲,True,不,不,扌,⿰扌不,不,扌,⿰扌不,False,,,not_applicable,No accepted mapping applied.,不,COLLAPSE-00119,False
EDGE-00058,不,紑,糸,phonophore,structural_remainder_presumed_semantic,不,1,ROOT-4E0D,IMM-4E0D,⿰糸不,left-right,eligible_direct,high,False,CJKVI ids-analysis: 不聲,True,不,不,糸,⿰糸不,不,糸,⿰糸不,False,,,not_applicable,No accepted mapping applied.,不,COLLAPSE-00120,False
EDGE-00059,不,罘,罒,phonophore,structural_remainder_presumed_semantic,不,1,ROOT-4E0D,IMM-4E0D,⿱罒不,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 不聲,True,不,不,罒,⿱罒不,不,罒,⿱罒不,False,,,not_applicable,No accepted mapping applied.,不,COLLAPSE-00121,False
EDGE-00060,不,芣,艹,phonophore,structural_remainder_presumed_semantic,不,1,ROOT-4E0D,IMM-4E0D,⿱艹不,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 不聲,True,不,不,艹,⿱艹不,不,艹,⿱艹不,False,,,not_applicable,No accepted mapping applied.,不,COLLAPSE-00122,False
EDGE-00061,不,衃,血,phonophore,structural_remainder_presumed_semantic,不,1,ROOT-4E0D,IMM-4E0D,⿰血不,left-right,eligible_direct,high,False,CJKVI ids-analysis: 不聲,True,不,不,血,⿰血不,不,血,⿰血不,False,,,not_applicable,No accepted mapping applied.,不,COLLAPSE-00123,False
EDGE-00062,𡧍,賓,貝,phonophore,structural_remainder_presumed_semantic,𡧍,1,ROOT-219CD,IMM-219CD,⿱𡧍貝,top-bottom,missing_anchor_from_frozen_population,high,False,CJKVI ids-analysis: 𡧍聲,False,𡧍,𡧍,貝,⿱𡧍貝,𡧍,貝,⿱𡧍貝,False,,,not_applicable,No accepted mapping applied.,𡧍,COLLAPSE-06087,False
EDGE-00063,賓,儐,亻,phonophore,structural_remainder_presumed_semantic,𡧍,2,ROOT-219CD,IMM-8CD3,⿰亻賓,left-right,eligible_direct,high,False,CJKVI ids-analysis: 賓聲,True,賓,賓,亻,⿰亻賓,賓,亻,⿰亻賓,False,,,not_applicable,No accepted mapping applied.,𡧍,COLLAPSE-05434,False
EDGE-00064,賓,嬪,女,phonophore,structural_remainder_presumed_semantic,𡧍,2,ROOT-219CD,IMM-8CD3,⿰女賓,left-right,eligible_direct,high,False,CJKVI ids-analysis: 賓聲,True,賓,賓,女,⿰女賓,賓,女,⿰女賓,False,,,not_applicable,No accepted mapping applied.,𡧍,COLLAPSE-05435,False
EDGE-00065,賓,擯,扌,phonophore,structural_remainder_presumed_semantic,𡧍,2,ROOT-219CD,IMM-8CD3,⿰扌賓,left-right,eligible_direct,high,False,CJKVI ids-analysis: 賓聲,True,賓,賓,扌,⿰扌賓,賓,扌,⿰扌賓,False,,,not_applicable,No accepted mapping applied.,𡧍,COLLAPSE-05436,False
EDGE-00066,賓,檳,木,phonophore,structural_remainder_presumed_semantic,𡧍,2,ROOT-219CD,IMM-8CD3,⿰木賓,left-right,eligible_direct,high,False,CJKVI ids-analysis: 賓聲,True,賓,賓,木,⿰木賓,賓,木,⿰木賓,False,,,not_applicable,No accepted mapping applied.,𡧍,COLLAPSE-05437,False
EDGE-00067,賓,殯,歹,phonophore_and_semantic,structural_remainder_presumed_semantic,𡧍,2,ROOT-219CD,IMM-8CD3,⿰歹賓,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 賓亦聲,True,賓,賓,歹,⿰歹賓,賓,歹,⿰歹賓,False,,,not_applicable,No accepted mapping applied.,𡧍,COLLAPSE-05438,False
EDGE-00068,賓,濱,氵,phonophore,structural_remainder_presumed_semantic,𡧍,2,ROOT-219CD,IMM-8CD3,⿰氵賓,left-right,eligible_direct,high,False,CJKVI ids-analysis: 賓聲,True,賓,賓,氵,⿰氵賓,賓,氵,⿰氵賓,False,,,not_applicable,No accepted mapping applied.,𡧍,COLLAPSE-05439,False
EDGE-00069,賓,矉,目,phonophore,structural_remainder_presumed_semantic,𡧍,2,ROOT-219CD,IMM-8CD3,⿰目賓,left-right,eligible_direct,high,False,CJKVI ids-analysis: 賓聲,True,賓,賓,目,⿰目賓,賓,目,⿰目賓,False,,,not_applicable,No accepted mapping applied.,𡧍,COLLAPSE-05440,False
EDGE-00070,賓,繽,糸,phonophore,structural_remainder_presumed_semantic,𡧍,2,ROOT-219CD,IMM-8CD3,⿰糸賓,left-right,eligible_direct,high,False,CJKVI ids-analysis: 賓聲,True,賓,賓,糸,⿰糸賓,賓,糸,⿰糸賓,False,,,not_applicable,No accepted mapping applied.,𡧍,COLLAPSE-05441,False
EDGE-00071,賓,蠙,虫,phonophore,structural_remainder_presumed_semantic,𡧍,2,ROOT-219CD,IMM-8CD3,⿰虫賓,left-right,eligible_direct,high,False,CJKVI ids-analysis: 賓聲,True,賓,賓,虫,⿰虫賓,賓,虫,⿰虫賓,False,,,not_applicable,No accepted mapping applied.,𡧍,COLLAPSE-05442,False
EDGE-00072,賓,鬢,髟,phonophore,structural_remainder_presumed_semantic,𡧍,2,ROOT-219CD,IMM-8CD3,⿱髟賓,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 賓聲,True,賓,賓,髟,⿱髟賓,賓,髟,⿱髟賓,False,,,not_applicable,No accepted mapping applied.,𡧍,COLLAPSE-05443,False
EDGE-00073,丏,眄,目,phonophore,structural_remainder_presumed_semantic,丏,1,ROOT-4E0F,IMM-4E0F,⿰目丏,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丏聲,True,丏,丏,目,⿰目丏,丏,目,⿰目丏,False,,,not_applicable,No accepted mapping applied.,丏,COLLAPSE-00124,False
EDGE-00074,丑,忸,忄,phonophore,structural_remainder_presumed_semantic,丑,1,ROOT-4E11,IMM-4E11,⿰忄丑,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丑聲,True,丑,丑,忄,⿰忄丑,丑,忄,⿰忄丑,False,,,not_applicable,No accepted mapping applied.,丑,COLLAPSE-00125,False
EDGE-00075,丑,狃,犭,phonophore,structural_remainder_presumed_semantic,丑,1,ROOT-4E11,IMM-4E11,⿰犭丑,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丑聲,True,丑,丑,犭,⿰犭丑,丑,犭,⿰犭丑,False,,,not_applicable,No accepted mapping applied.,丑,COLLAPSE-00126,False
EDGE-00076,狃,峱,山,phonophore,structural_remainder_presumed_semantic,丑,2,ROOT-4E11,IMM-72C3,⿸狃山,surround-upper-left,eligible_direct,high,False,CJKVI ids-analysis: 狃聲,True,狃,丑,山,⿸狃山,狃,山,⿸狃山,False,,,not_applicable,No accepted mapping applied.,丑,COLLAPSE-04122,False
EDGE-00077,狃,莥,艹,phonophore,structural_remainder_presumed_semantic,丑,2,ROOT-4E11,IMM-72C3,⿱艹狃,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 狃聲,True,狃,丑,艹,⿱艹狃,狃,艹,⿱艹狃,False,,,not_applicable,No accepted mapping applied.,丑,COLLAPSE-04123,False
EDGE-00078,丑,紐,糸,phonophore,structural_remainder_presumed_semantic,丑,1,ROOT-4E11,IMM-4E11,⿰糸丑,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丑聲,True,丑,丑,糸,⿰糸丑,丑,糸,⿰糸丑,False,,,not_applicable,No accepted mapping applied.,丑,COLLAPSE-00127,False
EDGE-00079,丑,羞,羊,phonophore_and_semantic,structural_remainder_presumed_semantic,丑,1,ROOT-4E11,IMM-4E11,⿰羊丑,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 丑亦聲,True,丑,丑,羊,⿰羊丑,丑,羊,⿰羊丑,False,,,not_applicable,No accepted mapping applied.,丑,COLLAPSE-00128,False
EDGE-00080,丑,衄,血,phonophore,structural_remainder_presumed_semantic,丑,1,ROOT-4E11,IMM-4E11,⿰血丑,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丑聲,True,丑,丑,血,⿰血丑,丑,血,⿰血丑,False,,,not_applicable,No accepted mapping applied.,丑,COLLAPSE-00129,False
EDGE-00081,丑,鈕,釒,phonophore,structural_remainder_presumed_semantic,丑,1,ROOT-4E11,IMM-4E11,⿰釒丑,left-right,eligible_direct,high,False,CJKVI ids-analysis: 丑聲,True,丑,丑,釒,⿰釒丑,丑,釒,⿰釒丑,False,,,not_applicable,No accepted mapping applied.,丑,COLLAPSE-00130,False
EDGE-00082,且,助,力,phonophore,structural_remainder_presumed_semantic,且,1,ROOT-4E14,IMM-4E14,⿰且力,left-right,eligible_direct,high,False,CJKVI ids-analysis: 且聲,True,且,且,力,⿰且力,且,力,⿰且力,False,,,not_applicable,No accepted mapping applied.,且,COLLAPSE-00131,False
EDGE-00083,助,耡,耒,phonophore,structural_remainder_presumed_semantic,且,2,ROOT-4E14,IMM-52A9,⿰耒助,left-right,eligible_direct,high,False,CJKVI ids-analysis: 助聲,True,助,且,耒,⿰耒助,助,耒,⿰耒助,False,,,not_applicable,No accepted mapping applied.,且,COLLAPSE-00964,False
