model,relation_class,matched_edges,mean_offset_cosine_a,mean_offset_cosine_b,mean_residual_anchor_cosine_a,mean_residual_anchor_cosine_b,channel_a,channel_b,subset_id,mean_offset_cosine_c,mean_residual_anchor_cosine_c,channel_c
bge_m3_1024d,釒,136,0.22121465400628304,0.19206489435643612,0.4893307782271329,0.5290640277021071,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
bge_m3_1024d,門,31,0.3160009972390629,0.1614397741373508,0.48909544079534467,0.5365661911426052,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
bge_m3_1024d,阝,118,0.30106003051308,0.27714387474234325,0.47211837010868524,0.5127825178837372,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
bge_m3_1024d,隹,14,0.08794352864580494,0.05557661955910069,0.426129013299942,0.4772230514458248,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
bge_m3_1024d,雨,26,0.1696858155326201,0.24309659204803977,0.4525608913256572,0.5469934630852479,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
bge_m3_1024d,革,30,0.23770717140287162,0.2864862541357676,0.4655610208710035,0.5401153266429901,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
bge_m3_1024d,韋,8,0.27714033983647823,0.1895948071032762,0.5905142836272717,0.42947398126125336,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
bge_m3_1024d,頁,42,0.15166648801061366,0.10972640581340305,0.45737573717321667,0.5306596436670848,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
bge_m3_1024d,風,9,0.07693844764596885,0.33221767842769623,0.48865900105900234,0.6143375436464945,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
bge_m3_1024d,食,5,0.07590163201093673,0.07127289287745953,0.40077015459537507,0.5019644141197205,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
bge_m3_1024d,飠,36,0.23318972485139966,0.24920912086963648,0.4918031150268184,0.5311014677087466,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
