channel,relation_class,models,mean_offset_consistency,mean_forward_mrr,mean_inverse_mrr
en_def_translated_cn_def,龠,4,,,
en_def_translated_cn_def,𠘨,4,,,
en_def_translated_cn_def,𠚕,4,,,
en_def_translated_cn_def,𠫓,4,,,
en_def_translated_cn_def,𡱕,4,,,
en_def_translated_cn_def,𢆶,4,,,
en_def_translated_cn_def,𣶒,4,,,
en_def_translated_cn_def,𤤴,4,,,
en_def_translated_cn_def,𦍌,4,,,
en_def_translated_cn_def,𧾷,4,0.22271303434536088,0.0146920574611318,0.025601516192955948
en_gloss_unihan,㐬,4,,,
en_gloss_unihan,㐭,4,,,
en_gloss_unihan,㔾,4,,,
en_gloss_unihan,㗊,4,,,
en_gloss_unihan,㝱,4,,,
en_gloss_unihan,㣺,4,,,
en_gloss_unihan,㫃,4,0.29713445454119486,0.016786505094181624,0.002634587965254575
en_gloss_unihan,㹜,4,,,
en_gloss_unihan,㾜,4,,,
en_gloss_unihan,䀠,4,,,
en_gloss_unihan,䖵,4,0.14795815513934935,0.00365907545841615,0.00420003144669205
en_gloss_unihan,一,4,,,
en_gloss_unihan,丂,4,,,
en_gloss_unihan,与,4,,,
en_gloss_unihan,乑,4,,,
en_gloss_unihan,乙,4,,,
en_gloss_unihan,二,4,,,
en_gloss_unihan,云,4,,,
en_gloss_unihan,京,4,,,
en_gloss_unihan,人,4,,,
en_gloss_unihan,亻,4,0.08594343485061655,0.020605905642386672,0.04694995503690043
en_gloss_unihan,儿,4,,,
en_gloss_unihan,光,4,,,
en_gloss_unihan,兮,4,,,
en_gloss_unihan,共,4,,,
en_gloss_unihan,冂,4,,,
en_gloss_unihan,冃,4,,,
en_gloss_unihan,冖,4,,,
en_gloss_unihan,冫,4,0.20988254944005832,0.00265265468359995,0.0025528171621479003
en_gloss_unihan,几,4,,,
en_gloss_unihan,刀,4,,,
en_gloss_unihan,刂,4,0.2303753277696104,0.03009712624706595,0.012909241463542949
en_gloss_unihan,力,4,0.17358279815348593,0.00515456684165735,0.00675024103260435
en_gloss_unihan,勹,4,,,
en_gloss_unihan,匕,4,,,
en_gloss_unihan,匚,4,0.09554845176171507,0.0009572050588437749,0.0012631284007557498
en_gloss_unihan,匸,4,,,
en_gloss_unihan,十,4,,,
en_gloss_unihan,卂,4,,,
en_gloss_unihan,午,4,,,
en_gloss_unihan,半,4,,,
en_gloss_unihan,卜,4,,,
en_gloss_unihan,卩,4,,,
en_gloss_unihan,卵,4,,,
en_gloss_unihan,厂,4,,,
en_gloss_unihan,厶,4,,,
en_gloss_unihan,去,4,,,
en_gloss_unihan,又,4,,,
en_gloss_unihan,口,4,0.22413275914448422,0.011348375088242425,0.0289257764293713
en_gloss_unihan,可,4,,,
en_gloss_unihan,吅,4,,,
en_gloss_unihan,向,4,,,
en_gloss_unihan,喜,4,,,
en_gloss_unihan,囗,4,0.18396470346488053,0.01115280622497525,0.005790990877376025
en_gloss_unihan,土,4,0.18280223678546337,0.02414315145687475,0.0343722362222106
en_gloss_unihan,壬,4,,,
en_gloss_unihan,壴,4,,,
en_gloss_unihan,夂,4,,,
en_gloss_unihan,夕,4,,,
en_gloss_unihan,多,4,,,
