model,relation_class,channels,mean_offset_consistency,mean_forward_mrr,mean_inverse_mrr
gte_multilingual_base_768d,衤,4,0.2930859839515467,0.007357782415129025,0.010843540775783426
gte_multilingual_base_768d,襾,4,,,
gte_multilingual_base_768d,覀,2,,,
gte_multilingual_base_768d,見,4,0.14834296260960395,0.014532487105842325,0.010970593181743326
gte_multilingual_base_768d,角,4,0.2905568098427639,0.00096148715356875,0.01153554501127505
gte_multilingual_base_768d,言,4,0.19033275201567393,0.018186351815498974,0.038383823605179175
gte_multilingual_base_768d,谷,4,,,
gte_multilingual_base_768d,豆,4,,,
gte_multilingual_base_768d,豕,4,0.4388348124921322,0.0358285044503849,0.0023589269146497
gte_multilingual_base_768d,象,4,,,
gte_multilingual_base_768d,豸,4,0.3758538026795057,0.025759085731451126,0.002803870082137075
gte_multilingual_base_768d,貝,4,0.21346457152218187,0.011103779329317475,0.0110955262448521
gte_multilingual_base_768d,赤,4,,,
gte_multilingual_base_768d,走,4,0.09544072159042111,0.0026624292652361247,0.0054183054041333995
gte_multilingual_base_768d,足,4,0.2970746606588363,0.0002054973126403,0.0185689852125229
gte_multilingual_base_768d,身,4,,,
gte_multilingual_base_768d,車,4,0.25693210068992467,0.0032671519308792997,0.005958039975208
gte_multilingual_base_768d,辛,4,,,
gte_multilingual_base_768d,辶,4,0.15966919911885719,0.00722103395045475,0.0201348377623825
gte_multilingual_base_768d,邑,4,,,
gte_multilingual_base_768d,酉,4,0.20895997289173665,0.003300626720744075,0.00556757160725305
gte_multilingual_base_768d,釆,4,,,
gte_multilingual_base_768d,里,4,,,
gte_multilingual_base_768d,金,2,,,
gte_multilingual_base_768d,釒,4,0.22530712089211336,0.005940898699595801,0.02303921919214135
gte_multilingual_base_768d,镸,1,,,
gte_multilingual_base_768d,門,4,0.1852221320308144,0.026701280278423275,0.042963803778610025
gte_multilingual_base_768d,阝,4,0.2251107237186108,0.0119600288063257,0.029354941360186848
gte_multilingual_base_768d,隹,4,0.11096304731614362,0.017145309587714853,0.012613779206720726
gte_multilingual_base_768d,雈,4,,,
gte_multilingual_base_768d,雨,4,0.2703310252015682,0.029781296173041698,0.05128297344025168
gte_multilingual_base_768d,雲,2,,,
gte_multilingual_base_768d,非,4,,,
gte_multilingual_base_768d,面,4,,,
gte_multilingual_base_768d,革,4,0.2411460479394832,0.00977300590655855,0.06088682201950295
gte_multilingual_base_768d,韋,4,0.2334470510896709,0.000683607964311,0.0055258642733158995
gte_multilingual_base_768d,韮,4,,,
gte_multilingual_base_768d,音,4,0.0639506056904792,0.0006577342680136,0.005591014170321
gte_multilingual_base_768d,頁,4,0.14070901432390104,0.0027317927033302246,0.008439515589898375
gte_multilingual_base_768d,風,4,0.22825179906148046,0.0411959861331016,0.020608837840365622
gte_multilingual_base_768d,食,4,0.07564819358910119,0.002020376056062375,0.008114000137261575
gte_multilingual_base_768d,飠,4,0.23456159290011316,0.004837763074273424,0.016505212216008223
gte_multilingual_base_768d,首,4,,,
gte_multilingual_base_768d,香,2,,,
gte_multilingual_base_768d,馬,4,0.2602777242749167,0.004651945772789775,0.00995283147022185
gte_multilingual_base_768d,骨,4,0.3507324608209997,0.08867573533469295,0.0050708987214936
gte_multilingual_base_768d,高,4,,,
gte_multilingual_base_768d,髟,4,0.23807807858207852,0.024208056528400076,0.04888577504823845
gte_multilingual_base_768d,鬥,4,,,
gte_multilingual_base_768d,鬼,4,0.20041662459779114,0.006345823971085775,0.007985763336872474
gte_multilingual_base_768d,魚,4,0.4378712149802595,0.022230213686418625,0.0038828473893075498
gte_multilingual_base_768d,鳥,4,0.38433264071182427,0.026862960931677626,0.0081954520787731
gte_multilingual_base_768d,鹵,4,,,
gte_multilingual_base_768d,鹽,2,,,
gte_multilingual_base_768d,鹿,4,0.3304703773495245,0.04184182246419368,0.0059053674455695005
gte_multilingual_base_768d,麥,4,0.14581957980990407,0.06289405774689659,0.12631265986840307
gte_multilingual_base_768d,麻,4,,,
gte_multilingual_base_768d,黍,4,,,
gte_multilingual_base_768d,黑,4,0.20068041264734027,0.003299180651724,0.0144969544327432
gte_multilingual_base_768d,黹,4,,,
gte_multilingual_base_768d,黽,4,,,
gte_multilingual_base_768d,鼎,4,,,
gte_multilingual_base_768d,鼓,4,0.5072438754141331,0.08921897022050135,0.00160757672585505
gte_multilingual_base_768d,鼠,4,0.3943217747741275,0.0151482841531514,0.0074333850000784
gte_multilingual_base_768d,鼻,4,,,
gte_multilingual_base_768d,齒,4,0.3433572627572258,0.022611609305706576,0.003626084719005325
gte_multilingual_base_768d,龍,4,,,
gte_multilingual_base_768d,龠,4,,,
gte_multilingual_base_768d,𠘨,4,,,
gte_multilingual_base_768d,𠚕,4,,,
gte_multilingual_base_768d,𠩺,1,,,
gte_multilingual_base_768d,𠫓,4,,,
gte_multilingual_base_768d,𡱕,4,,,
gte_multilingual_base_768d,𢆶,4,,,
gte_multilingual_base_768d,𣶒,4,,,
gte_multilingual_base_768d,𤤴,4,,,
gte_multilingual_base_768d,𥄎,1,,,
gte_multilingual_base_768d,𦍌,4,,,
gte_multilingual_base_768d,𧾷,4,0.2516235747965732,0.014058760344243425,0.0298008790996407
qwen3_0.6b_1024d,⺝,1,,,
qwen3_0.6b_1024d,㐬,4,,,
qwen3_0.6b_1024d,㐭,2,,,
qwen3_0.6b_1024d,㐺,1,,,
qwen3_0.6b_1024d,㔾,4,,,
qwen3_0.6b_1024d,㗊,2,,,
qwen3_0.6b_1024d,㝱,4,,,
qwen3_0.6b_1024d,㣺,4,,,
qwen3_0.6b_1024d,㫃,4,0.24496302848610166,0.020514525842109176,0.005134745107311526
qwen3_0.6b_1024d,㹜,4,,,
qwen3_0.6b_1024d,㾜,4,,,
qwen3_0.6b_1024d,䀠,4,,,
qwen3_0.6b_1024d,䖵,4,0.1034167093224823,0.00432361599859025,0.01168618040782475
qwen3_0.6b_1024d,一,4,,,
qwen3_0.6b_1024d,丂,2,,,
qwen3_0.6b_1024d,与,2,,,
qwen3_0.6b_1024d,丠,1,,,
qwen3_0.6b_1024d,丮,1,,,
qwen3_0.6b_1024d,乑,4,,,
qwen3_0.6b_1024d,乙,4,,,
qwen3_0.6b_1024d,二,4,,,
qwen3_0.6b_1024d,云,2,,,
qwen3_0.6b_1024d,京,4,,,
qwen3_0.6b_1024d,人,4,,,
qwen3_0.6b_1024d,亻,4,0.0771831740588747,0.0263304862569285,0.04457505758058535
qwen3_0.6b_1024d,儿,4,,,
qwen3_0.6b_1024d,光,4,,,
qwen3_0.6b_1024d,兮,4,,,
qwen3_0.6b_1024d,共,4,,,
qwen3_0.6b_1024d,冂,4,,,
qwen3_0.6b_1024d,冃,4,,,
qwen3_0.6b_1024d,冖,4,,,
qwen3_0.6b_1024d,冥,1,,,
qwen3_0.6b_1024d,冫,4,0.2289663217722987,0.013994539447981898,0.0062247950013242
qwen3_0.6b_1024d,几,4,,,
qwen3_0.6b_1024d,刀,4,,,
qwen3_0.6b_1024d,刂,4,0.2447802009556387,0.01964885631299245,0.013958744403426725
qwen3_0.6b_1024d,力,4,0.13557521025295893,0.009885282830900274,0.01750574461200785
qwen3_0.6b_1024d,勹,4,,,
qwen3_0.6b_1024d,匕,4,,,
qwen3_0.6b_1024d,匚,4,0.13447428338695314,0.0032166094723713,0.003232451135689925
qwen3_0.6b_1024d,匸,4,,,
qwen3_0.6b_1024d,十,4,,,
qwen3_0.6b_1024d,卂,4,,,
qwen3_0.6b_1024d,午,2,,,
qwen3_0.6b_1024d,半,4,,,
qwen3_0.6b_1024d,卜,4,,,
qwen3_0.6b_1024d,卩,4,,,
qwen3_0.6b_1024d,卵,4,,,
qwen3_0.6b_1024d,厂,4,0.0747565235942602,0.0348550895249436,0.1689539293812963
qwen3_0.6b_1024d,厶,4,,,
qwen3_0.6b_1024d,去,2,,,
qwen3_0.6b_1024d,又,4,,,
qwen3_0.6b_1024d,口,4,0.24663021405447644,0.009675452309195951,0.023164366376440898
qwen3_0.6b_1024d,可,2,,,
qwen3_0.6b_1024d,吅,2,,,
qwen3_0.6b_1024d,向,4,,,
qwen3_0.6b_1024d,喜,4,,,
qwen3_0.6b_1024d,囗,4,0.1707304247866638,0.0065593533386078,0.00350000822638895
qwen3_0.6b_1024d,土,4,0.20633925884480364,0.0170077698308311,0.03261381420638795
qwen3_0.6b_1024d,士,1,,,
qwen3_0.6b_1024d,壬,4,,,
qwen3_0.6b_1024d,壴,4,,,
qwen3_0.6b_1024d,夂,4,,,
qwen3_0.6b_1024d,夊,1,,,
qwen3_0.6b_1024d,夕,4,,,
qwen3_0.6b_1024d,多,4,,,
qwen3_0.6b_1024d,大,4,0.07397304933207727,0.048228031106732225,0.029904468455614473
qwen3_0.6b_1024d,夨,1,,,
qwen3_0.6b_1024d,夭,4,,,
qwen3_0.6b_1024d,夰,1,,,
qwen3_0.6b_1024d,夸,4,,,
qwen3_0.6b_1024d,奢,1,,,
qwen3_0.6b_1024d,女,4,0.20804070369638822,0.0094337624299088,0.020007370069408975
qwen3_0.6b_1024d,子,4,0.15102394844871012,0.009501486149751976,0.0023839139844758
qwen3_0.6b_1024d,學,4,,,
qwen3_0.6b_1024d,宀,4,0.10000037189890876,0.002386584467657525,0.008451622676465025
qwen3_0.6b_1024d,寸,4,,,
qwen3_0.6b_1024d,尢,4,,,
qwen3_0.6b_1024d,尸,4,0.05367627904957362,0.0054611910116675755,0.034907216631473274
qwen3_0.6b_1024d,尺,4,,,
qwen3_0.6b_1024d,履,4,,,
qwen3_0.6b_1024d,山,4,0.2942331399924969,0.022515028487641125,0.023001902329368325
qwen3_0.6b_1024d,屾,1,,,
qwen3_0.6b_1024d,工,4,,,
qwen3_0.6b_1024d,巫,2,,,
qwen3_0.6b_1024d,巾,4,0.23758460802905002,0.017018810779282648,0.0205139261528923
qwen3_0.6b_1024d,幺,4,,,
qwen3_0.6b_1024d,广,4,0.1608309520985044,0.03382032103422695,0.039343245790096903
qwen3_0.6b_1024d,庚,4,,,
qwen3_0.6b_1024d,廾,4,,,
qwen3_0.6b_1024d,弓,4,0.15785911795902102,0.02024973127305193,0.026862331447686825
qwen3_0.6b_1024d,彡,4,0.10508827222067679,0.00747532826901335,0.03021716294139965
qwen3_0.6b_1024d,彣,2,,,
qwen3_0.6b_1024d,彳,4,0.1264680060387079,0.014378309872036425,0.02839067183729827
qwen3_0.6b_1024d,微,4,,,
qwen3_0.6b_1024d,心,4,0.22018490194055101,0.02224319953109585,0.041659644929610176
qwen3_0.6b_1024d,忄,4,0.2688141702977114,0.013092739116516875,0.022509800148528
qwen3_0.6b_1024d,恣,4,,,
qwen3_0.6b_1024d,戈,4,0.17134424239030158,0.00444121340297375,0.0102656794205231
qwen3_0.6b_1024d,戊,4,,,
qwen3_0.6b_1024d,戶,4,0.0879625605884939,0.00080963294113925,0.0113675883169241
qwen3_0.6b_1024d,手,4,0.1601847344654656,0.005529897867476225,0.0099380144066119
qwen3_0.6b_1024d,扌,4,0.21101656420397658,0.017404002898058876,0.032099160921470804
qwen3_0.6b_1024d,支,2,,,
qwen3_0.6b_1024d,攴,4,0.1570123857818544,0.00043391335244,0.0015560161585133
qwen3_0.6b_1024d,攵,4,0.08379764388925755,0.007671233675221651,0.029986123417774152
qwen3_0.6b_1024d,敕,4,,,
qwen3_0.6b_1024d,文,4,,,
qwen3_0.6b_1024d,斗,4,0.05979816123976238,0.0007822137253896,0.003797206046803375
qwen3_0.6b_1024d,斤,4,0.11000215923413631,0.0070727603254995,0.007015421840519725
qwen3_0.6b_1024d,日,4,0.21990228308824278,0.03372534641839953,0.059679311794371054
qwen3_0.6b_1024d,旨,4,,,
qwen3_0.6b_1024d,是,4,,,
qwen3_0.6b_1024d,曰,4,,,
qwen3_0.6b_1024d,月,4,0.2166393411138819,0.040892262946698,0.009469406666866825
qwen3_0.6b_1024d,木,4,0.25564160023453786,0.0124719430549889,0.02244622074644025
qwen3_0.6b_1024d,東,2,,,
qwen3_0.6b_1024d,林,4,0.026674477073053475,0.001114748401724575,0.00277179128803305
qwen3_0.6b_1024d,欠,4,0.09565411582766539,0.0055181165165735,0.03492947411372828
qwen3_0.6b_1024d,止,4,,,
qwen3_0.6b_1024d,步,4,,,
qwen3_0.6b_1024d,歹,4,0.19591415764689796,0.0292027082852209,0.01865799252307105
qwen3_0.6b_1024d,死,4,,,
qwen3_0.6b_1024d,殳,4,,,
qwen3_0.6b_1024d,比,4,,,
qwen3_0.6b_1024d,毛,4,0.18652320834419997,0.0038539830553355253,0.04027974663931165
qwen3_0.6b_1024d,民,4,,,
qwen3_0.6b_1024d,气,4,,,
qwen3_0.6b_1024d,水,4,0.10445536253973838,0.0009915051845916251,0.007756462033728175
qwen3_0.6b_1024d,氵,4,0.24841762843555984,0.015218058251079799,0.02451449953267935
qwen3_0.6b_1024d,火,4,0.27018798737812577,0.0653693488596098,0.053469743091344925
qwen3_0.6b_1024d,灬,4,,,
qwen3_0.6b_1024d,炎,1,,,
qwen3_0.6b_1024d,爪,4,,,
qwen3_0.6b_1024d,爭,4,,,
qwen3_0.6b_1024d,父,4,,,
qwen3_0.6b_1024d,爿,4,,,
qwen3_0.6b_1024d,片,4,,,
qwen3_0.6b_1024d,牛,4,,,
qwen3_0.6b_1024d,牜,4,0.13149992282694525,0.008007520808749275,0.00944112455520295
qwen3_0.6b_1024d,犬,4,-0.0035033675007677,0.04243188526844795,0.08932319741026908
qwen3_0.6b_1024d,犭,4,0.23924646584799092,0.005476079030010325,0.005680649731203949
qwen3_0.6b_1024d,玄,2,,,
qwen3_0.6b_1024d,玉,4,,,
qwen3_0.6b_1024d,王,4,0.2941080525013247,0.027580392757034423,0.024770832613372127
qwen3_0.6b_1024d,瓜,4,,,
qwen3_0.6b_1024d,瓦,4,0.363684800125986,0.04842734467731647,0.016709614488958698
qwen3_0.6b_1024d,田,4,0.12856169903758338,0.051092797723868225,0.04157856349169638
qwen3_0.6b_1024d,申,2,,,
qwen3_0.6b_1024d,男,4,,,
qwen3_0.6b_1024d,甾,1,,,
qwen3_0.6b_1024d,畢,4,,,
qwen3_0.6b_1024d,疒,4,0.33345469973950576,0.0142639453928995,0.013225078821572
qwen3_0.6b_1024d,癶,4,,,
qwen3_0.6b_1024d,白,4,0.21998059260658917,0.0138308742802003,0.0045063286321699
qwen3_0.6b_1024d,皮,4,0.1570011470466852,0.0008278128431749,0.0010962233789113
qwen3_0.6b_1024d,皿,4,0.2163834318067088,0.012091395497714975,0.016033603303416098
qwen3_0.6b_1024d,目,4,0.28685641894443487,0.0173067962206275,0.015846959765744177
qwen3_0.6b_1024d,盾,1,,,
qwen3_0.6b_1024d,矛,4,,,
qwen3_0.6b_1024d,矢,4,0.05237464111026682,0.0021038679091292247,0.0090298067121325
qwen3_0.6b_1024d,石,4,0.21570848096243866,0.0082341172456935,0.015030881074738324
qwen3_0.6b_1024d,示,4,0.08420800562016661,0.003879239079197575,0.006439239628102875
qwen3_0.6b_1024d,礻,4,0.22931367611332082,0.026641549552078,0.028818363764473526
qwen3_0.6b_1024d,禾,4,0.17285963641268842,0.009839647510213625,0.01555234831284475
qwen3_0.6b_1024d,穴,4,0.14796371061500962,0.019403616714276477,0.021878086961015925
qwen3_0.6b_1024d,立,4,-0.0003448921854474498,0.0044650487890749505,0.00452081921747445
qwen3_0.6b_1024d,竹,4,0.28004959680595737,0.0180947239232097,0.022348363549953273
qwen3_0.6b_1024d,箕,4,,,
qwen3_0.6b_1024d,米,4,0.2516642686602844,0.019930749717575802,0.012381323448807725
qwen3_0.6b_1024d,糸,4,0.2721958237315034,0.012101382557663775,0.016574419633215702
qwen3_0.6b_1024d,縣,4,,,
qwen3_0.6b_1024d,缶,4,0.0583395827561616,0.0005328716497544,0.0013857728174018
qwen3_0.6b_1024d,网,4,,,
qwen3_0.6b_1024d,罒,2,0.1480017092078924,0.00075913114442365,0.00210912344623755
qwen3_0.6b_1024d,羊,4,0.2250161684118211,0.00257392915004465,0.009584023467945499
qwen3_0.6b_1024d,羽,4,0.20300712103844087,0.024724615462454375,0.007092594770139525
qwen3_0.6b_1024d,習,4,,,
qwen3_0.6b_1024d,老,4,,,
qwen3_0.6b_1024d,耂,2,,,
qwen3_0.6b_1024d,耒,4,0.12018631915894468,0.0055465116426005,0.0027913452378168
qwen3_0.6b_1024d,耳,4,0.147032747760114,0.0028477937214167748,0.00401760664252795
qwen3_0.6b_1024d,肉,4,0.26274951373312483,0.008365074272853426,0.01753786737032655
qwen3_0.6b_1024d,臣,4,,,
qwen3_0.6b_1024d,臤,4,,,
qwen3_0.6b_1024d,臥,4,,,
qwen3_0.6b_1024d,自,4,,,
qwen3_0.6b_1024d,至,4,,,
qwen3_0.6b_1024d,舌,4,,,
qwen3_0.6b_1024d,舛,2,,,
qwen3_0.6b_1024d,舟,4,0.386361105251126,0.07162446769638789,0.05262055662552568
qwen3_0.6b_1024d,色,2,,,
qwen3_0.6b_1024d,艹,4,0.2996639193854702,0.015802967133760525,0.02456410822269845
qwen3_0.6b_1024d,蕇,4,,,
qwen3_0.6b_1024d,虍,4,0.1581345852464437,0.0022346995365185,0.0029457096780359
qwen3_0.6b_1024d,虎,2,,,
qwen3_0.6b_1024d,虫,4,0.39977771055389394,0.013366337047402024,0.01016032160262575
qwen3_0.6b_1024d,血,4,0.254051111638546,0.0018764798650611001,0.020011628960854202
qwen3_0.6b_1024d,行,4,0.0354762479463326,0.018249717793982347,0.024218717288896473
qwen3_0.6b_1024d,衣,4,0.21785674632871638,0.0077535245328580246,0.015763719576394074
qwen3_0.6b_1024d,衤,4,0.29244507310037715,0.010442341538539901,0.015810378570261876
qwen3_0.6b_1024d,襾,4,,,
qwen3_0.6b_1024d,覀,2,,,
qwen3_0.6b_1024d,見,4,0.16522896656533698,0.02325072258721915,0.028984040579130822
qwen3_0.6b_1024d,角,4,0.18741905400233844,0.00296198205674535,0.01367206090741485
qwen3_0.6b_1024d,言,4,0.21698885618791747,0.015618338325327349,0.031432131851512175
qwen3_0.6b_1024d,谷,4,,,
qwen3_0.6b_1024d,豆,4,,,
qwen3_0.6b_1024d,豕,4,0.3977285150128106,0.14046873375729738,0.00649428516635615
qwen3_0.6b_1024d,象,4,,,
qwen3_0.6b_1024d,豸,4,0.3973745491000868,0.03743904385189192,0.0032725268898127
qwen3_0.6b_1024d,貝,4,0.24475644148364092,0.006247747688170151,0.00793561501630215
qwen3_0.6b_1024d,赤,4,,,
qwen3_0.6b_1024d,走,4,0.11477856044657522,0.0038099271863541,0.01084106753148585
qwen3_0.6b_1024d,足,4,0.2406431287527084,0.2502748716681173,0.2615763341092288
qwen3_0.6b_1024d,身,4,,,
qwen3_0.6b_1024d,車,4,0.2621481258688915,0.00398044339662195,0.007300584750046275
qwen3_0.6b_1024d,辛,4,,,
qwen3_0.6b_1024d,辶,4,0.17890435117209733,0.012498205379114176,0.024350078854582548
qwen3_0.6b_1024d,邑,4,,,
qwen3_0.6b_1024d,酉,4,0.21183045546867002,0.00515590579620685,0.016184166593764024
qwen3_0.6b_1024d,釆,4,,,
qwen3_0.6b_1024d,里,4,,,
qwen3_0.6b_1024d,金,2,,,
qwen3_0.6b_1024d,釒,4,0.2871982703181876,0.010088820112101675,0.021369468425704075
qwen3_0.6b_1024d,镸,1,,,
qwen3_0.6b_1024d,門,4,0.19812884986736434,0.0250580870355027,0.03492382920970712
qwen3_0.6b_1024d,阝,4,0.21117526976760187,0.014426969177444949,0.035399155812519775
qwen3_0.6b_1024d,隹,4,0.09907973511220107,0.018167305336754574,0.0149598652792504
qwen3_0.6b_1024d,雈,4,,,
qwen3_0.6b_1024d,雨,4,0.30431321060423183,0.026889918710926473,0.04487336689787145
qwen3_0.6b_1024d,雲,2,,,
qwen3_0.6b_1024d,非,4,,,
qwen3_0.6b_1024d,面,4,,,
qwen3_0.6b_1024d,革,4,0.2281950419543586,0.022159328685942524,0.05843623888687875
qwen3_0.6b_1024d,韋,4,0.25956069605631954,0.0047678188321876504,0.002126409177274
qwen3_0.6b_1024d,韮,4,,,
qwen3_0.6b_1024d,音,4,0.0181848410284146,0.001083712914077,0.0029039659824138
qwen3_0.6b_1024d,頁,4,0.17698383478535287,0.004566512224178075,0.00681991326137105
qwen3_0.6b_1024d,風,4,0.2628377720765355,0.05014986570168052,0.0097280322811028
qwen3_0.6b_1024d,食,4,0.06775585683256696,0.0031593288111528748,0.002626592455645475
qwen3_0.6b_1024d,飠,4,0.29040200545944334,0.0183331337604076,0.019396862678424175
qwen3_0.6b_1024d,首,4,,,
qwen3_0.6b_1024d,香,2,,,
qwen3_0.6b_1024d,馬,4,0.2937421337430142,0.007861913376017101,0.014811779480779701
qwen3_0.6b_1024d,骨,4,0.3275628071210105,0.05440740473334013,0.006796000911558775
qwen3_0.6b_1024d,高,4,,,
qwen3_0.6b_1024d,髟,4,0.24078377089912958,0.04266319531724702,0.036324614058667624
qwen3_0.6b_1024d,鬥,4,,,
qwen3_0.6b_1024d,鬼,4,0.2556781778629455,0.009828137987893025,0.0049107648534467
qwen3_0.6b_1024d,魚,4,0.5188643146228666,0.0612030261727618,0.013084551419680825
qwen3_0.6b_1024d,鳥,4,0.502455606955786,0.051760128827888476,0.00499199288402785
qwen3_0.6b_1024d,鹵,4,,,
qwen3_0.6b_1024d,鹽,2,,,
qwen3_0.6b_1024d,鹿,4,0.36279078096441636,0.04529160951030727,0.0054660639147903
qwen3_0.6b_1024d,麥,4,0.29086204711347813,0.10204269391259765,0.003911837864962251
qwen3_0.6b_1024d,麻,4,,,
qwen3_0.6b_1024d,黍,4,,,
qwen3_0.6b_1024d,黑,4,0.18987828034737458,0.0037566886841900755,0.004415457298078825
qwen3_0.6b_1024d,黹,4,,,
qwen3_0.6b_1024d,黽,4,,,
qwen3_0.6b_1024d,鼎,4,,,
qwen3_0.6b_1024d,鼓,4,0.35865744575858116,0.08732220610973104,0.0017402831949456
qwen3_0.6b_1024d,鼠,4,0.34413429631127246,0.0214129857112624,0.007804387695432451
qwen3_0.6b_1024d,鼻,4,,,
qwen3_0.6b_1024d,齒,4,0.29490556391167705,0.01428631657096745,0.00388190694103775
qwen3_0.6b_1024d,龍,4,,,
qwen3_0.6b_1024d,龠,4,,,
qwen3_0.6b_1024d,𠘨,4,,,
qwen3_0.6b_1024d,𠚕,4,,,
qwen3_0.6b_1024d,𠩺,1,,,
qwen3_0.6b_1024d,𠫓,4,,,
qwen3_0.6b_1024d,𡱕,4,,,
qwen3_0.6b_1024d,𢆶,4,,,
qwen3_0.6b_1024d,𣶒,4,,,
qwen3_0.6b_1024d,𤤴,4,,,
qwen3_0.6b_1024d,𥄎,1,,,
qwen3_0.6b_1024d,𦍌,4,,,
qwen3_0.6b_1024d,𧾷,4,0.2727673522422984,0.018790608175370024,0.032396108639915
qwen3_4b_2560d_int8,⺝,1,,,
qwen3_4b_2560d_int8,㐬,4,,,
qwen3_4b_2560d_int8,㐭,2,,,
qwen3_4b_2560d_int8,㐺,1,,,
qwen3_4b_2560d_int8,㔾,4,,,
qwen3_4b_2560d_int8,㗊,2,,,
qwen3_4b_2560d_int8,㝱,4,,,
qwen3_4b_2560d_int8,㣺,4,,,
qwen3_4b_2560d_int8,㫃,4,0.25538458613260484,0.021438342488415824,0.005392005327963725
qwen3_4b_2560d_int8,㹜,4,,,
qwen3_4b_2560d_int8,㾜,4,,,
qwen3_4b_2560d_int8,䀠,4,,,
qwen3_4b_2560d_int8,䖵,4,0.21123329438269134,0.00385043318327695,0.00197944210380975
qwen3_4b_2560d_int8,一,4,,,
qwen3_4b_2560d_int8,丂,2,,,
qwen3_4b_2560d_int8,与,2,,,
qwen3_4b_2560d_int8,丠,1,,,
qwen3_4b_2560d_int8,丮,1,,,
qwen3_4b_2560d_int8,乑,4,,,
qwen3_4b_2560d_int8,乙,4,,,
qwen3_4b_2560d_int8,二,4,,,
qwen3_4b_2560d_int8,云,2,,,
qwen3_4b_2560d_int8,京,4,,,
qwen3_4b_2560d_int8,人,4,,,
qwen3_4b_2560d_int8,亻,4,0.0756493508973322,0.0293530475643611,0.055339425197893075
qwen3_4b_2560d_int8,儿,4,,,
qwen3_4b_2560d_int8,光,4,,,
qwen3_4b_2560d_int8,兮,4,,,
qwen3_4b_2560d_int8,共,4,,,
qwen3_4b_2560d_int8,冂,4,,,
qwen3_4b_2560d_int8,冃,4,,,
qwen3_4b_2560d_int8,冖,4,,,
qwen3_4b_2560d_int8,冥,1,,,
qwen3_4b_2560d_int8,冫,4,0.2239759832931061,0.0131397049807566,0.0029165485240496497
qwen3_4b_2560d_int8,几,4,,,
qwen3_4b_2560d_int8,刀,4,,,
qwen3_4b_2560d_int8,刂,4,0.242885635983621,0.025137971977666103,0.0189677203637502
qwen3_4b_2560d_int8,力,4,0.17579333079123421,0.024422720169570325,0.0236304280751512
qwen3_4b_2560d_int8,勹,4,,,
qwen3_4b_2560d_int8,匕,4,,,
qwen3_4b_2560d_int8,匚,4,0.13437699903734024,0.003577676145847625,0.0028517643122804
qwen3_4b_2560d_int8,匸,4,,,
qwen3_4b_2560d_int8,十,4,,,
qwen3_4b_2560d_int8,卂,4,,,
qwen3_4b_2560d_int8,午,2,,,
qwen3_4b_2560d_int8,半,4,,,
qwen3_4b_2560d_int8,卜,4,,,
qwen3_4b_2560d_int8,卩,4,,,
qwen3_4b_2560d_int8,卵,4,,,
qwen3_4b_2560d_int8,厂,4,0.043658684939146,0.0140519328444236,0.0339394993617323
qwen3_4b_2560d_int8,厶,4,,,
qwen3_4b_2560d_int8,去,2,,,
qwen3_4b_2560d_int8,又,4,,,
qwen3_4b_2560d_int8,口,4,0.24019273097193367,0.021126629348559425,0.038032102912475975
qwen3_4b_2560d_int8,可,2,,,
qwen3_4b_2560d_int8,吅,2,,,
qwen3_4b_2560d_int8,向,4,,,
qwen3_4b_2560d_int8,喜,4,,,
qwen3_4b_2560d_int8,囗,4,0.17224375035783102,0.00555943636589445,0.0056230167445382
qwen3_4b_2560d_int8,土,4,0.2071543448059453,0.02584024308016655,0.04255226259980227
qwen3_4b_2560d_int8,士,1,,,
qwen3_4b_2560d_int8,壬,4,,,
qwen3_4b_2560d_int8,壴,4,,,
qwen3_4b_2560d_int8,夂,4,,,
qwen3_4b_2560d_int8,夊,1,,,
qwen3_4b_2560d_int8,夕,4,,,
qwen3_4b_2560d_int8,多,4,,,
qwen3_4b_2560d_int8,大,4,0.016446193942101648,0.04592667881675557,0.052063788968752744
qwen3_4b_2560d_int8,夨,1,,,
qwen3_4b_2560d_int8,夭,4,,,
qwen3_4b_2560d_int8,夰,1,,,
qwen3_4b_2560d_int8,夸,4,,,
qwen3_4b_2560d_int8,奢,1,,,
qwen3_4b_2560d_int8,女,4,0.19671287080588254,0.012219472486745925,0.025092687613053426
qwen3_4b_2560d_int8,子,4,0.14796502985215432,0.016357865549220574,0.004046682878681025
qwen3_4b_2560d_int8,學,4,,,
qwen3_4b_2560d_int8,宀,4,0.09800477483520458,0.011752109245136024,0.0285588250414671
qwen3_4b_2560d_int8,寸,4,,,
qwen3_4b_2560d_int8,尢,4,,,
qwen3_4b_2560d_int8,尸,4,0.06311883616320313,0.0049399798588865,0.03545313399251013
qwen3_4b_2560d_int8,尺,4,,,
qwen3_4b_2560d_int8,履,4,,,
qwen3_4b_2560d_int8,山,4,0.28906800356438134,0.036624928011129695,0.0240755633195994
qwen3_4b_2560d_int8,屾,1,,,
qwen3_4b_2560d_int8,工,4,,,
qwen3_4b_2560d_int8,巫,2,,,
qwen3_4b_2560d_int8,巾,4,0.246062457831012,0.010594231895171675,0.02040915685469395
qwen3_4b_2560d_int8,幺,4,,,
qwen3_4b_2560d_int8,广,4,0.14485043627187782,0.03157336529159877,0.04293015454142825
qwen3_4b_2560d_int8,庚,4,,,
qwen3_4b_2560d_int8,廾,4,,,
