model,relation_class,channels,mean_offset_consistency,mean_forward_mrr,mean_inverse_mrr
qwen3_4b_2560d_int8,弓,4,0.14781397235993704,0.00998220817104775,0.00560910576864845
qwen3_4b_2560d_int8,彡,4,0.013708528652343649,0.002914173859393475,0.00877922100126035
qwen3_4b_2560d_int8,彣,2,,,
qwen3_4b_2560d_int8,彳,4,0.13714735945927659,0.0131229857867017,0.04658033739031785
qwen3_4b_2560d_int8,微,4,,,
qwen3_4b_2560d_int8,心,4,0.20810433193605934,0.027628375251490603,0.04425200767820817
qwen3_4b_2560d_int8,忄,4,0.2613016770785758,0.02135465092264045,0.0352841944875573
qwen3_4b_2560d_int8,恣,4,,,
qwen3_4b_2560d_int8,戈,4,0.12356461688989034,0.0017828086610672251,0.00478733370889285
qwen3_4b_2560d_int8,戊,4,,,
qwen3_4b_2560d_int8,戶,4,0.0448636570945382,0.0013532158975022,0.00371470064784545
qwen3_4b_2560d_int8,手,4,0.19740605376483428,0.054299667420574474,0.048888141489880924
qwen3_4b_2560d_int8,扌,4,0.23058758166248805,0.024524220448028825,0.04079650396648385
qwen3_4b_2560d_int8,支,2,,,
qwen3_4b_2560d_int8,攴,4,0.3208756268024444,0.0178264989049217,0.0050800701952093
qwen3_4b_2560d_int8,攵,4,0.09103190020995355,0.01256975853482345,0.025773753065060023
qwen3_4b_2560d_int8,敕,4,,,
qwen3_4b_2560d_int8,文,4,,,
qwen3_4b_2560d_int8,斗,4,0.02807856615566245,0.00079143289272325,0.005547441735080225
qwen3_4b_2560d_int8,斤,4,0.10797202555695543,0.0058456874142241,0.005533822235928875
qwen3_4b_2560d_int8,日,4,0.1982210251835148,0.053004501786719574,0.07873252943647963
qwen3_4b_2560d_int8,旨,4,,,
qwen3_4b_2560d_int8,是,4,,,
qwen3_4b_2560d_int8,曰,4,,,
qwen3_4b_2560d_int8,月,4,0.1920059971065105,0.02012865378207565,0.012827996982627324
qwen3_4b_2560d_int8,木,4,0.2534539961688787,0.0207812219534281,0.0274832524101089
qwen3_4b_2560d_int8,東,2,,,
qwen3_4b_2560d_int8,林,4,0.029462898982455923,0.0050314148642175245,0.02280092573802265
qwen3_4b_2560d_int8,欠,4,0.0960347623409082,0.0107161074789842,0.054123027900704626
qwen3_4b_2560d_int8,止,4,,,
qwen3_4b_2560d_int8,步,4,,,
qwen3_4b_2560d_int8,歹,4,0.22053254532073835,0.031706142988488124,0.01820054318711135
qwen3_4b_2560d_int8,死,4,,,
qwen3_4b_2560d_int8,殳,4,,,
qwen3_4b_2560d_int8,比,4,,,
qwen3_4b_2560d_int8,毛,4,0.15956827094778414,0.0060525248068442755,0.034419628948221696
qwen3_4b_2560d_int8,民,4,,,
qwen3_4b_2560d_int8,气,4,,,
qwen3_4b_2560d_int8,水,4,0.1093209849786944,0.000492988624573525,0.010305870529911474
qwen3_4b_2560d_int8,氵,4,0.24849282253269406,0.02568687261565605,0.03733543518635282
qwen3_4b_2560d_int8,火,4,0.23908102811223617,0.06419676077948763,0.09112863471510091
qwen3_4b_2560d_int8,灬,4,,,
qwen3_4b_2560d_int8,炎,1,,,
qwen3_4b_2560d_int8,爪,4,,,
qwen3_4b_2560d_int8,爭,4,,,
qwen3_4b_2560d_int8,父,4,,,
qwen3_4b_2560d_int8,爿,4,,,
qwen3_4b_2560d_int8,片,4,,,
qwen3_4b_2560d_int8,牛,4,,,
qwen3_4b_2560d_int8,牜,4,0.13956325597920646,0.026925388566850825,0.014149610830122325
qwen3_4b_2560d_int8,犬,4,-0.014870475321852924,0.01512897779419035,0.13691138650072912
qwen3_4b_2560d_int8,犭,4,0.21556614763868864,0.012313045590581325,0.0180414378036607
qwen3_4b_2560d_int8,玄,2,,,
qwen3_4b_2560d_int8,玉,4,,,
qwen3_4b_2560d_int8,王,4,0.31059421914883745,0.0515866179241503,0.03715308368392165
qwen3_4b_2560d_int8,瓜,4,,,
qwen3_4b_2560d_int8,瓦,4,0.3718651236536411,0.04943668791343775,0.0181190260783477
qwen3_4b_2560d_int8,田,4,0.1354622436839585,0.0215892130284442,0.07554472470980472
qwen3_4b_2560d_int8,申,2,,,
qwen3_4b_2560d_int8,男,4,,,
qwen3_4b_2560d_int8,甾,1,,,
qwen3_4b_2560d_int8,畢,4,,,
qwen3_4b_2560d_int8,疒,4,0.3036399423219056,0.01510220108785355,0.02963490661963345
qwen3_4b_2560d_int8,癶,4,,,
qwen3_4b_2560d_int8,白,4,0.21965394634753463,0.0288093806929446,0.007762544115221625
qwen3_4b_2560d_int8,皮,4,0.3172502666711807,0.0564040775721863,0.0012972265475999
qwen3_4b_2560d_int8,皿,4,0.21196939677959586,0.014764608541587124,0.0130395024267909
qwen3_4b_2560d_int8,目,4,0.31142577029415675,0.02950003233386995,0.024820469866743602
qwen3_4b_2560d_int8,盾,1,,,
qwen3_4b_2560d_int8,矛,4,,,
qwen3_4b_2560d_int8,矢,4,0.06216989588574505,0.001712072954844475,0.0048145635629585
qwen3_4b_2560d_int8,石,4,0.2231345332486923,0.012911062139381351,0.0181406594725681
qwen3_4b_2560d_int8,示,4,0.042356626200489675,0.049888668195550004,0.06786395189891788
qwen3_4b_2560d_int8,礻,4,0.22397550767389196,0.033149493629833375,0.03352745021929442
qwen3_4b_2560d_int8,禾,4,0.17645066986524055,0.016653425490212675,0.01987287674857545
qwen3_4b_2560d_int8,穴,4,0.1470661579165354,0.0186687419664343,0.021360838710888
qwen3_4b_2560d_int8,立,4,0.0128568238437375,0.000658128792031475,0.003572489715624975
qwen3_4b_2560d_int8,竹,4,0.29012991790004844,0.0251297550004394,0.03250579641620058
qwen3_4b_2560d_int8,箕,4,,,
qwen3_4b_2560d_int8,米,4,0.2576600200993354,0.020958961744205425,0.0156616942717854
qwen3_4b_2560d_int8,糸,4,0.24912969861706513,0.016276840174342028,0.02636300753560495
qwen3_4b_2560d_int8,縣,4,,,
qwen3_4b_2560d_int8,缶,4,0.2137884125113487,0.0046792535598714,0.0025549012391117
qwen3_4b_2560d_int8,网,4,,,
qwen3_4b_2560d_int8,罒,2,0.11545179337263105,0.0005741955660965999,0.00250328456581125
qwen3_4b_2560d_int8,羊,4,0.262904345896095,0.052158851610566395,0.08139627971683511
qwen3_4b_2560d_int8,羽,4,0.19009049315166782,0.011910614761888025,0.01180347151178775
qwen3_4b_2560d_int8,習,4,,,
qwen3_4b_2560d_int8,老,4,,,
qwen3_4b_2560d_int8,耂,2,,,
qwen3_4b_2560d_int8,耒,4,0.13698988957774066,0.0253933331419786,0.01148967435054145
qwen3_4b_2560d_int8,耳,4,0.16104280968864604,0.00635512198282415,0.0024187140663054
qwen3_4b_2560d_int8,肉,4,0.2606519893283369,0.013906962969002025,0.02066761744862695
qwen3_4b_2560d_int8,臣,4,,,
qwen3_4b_2560d_int8,臤,4,,,
qwen3_4b_2560d_int8,臥,4,,,
qwen3_4b_2560d_int8,自,4,,,
qwen3_4b_2560d_int8,至,4,,,
qwen3_4b_2560d_int8,舌,4,,,
qwen3_4b_2560d_int8,舛,2,,,
qwen3_4b_2560d_int8,舟,4,0.36730635691977415,0.07136370775675457,0.06141695173319785
qwen3_4b_2560d_int8,色,2,,,
qwen3_4b_2560d_int8,艹,4,0.28237846930648425,0.026272908250878125,0.03607329907577213
qwen3_4b_2560d_int8,蕇,4,,,
qwen3_4b_2560d_int8,虍,4,0.1133791301399469,0.0076965522053081,0.0056321323677779
qwen3_4b_2560d_int8,虎,2,,,
qwen3_4b_2560d_int8,虫,4,0.37976026440886745,0.01673291613010775,0.015157321304913424
qwen3_4b_2560d_int8,血,4,0.2120256588095799,0.0054261183519702,0.0368965859429225
qwen3_4b_2560d_int8,行,4,0.04139286213487918,0.03605187683540478,0.041474071048818825
qwen3_4b_2560d_int8,衣,4,0.20313796110842292,0.0077145937325366,0.0097136158671143
qwen3_4b_2560d_int8,衤,4,0.2906052357367248,0.0102339129265012,0.0113283855187244
qwen3_4b_2560d_int8,襾,4,,,
qwen3_4b_2560d_int8,覀,2,,,
qwen3_4b_2560d_int8,見,4,0.1552144059581526,0.019728237941130523,0.005230509018363701
qwen3_4b_2560d_int8,角,4,0.2229291143132344,0.00251172704791345,0.00621128993846185
qwen3_4b_2560d_int8,言,4,0.20798879984167334,0.0196761353731224,0.042930168441356276
qwen3_4b_2560d_int8,谷,4,,,
qwen3_4b_2560d_int8,豆,4,,,
qwen3_4b_2560d_int8,豕,4,0.41294805239886045,0.2782134280598586,0.10168809786008565
qwen3_4b_2560d_int8,象,4,,,
qwen3_4b_2560d_int8,豸,4,0.37477871281139197,0.049696388587321956,0.010043533306319775
qwen3_4b_2560d_int8,貝,4,0.2132832024239398,0.0069906131062553245,0.01183422212335695
qwen3_4b_2560d_int8,赤,4,,,
qwen3_4b_2560d_int8,走,4,0.1149231845673057,0.005336708775491375,0.004920288701409675
qwen3_4b_2560d_int8,足,4,0.2636598274111748,0.0076373235109461,0.0468976167006541
qwen3_4b_2560d_int8,身,4,,,
qwen3_4b_2560d_int8,車,4,0.2789091609397147,0.017462889319724024,0.010700768793186426
qwen3_4b_2560d_int8,辛,4,,,
qwen3_4b_2560d_int8,辶,4,0.1818912587904125,0.015165826968479824,0.02987553809747145
qwen3_4b_2560d_int8,邑,4,,,
qwen3_4b_2560d_int8,酉,4,0.23883174604545476,0.014870138595526026,0.01230117733904415
qwen3_4b_2560d_int8,釆,4,,,
qwen3_4b_2560d_int8,里,4,,,
qwen3_4b_2560d_int8,金,2,,,
qwen3_4b_2560d_int8,釒,4,0.274950093143024,0.01359152186234665,0.02379859344068965
qwen3_4b_2560d_int8,镸,1,,,
qwen3_4b_2560d_int8,門,4,0.18905603850109087,0.05179990070118375,0.04536305647860578
qwen3_4b_2560d_int8,阝,4,0.2037895073783471,0.021918337681596425,0.03829193783195835
qwen3_4b_2560d_int8,隹,4,0.0996243039632893,0.018753851407664526,0.023393343882362125
qwen3_4b_2560d_int8,雈,4,,,
qwen3_4b_2560d_int8,雨,4,0.27705073987852136,0.07485405688298613,0.08025344254014645
qwen3_4b_2560d_int8,雲,2,,,
qwen3_4b_2560d_int8,非,4,,,
qwen3_4b_2560d_int8,面,4,,,
qwen3_4b_2560d_int8,革,4,0.24641460002042476,0.0211422938518897,0.055110616718722825
qwen3_4b_2560d_int8,韋,4,0.22657033164675033,0.00644218524900605,0.0026957221389171497
qwen3_4b_2560d_int8,韮,4,,,
qwen3_4b_2560d_int8,音,4,0.0939511070027947,0.0020543594098096,0.0022304768954
qwen3_4b_2560d_int8,頁,4,0.16896444573679328,0.005811645436051475,0.00655536459215475
qwen3_4b_2560d_int8,風,4,0.2675776221375498,0.06334906964744325,0.021435447381535525
qwen3_4b_2560d_int8,食,4,0.09714630797194933,0.012372819685315001,0.003317684407791825
qwen3_4b_2560d_int8,飠,4,0.2905151001502008,0.03703578943262228,0.018895318868897178
qwen3_4b_2560d_int8,首,4,,,
qwen3_4b_2560d_int8,香,2,,,
qwen3_4b_2560d_int8,馬,4,0.2717821028238889,0.01509687595052845,0.0140420719138338
qwen3_4b_2560d_int8,骨,4,0.311874329944861,0.052982034823393725,0.0036386360009063997
qwen3_4b_2560d_int8,高,4,,,
qwen3_4b_2560d_int8,髟,4,0.23555316278758584,0.06905591778980985,0.05341215454923865
qwen3_4b_2560d_int8,鬥,4,,,
qwen3_4b_2560d_int8,鬼,4,0.2318072649144633,0.0183775491259511,0.0063111723221615495
qwen3_4b_2560d_int8,魚,4,0.4677982420970996,0.05326811249102452,0.013003548469358526
qwen3_4b_2560d_int8,鳥,4,0.4500494743402913,0.040495793601666975,0.008298068806203525
qwen3_4b_2560d_int8,鹵,4,,,
qwen3_4b_2560d_int8,鹽,2,,,
qwen3_4b_2560d_int8,鹿,4,0.2724004637740262,0.06562139550329343,0.011091100871886899
qwen3_4b_2560d_int8,麥,4,0.2842358427122235,0.18956306237124704,0.05194701454325125
qwen3_4b_2560d_int8,麻,4,,,
qwen3_4b_2560d_int8,黍,4,,,
qwen3_4b_2560d_int8,黑,4,0.1927111640193387,0.01211459936193695,0.00636135676546335
qwen3_4b_2560d_int8,黹,4,,,
qwen3_4b_2560d_int8,黽,4,,,
qwen3_4b_2560d_int8,鼎,4,,,
qwen3_4b_2560d_int8,鼓,4,0.4116181004792452,0.09760074830829545,0.00222095122916685
qwen3_4b_2560d_int8,鼠,4,0.37442396481831863,0.09611153345882095,0.0115362087736511
qwen3_4b_2560d_int8,鼻,4,,,
qwen3_4b_2560d_int8,齒,4,0.3069625541895882,0.016471748372430324,0.00319659828287735
qwen3_4b_2560d_int8,龍,4,,,
qwen3_4b_2560d_int8,龠,4,,,
qwen3_4b_2560d_int8,𠘨,4,,,
qwen3_4b_2560d_int8,𠚕,4,,,
qwen3_4b_2560d_int8,𠩺,1,,,
qwen3_4b_2560d_int8,𠫓,4,,,
qwen3_4b_2560d_int8,𡱕,4,,,
qwen3_4b_2560d_int8,𢆶,4,,,
qwen3_4b_2560d_int8,𣶒,4,,,
qwen3_4b_2560d_int8,𤤴,4,,,
qwen3_4b_2560d_int8,𥄎,1,,,
qwen3_4b_2560d_int8,𦍌,4,,,
qwen3_4b_2560d_int8,𧾷,4,0.27986909951575456,0.037514043687562074,0.04322789163775525
