model,channel,relation_class,n_edges,n_anchor_families,within_relation_family_offset_cosine,n_heldout_test_edges,n_heldout_test_edges_ge5,n_heldout_test_edges_ge8,mean_heldout_offset_prototype_cosine,mean_heldout_offset_prototype_cosine_ge5,mean_heldout_offset_prototype_cosine_ge8,forward_n,forward_recall_at_1,forward_recall_at_5,forward_recall_at_10,forward_mrr,forward_median_rank,inverse_n,inverse_recall_at_1,inverse_recall_at_5,inverse_recall_at_10,inverse_mrr,inverse_median_rank
bge_m3_1024d,cn_def,㐬,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,㔾,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,㝱,2,2,0.2910691499710083,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,㣺,2,2,-0.0493481159210205,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,㫃,7,7,0.101342499256134,7,7,0,0.2058520636388233,0.2058520636388233,,7,0.0,0.0,0.0,0.0098877537218204,561.0,7,0.0,0.0,0.0,0.0047348685341678,672.0
bge_m3_1024d,cn_def,㹜,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,㾜,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,䀠,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,䖵,3,3,-0.0158236026763916,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,一,3,3,0.0253874454647302,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,乑,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,乙,3,3,-0.0123971300199627,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,二,2,2,-0.119978129863739,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,京,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,人,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,亻,138,127,0.0049521005712449,138,138,138,0.0438864189318205,0.0438864189318205,0.0438864189318205,138,0.0072463768115942,0.0289855072463768,0.036231884057971,0.0189215245773352,1614.5,138,0.0144927536231884,0.036231884057971,0.0652173913043478,0.031779778212219,422.5
bge_m3_1024d,cn_def,儿,2,2,0.023756980895996,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,光,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,兮,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,共,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,冂,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,冃,2,2,0.3452554941177368,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,冖,2,2,-0.097913384437561,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,冫,6,6,0.1008883193135261,6,6,0,0.194646301989754,0.194646301989754,,6,0.0,0.0,0.0,0.0024093675910225,903.5,6,0.0,0.0,0.0,0.0022367161712777,624.0
bge_m3_1024d,cn_def,几,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,刀,3,3,0.2457508295774459,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,刂,20,20,0.0644858926534652,20,20,20,0.1981922966428101,0.1981922966428101,0.1981922966428101,20,0.0,0.0,0.0,0.0099148268644659,757.5,20,0.0,0.0,0.0,0.0056700556278337,456.5
bge_m3_1024d,cn_def,力,16,16,0.0462750755250453,16,16,16,0.1432521847018506,0.1432521847018506,0.1432521847018506,16,0.0,0.0,0.0,0.0072045605784051,801.5,16,0.0,0.0,0.0,0.0074128743609851,523.0
bge_m3_1024d,cn_def,勹,3,3,0.0398468561470508,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,匕,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,匚,5,5,0.0529234632849693,5,0,0,0.1046833090484142,,,5,0.0,0.0,0.0,0.0039730746088899,964.0,5,0.0,0.0,0.0,0.0036827797821717,504.0
bge_m3_1024d,cn_def,匸,2,2,-0.0306495428085327,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,十,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,卂,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,半,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,卜,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,卩,2,2,0.0293596982955932,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,卵,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,厂,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,厶,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,又,2,2,0.08600914478302,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,口,122,114,0.0648651421070098,122,122,122,0.2331791249233618,0.2331791249233618,0.2331791249233618,122,0.0,0.0081967213114754,0.0081967213114754,0.0065502567422505,1118.5,122,0.0163934426229508,0.0327868852459016,0.0327868852459016,0.0296701592847575,480.5
bge_m3_1024d,cn_def,向,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,喜,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,囗,10,10,0.0485947728157043,10,10,10,0.12618222925812,0.12618222925812,0.12618222925812,10,0.0,0.0,0.0,0.0052109239105913,1295.5,10,0.0,0.0,0.0,0.0059496384590874,513.0
bge_m3_1024d,cn_def,土,66,66,0.0429440476000309,66,66,66,0.1805317632741097,0.1805317632741097,0.1805317632741097,66,0.0,0.0151515151515151,0.0151515151515151,0.010450929751833,869.5,66,0.0151515151515151,0.0303030303030303,0.0303030303030303,0.0297521067418097,458.5
bge_m3_1024d,cn_def,壬,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,壴,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,夂,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,夕,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,多,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,大,4,4,0.0672734603285789,4,0,0,0.1083838008344173,,,4,0.0,0.0,0.0,0.0061377295455496,864.5,4,0.0,0.0,0.0,0.044030065289656,30.0
bge_m3_1024d,cn_def,夭,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,夸,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,女,69,69,0.0427887327969074,69,69,69,0.1802660612848358,0.1802660612848358,0.1802660612848358,69,0.0,0.0,0.0,0.0054877164556643,1542.0,69,0.0,0.0289855072463768,0.0434782608695652,0.0172857121076354,515.0
bge_m3_1024d,cn_def,子,6,6,0.1131334975361824,6,6,0,0.2192550559993833,0.2192550559993833,,6,0.0,0.0,0.0,0.0189352321691897,255.0,6,0.0,0.0,0.0,0.0044221735024174,883.0
bge_m3_1024d,cn_def,學,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,宀,20,20,0.0524074658751487,20,20,20,0.1656947174342349,0.1656947174342349,0.1656947174342349,20,0.0,0.0,0.0,0.0027495090654475,1973.0,20,0.0,0.0,0.0,0.0052090319518741,412.5
bge_m3_1024d,cn_def,寸,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,尢,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,尸,7,7,0.0127103440463542,7,7,0,0.0284071628536496,0.0284071628536496,,7,0.0,0.0,0.0,0.0005146509508482,4390.0,7,0.0,0.0,0.0,0.0031841731708127,637.0
bge_m3_1024d,cn_def,尺,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,履,2,2,0.2541501522064209,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,山,38,38,0.0773378387093544,38,38,38,0.2437467328517844,0.2437467328517844,0.2437467328517844,38,0.0,0.0,0.0,0.0093374895678522,511.5,38,0.0,0.0,0.0263157894736842,0.010142593960851,371.0
bge_m3_1024d,cn_def,工,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,巾,22,22,0.0626774281263351,22,22,22,0.1930744180625135,0.1930744180625135,0.1930744180625135,22,0.0,0.0,0.0,0.0051853915220215,857.0,22,0.0,0.0454545454545454,0.0454545454545454,0.0197770651855993,600.0
bge_m3_1024d,cn_def,幺,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,广,25,25,0.0395164489746093,25,25,25,0.1436798844859004,0.1436798844859004,0.1436798844859004,25,0.0,0.0,0.0,0.0036784551556408,1321.0,25,0.0,0.0,0.0,0.0086070738949427,403.0
bge_m3_1024d,cn_def,庚,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,廾,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,弓,9,9,0.0215528812259435,9,9,9,0.0661692533435093,0.0661692533435093,0.0661692533435093,9,0.0,0.0,0.0,0.0007902702250807,1476.0,9,0.0,0.0,0.0,0.002609371890248,689.0
bge_m3_1024d,cn_def,彡,6,6,0.034255601465702,6,6,0,0.0762773457293709,0.0762773457293709,,6,0.0,0.1666666666666666,0.1666666666666666,0.0358282140980408,691.0,6,0.0,0.0,0.0,0.0073838846335605,370.0
bge_m3_1024d,cn_def,彳,14,14,0.0425533466041088,14,14,14,0.1301480950787663,0.1301480950787663,0.1301480950787663,14,0.0,0.0714285714285714,0.0714285714285714,0.0312586092083097,1250.5,14,0.0,0.0714285714285714,0.0714285714285714,0.0395335521941117,682.5
bge_m3_1024d,cn_def,微,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,心,46,44,0.0560483708977699,46,46,46,0.1983952118569742,0.1983952118569742,0.1983952118569742,46,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0469493814923623,719.5,46,0.0217391304347826,0.0652173913043478,0.0869565217391304,0.0440262442166483,410.0
bge_m3_1024d,cn_def,忄,80,80,0.0716373473405838,80,80,80,0.2490902026183903,0.2490902026183903,0.2490902026183903,80,0.0,0.0375,0.0375,0.0182679106382672,682.5,80,0.0125,0.025,0.025,0.0234161317499626,590.0
bge_m3_1024d,cn_def,恣,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,戈,6,6,0.0478039756417274,6,6,0,0.1038682370757063,0.1038682370757063,,6,0.0,0.0,0.0,0.0027606236759554,1445.0,6,0.0,0.0,0.0,0.0060138395622452,608.5
bge_m3_1024d,cn_def,戊,2,2,-0.3059908151626587,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,戶,2,2,0.0293320417404174,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,手,7,7,0.1003368720412254,7,7,0,0.2019094569342477,0.2019094569342477,,7,0.0,0.0,0.0,0.0069201144352872,241.0,7,0.0,0.0,0.0,0.0041984834884694,483.0
bge_m3_1024d,cn_def,扌,145,139,0.0595937296748161,145,145,145,0.2279370612753876,0.2279370612753876,0.2279370612753876,145,0.0068965517241379,0.0137931034482758,0.0137931034482758,0.0147091474347228,962.0,145,0.0206896551724137,0.0344827586206896,0.0413793103448275,0.0297445083067043,450.0
bge_m3_1024d,cn_def,攴,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,攵,14,14,0.0257317889481782,14,14,14,0.0846152006914573,0.0846152006914573,0.0846152006914573,14,0.0,0.0,0.0,0.0012581812349255,1273.0,14,0.0,0.0,0.0,0.004961264066093,655.0
bge_m3_1024d,cn_def,敕,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,文,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,斗,5,5,-0.0061822654679417,5,0,0,-0.0116296993568539,,,5,0.0,0.0,0.0,0.0006528192089493,1407.0,5,0.0,0.0,0.0,0.0019259788187555,460.0
bge_m3_1024d,cn_def,斤,4,4,0.0745038166642189,4,0,0,0.1312461756169796,,,4,0.0,0.0,0.0,0.0025862614311206,376.5,4,0.0,0.0,0.0,0.0192487939339222,499.5
bge_m3_1024d,cn_def,日,45,43,0.0627177879214286,45,45,45,0.2169947268441319,0.2169947268441319,0.2169947268441319,45,0.0,0.0222222222222222,0.0444444444444444,0.0217859231716494,283.0,45,0.0222222222222222,0.0444444444444444,0.0666666666666666,0.041672399231541,311.0
bge_m3_1024d,cn_def,旨,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,是,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,曰,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,月,4,4,0.1795170754194259,4,0,0,0.2728829942643642,,,4,0.0,0.0,0.0,0.0327355320118478,40.5,4,0.0,0.0,0.0,0.0058373591031803,401.0
bge_m3_1024d,cn_def,木,146,140,0.0723966285586357,146,146,146,0.2567362862843255,0.2567362862843255,0.2567362862843255,146,0.0068493150684931,0.0136986301369863,0.0205479452054794,0.012166477906284,1318.5,146,0.0,0.0205479452054794,0.0273972602739726,0.0161879688148634,430.0
bge_m3_1024d,cn_def,林,4,4,-0.0629935041069984,4,0,0,-0.1138645112514495,,,4,0.0,0.0,0.0,0.0004255212322955,4303.5,4,0.0,0.0,0.0,0.0019721273088902,756.5
bge_m3_1024d,cn_def,欠,14,14,0.0202144589275121,14,14,14,0.0817155063684497,0.0817155063684497,0.0817155063684497,14,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0734827450783939,1376.0,14,0.0714285714285714,0.1428571428571428,0.1428571428571428,0.1109339064071439,416.5
bge_m3_1024d,cn_def,止,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,步,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,歹,11,11,0.116005964577198,11,11,11,0.2594965168020942,0.2594965168020942,0.2594965168020942,11,0.0,0.0,0.0,0.0170730549500394,857.0,11,0.0,0.0,0.0,0.0030332588344271,412.0
bge_m3_1024d,cn_def,死,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,殳,2,2,-0.1162652373313903,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,比,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,毛,5,5,0.0804808586835861,5,0,0,0.148543457686901,,,5,0.0,0.0,0.0,0.0011987508748786,1347.0,5,0.0,0.0,0.0,0.0041533309393948,220.0
bge_m3_1024d,cn_def,民,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,气,2,2,0.0613353252410888,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,水,4,4,0.0259764585644006,4,0,0,0.0470387730747461,,,4,0.0,0.0,0.0,0.0003038301609999,3700.0,4,0.0,0.0,0.0,0.0017675548257565,574.5
bge_m3_1024d,cn_def,氵,198,186,0.061942521482706,198,198,198,0.2360703312330926,0.2360703312330926,0.2360703312330926,198,0.0101010101010101,0.0101010101010101,0.0101010101010101,0.013828635954593,1180.0,198,0.0151515151515151,0.0202020202020202,0.0202020202020202,0.0218770183361457,489.0
bge_m3_1024d,cn_def,火,36,35,0.076031856238842,36,36,36,0.2382201036024424,0.2382201036024424,0.2382201036024424,36,0.0277777777777777,0.1111111111111111,0.1111111111111111,0.0687908456936854,557.5,36,0.0833333333333333,0.1111111111111111,0.1111111111111111,0.1029789956438392,384.5
bge_m3_1024d,cn_def,灬,2,2,-0.0600765943527221,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,爪,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,爭,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,父,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,爿,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,片,2,2,0.1859487295150756,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,牛,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,牜,10,10,0.0179810412228107,10,10,10,0.0548652742058038,0.0548652742058038,0.0548652742058038,10,0.0,0.0,0.0,0.0096678411613392,2970.5,10,0.0,0.0,0.0,0.0042727044594539,884.5
bge_m3_1024d,cn_def,犬,4,4,0.0008430480957031,4,0,0,0.0026293634437024,,,4,0.0,0.0,0.0,0.0117100163563727,523.0,4,0.0,0.0,0.25,0.0333030176545309,352.0
bge_m3_1024d,cn_def,犭,28,28,0.0358692556619644,28,28,28,0.1379603104599352,0.1379603104599352,0.1379603104599352,28,0.0,0.0,0.0,0.0012813657605946,1703.5,28,0.0,0.0357142857142857,0.0357142857142857,0.0145534064675651,490.5
bge_m3_1024d,cn_def,玉,2,2,0.057052731513977,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,王,46,45,0.0932658314704895,46,46,46,0.2761270302934977,0.2761270302934977,0.2761270302934977,46,0.0,0.0,0.0,0.0088011080580626,431.0,46,0.0,0.0,0.0217391304347826,0.0124234623435273,485.0
bge_m3_1024d,cn_def,瓜,2,2,0.1282027959823608,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,瓦,4,4,0.2629489004611969,4,0,0,0.3699339851737022,,,4,0.0,0.0,0.0,0.0218830934323892,57.0,4,0.0,0.0,0.0,0.0071240782084447,165.5
bge_m3_1024d,cn_def,田,10,10,0.0567219108343124,10,10,10,0.1452243538573384,0.1452243538573384,0.1452243538573384,10,0.0,0.1,0.1,0.0260354059077102,1168.5,10,0.0,0.1,0.1,0.0364073103848845,492.0
bge_m3_1024d,cn_def,男,2,2,0.2803742885589599,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,畢,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,疒,48,47,0.1099877804517746,48,48,48,0.3061614479714383,0.3061614479714383,0.3061614479714383,48,0.0,0.0208333333333333,0.0208333333333333,0.0104109261147861,544.0,48,0.0208333333333333,0.0416666666666666,0.0416666666666666,0.0344837899515131,397.5
bge_m3_1024d,cn_def,癶,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,白,7,7,0.0846317857503891,7,7,0,0.1846135652491024,0.1846135652491024,,7,0.0,0.0,0.0,0.015326405713187,77.0,7,0.0,0.0,0.0,0.0021272617689951,624.0
bge_m3_1024d,cn_def,皮,3,3,0.1818243712186813,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,皿,9,9,0.1255273073911667,9,9,9,0.2742427620622847,0.2742427620622847,0.2742427620622847,9,0.0,0.1111111111111111,0.1111111111111111,0.0631803307983434,999.0,9,0.0,0.0,0.0,0.0031854594455018,353.0
bge_m3_1024d,cn_def,目,32,32,0.1155018657445907,32,32,32,0.3058346109464764,0.3058346109464764,0.3058346109464764,32,0.0,0.03125,0.09375,0.0220156576158539,205.5,32,0.0,0.0,0.0,0.0087279230961745,547.0
bge_m3_1024d,cn_def,矛,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,矢,4,4,0.0182626638561487,4,0,0,0.0358400642871856,,,4,0.0,0.0,0.0,0.0008058992055036,1735.5,4,0.0,0.0,0.0,0.0026371500626251,578.5
bge_m3_1024d,cn_def,石,40,39,0.0684486031532287,40,40,40,0.220316994190216,0.220316994190216,0.220316994190216,40,0.0,0.0,0.0,0.0052581617269279,1437.5,40,0.0,0.025,0.025,0.0131881982744733,432.5
bge_m3_1024d,cn_def,示,5,5,0.0215628631412982,5,0,0,0.0470008194446563,,,5,0.0,0.0,0.0,0.0006699752768527,2827.0,5,0.0,0.0,0.0,0.0041384901643801,228.0
bge_m3_1024d,cn_def,礻,20,20,0.0760738402605056,20,20,20,0.2193775496911257,0.2193775496911257,0.2193775496911257,20,0.0,0.05,0.05,0.02444516932148,244.5,20,0.0,0.05,0.1,0.0247317718047801,414.0
bge_m3_1024d,cn_def,禾,25,25,0.0395696908235549,25,25,25,0.1440796072408557,0.1440796072408557,0.1440796072408557,25,0.0,0.0,0.04,0.0069924141646949,1888.0,25,0.0,0.04,0.04,0.0138222536156475,443.0
bge_m3_1024d,cn_def,穴,17,17,0.0295680332928895,17,17,17,0.0977105491739862,0.0977105491739862,0.0977105491739862,17,0.0,0.0,0.0,0.0011204197270068,1461.0,17,0.0,0.0,0.0,0.0035888976197936,520.0
bge_m3_1024d,cn_def,立,4,4,0.0283763408660888,4,0,0,0.0523152209352701,,,4,0.0,0.0,0.0,0.0012032122766507,1387.0,4,0.0,0.0,0.0,0.0048971374037263,260.5
bge_m3_1024d,cn_def,竹,63,61,0.0864792764186859,63,63,63,0.2720295973861265,0.2720295973861265,0.2720295973861265,63,0.0158730158730158,0.0317460317460317,0.0476190476190476,0.0304144238288021,1138.0,63,0.0317460317460317,0.0317460317460317,0.0476190476190476,0.0388057805642181,415.0
bge_m3_1024d,cn_def,箕,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,米,17,17,0.0918411761522293,17,17,17,0.2410445748006596,0.2410445748006596,0.2410445748006596,17,0.0,0.0,0.0,0.0042903799931995,1117.0,17,0.0,0.0,0.0,0.0024710543912702,646.0
bge_m3_1024d,cn_def,糸,99,98,0.0539203695952892,99,99,99,0.2150097916636503,0.2150097916636503,0.2150097916636503,99,0.0101010101010101,0.0101010101010101,0.0202020202020202,0.0139611103227238,1303.0,99,0.0101010101010101,0.0202020202020202,0.0202020202020202,0.0180588761348788,417.0
bge_m3_1024d,cn_def,縣,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,缶,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,网,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,羊,3,3,0.0681382790207862,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,羽,14,14,0.0265334825962781,14,14,14,0.0929504436706858,0.0929504436706858,0.0929504436706858,14,0.0,0.0,0.0,0.0038405858855753,1816.0,14,0.0,0.0,0.0,0.0047606876603167,429.5
bge_m3_1024d,cn_def,習,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,老,3,3,0.2112850397825241,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,耒,6,6,0.0374688953161239,6,6,0,0.0789526297400395,0.0789526297400395,,6,0.0,0.0,0.0,0.0022030821760162,1997.0,6,0.0,0.0,0.0,0.0018430218163123,838.5
bge_m3_1024d,cn_def,耳,6,6,0.035377774387598,6,6,0,0.0781911173835396,0.0781911173835396,,6,0.0,0.0,0.0,0.0054993170654677,3067.5,6,0.0,0.0,0.0,0.0013257425685371,696.5
bge_m3_1024d,cn_def,肉,73,70,0.078171856701374,73,73,73,0.2556545521732267,0.2556545521732267,0.2556545521732267,73,0.0,0.0,0.0136986301369863,0.0050312811902832,784.0,73,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.0201061905259572,541.0
bge_m3_1024d,cn_def,臣,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,臤,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,臥,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,自,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,至,2,2,0.443828821182251,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,舌,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,舟,12,12,0.1537038385868072,12,12,12,0.3208042501161496,0.3208042501161496,0.3208042501161496,12,0.0833333333333333,0.0833333333333333,0.1666666666666666,0.0992148968599314,90.0,12,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0863831158636031,404.5
bge_m3_1024d,cn_def,艹,161,151,0.0861952751874923,161,161,161,0.2760591990725131,0.2760591990725131,0.2760591990725131,161,0.0124223602484472,0.0124223602484472,0.0186335403726708,0.0155096142536488,1179.0,161,0.0124223602484472,0.031055900621118,0.031055900621118,0.0225848082361326,464.0
bge_m3_1024d,cn_def,蕇,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,虍,2,2,0.0330486297607421,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,虫,79,77,0.1346760094165802,79,79,79,0.3505116426209105,0.3505116426209105,0.3505116426209105,79,0.0,0.0,0.0126582278481012,0.0081429664335863,911.0,79,0.0,0.0126582278481012,0.0126582278481012,0.010770200724118,435.0
bge_m3_1024d,cn_def,血,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,行,5,5,0.0174968484789133,5,0,0,0.0341705705970525,,,5,0.0,0.0,0.0,0.000435626344886,2075.0,5,0.0,0.0,0.0,0.0012059524541955,844.0
bge_m3_1024d,cn_def,衣,11,11,0.0626736357808113,11,11,11,0.1666666723110459,0.1666666723110459,0.1666666723110459,11,0.0,0.0,0.0,0.0009366563987906,1549.0,11,0.0,0.0,0.0,0.0022341807455512,596.0
bge_m3_1024d,cn_def,衤,34,34,0.0949122533202171,34,34,34,0.2752325047245797,0.2752325047245797,0.2752325047245797,34,0.0,0.0,0.0,0.0063347619639679,517.5,34,0.0,0.0,0.0,0.0025780454146261,467.5
bge_m3_1024d,cn_def,襾,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,見,4,4,0.1001050472259521,4,0,0,0.152684835717082,,,4,0.0,0.25,0.25,0.0651776808883113,58.5,4,0.0,0.0,0.0,0.0040718042479147,351.5
bge_m3_1024d,cn_def,角,2,2,0.0475915670394897,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,言,98,96,0.040043156594038,98,98,98,0.1787242674629907,0.1787242674629907,0.1787242674629907,98,0.0,0.010204081632653,0.0204081632653061,0.0095627664507758,941.5,98,0.0306122448979591,0.0408163265306122,0.0408163265306122,0.0399513508524461,434.0
bge_m3_1024d,cn_def,谷,2,2,0.1262378692626953,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,豆,2,2,0.2244153022766113,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,豕,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,象,1,1,,0,0,0,,,,0,,,,,,0,,,,,
bge_m3_1024d,cn_def,豸,7,7,0.222534954547882,7,7,0,0.3829521345240729,0.3829521345240729,,7,0.0,0.0,0.1428571428571428,0.0386687503412106,84.0,7,0.0,0.0,0.0,0.0056288888111419,488.0
