model,channel,relation_class,n_edges,n_anchor_families,within_relation_family_offset_cosine,n_heldout_test_edges,n_heldout_test_edges_ge5,n_heldout_test_edges_ge8,mean_heldout_offset_prototype_cosine,mean_heldout_offset_prototype_cosine_ge5,mean_heldout_offset_prototype_cosine_ge8,forward_n,forward_recall_at_1,forward_recall_at_5,forward_recall_at_10,forward_mrr,forward_median_rank,inverse_n,inverse_recall_at_1,inverse_recall_at_5,inverse_recall_at_10,inverse_mrr,inverse_median_rank
qwen3_0.6b_1024d,en_def_translated_cn_def,車,25,25,0.0654721856117248,25,25,25,0.2080454701185226,0.2080454701185226,0.2080454701185226,25,0.0,0.0,0.0,0.0018924192647771,1063.0,25,0.0,0.0,0.0,0.0077519310502331,431.0
qwen3_0.6b_1024d,en_def_translated_cn_def,辛,2,2,0.090217113494873,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,辶,52,52,0.038810659199953,52,52,52,0.1644971134821669,0.1644971134821669,0.1644971134821669,52,0.0,0.0192307692307692,0.0192307692307692,0.0129663585903553,1551.0,52,0.0192307692307692,0.0384615384615384,0.0384615384615384,0.0276944725488802,606.5
qwen3_0.6b_1024d,en_def_translated_cn_def,邑,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,酉,20,20,0.0437341481447219,20,20,20,0.1425458232872188,0.1425458232872188,0.1425458232872188,20,0.0,0.0,0.0,0.0038664164307569,2050.5,20,0.0,0.05,0.05,0.0161458092971662,597.0
qwen3_0.6b_1024d,en_def_translated_cn_def,釆,2,2,-0.2115063667297363,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,里,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,釒,88,86,0.065970130264759,88,88,88,0.2401079048339108,0.2401079048339108,0.2401079048339108,88,0.0,0.0,0.0,0.003674617619542,900.5,88,0.0,0.034090909090909,0.0568181818181818,0.017306782661009,419.0
qwen3_0.6b_1024d,en_def_translated_cn_def,門,20,20,0.0302362237125635,20,20,20,0.1075297218281775,0.1075297218281775,0.1075297218281775,20,0.0,0.0,0.0,0.0030101873372183,1177.5,20,0.0,0.05,0.05,0.0296240126134888,458.5
qwen3_0.6b_1024d,en_def_translated_cn_def,阝,49,48,0.0298435799777507,49,49,49,0.1361942013573585,0.1361942013573585,0.1361942013573585,49,0.0,0.0,0.0204081632653061,0.0055994131417261,1216.0,49,0.0204081632653061,0.0612244897959183,0.0816326530612244,0.0432963472939359,401.0
qwen3_0.6b_1024d,en_def_translated_cn_def,隹,11,11,0.0367313735187053,11,11,11,0.1114252572032538,0.1114252572032538,0.1114252572032538,11,0.0,0.0,0.0,0.0031165808792606,2139.0,11,0.0,0.0,0.0,0.010132155673135,166.0
qwen3_0.6b_1024d,en_def_translated_cn_def,雈,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,雨,22,22,0.1382433027029037,22,22,22,0.330642182633958,0.330642182633958,0.330642182633958,22,0.0,0.0454545454545454,0.0909090909090909,0.0340147748675944,247.0,22,0.0454545454545454,0.0454545454545454,0.0454545454545454,0.0487809735490422,418.0
qwen3_0.6b_1024d,en_def_translated_cn_def,非,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,面,2,2,0.3525465726852417,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,革,13,13,0.0593681335449218,13,13,13,0.1665553926275326,0.1665553926275326,0.1665553926275326,13,0.0,0.0769230769230769,0.0769230769230769,0.0404991804370469,1415.0,13,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0795227485681072,631.0
qwen3_0.6b_1024d,en_def_translated_cn_def,韋,2,2,-0.1060165166854858,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,韮,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,音,3,3,0.2467286586761474,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,頁,28,28,0.0228571873158216,28,28,28,0.1020880786735298,0.1020880786735298,0.1020880786735298,28,0.0,0.0,0.0,0.0025540153664334,1716.5,28,0.0,0.0,0.0,0.00323414010039,528.0
qwen3_0.6b_1024d,en_def_translated_cn_def,風,4,4,0.1049427986145019,4,0,0,0.1845815470442176,,,4,0.0,0.0,0.0,0.0044534081674858,728.0,4,0.0,0.0,0.0,0.0026639391674678,435.0
qwen3_0.6b_1024d,en_def_translated_cn_def,食,4,4,0.0331178903579711,4,0,0,0.054722789209336,,,4,0.0,0.0,0.0,0.0023076269278886,1132.0,4,0.0,0.0,0.0,0.0014087446765689,711.0
qwen3_0.6b_1024d,en_def_translated_cn_def,飠,22,22,0.0854546353220939,22,22,22,0.2424515039152042,0.2424515039152042,0.2424515039152042,22,0.0,0.0,0.0454545454545454,0.0086934493555005,629.5,22,0.0,0.0,0.0,0.006660202897628,470.5
qwen3_0.6b_1024d,en_def_translated_cn_def,首,2,2,0.077547550201416,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,馬,35,35,0.0860256403684616,35,35,35,0.2605446786752769,0.2605446786752769,0.2605446786752769,35,0.0,0.0,0.0,0.004665860739971,948.0,35,0.0,0.0,0.0,0.0061567115272394,431.0
qwen3_0.6b_1024d,en_def_translated_cn_def,骨,6,6,0.2436781227588653,6,6,0,0.3813603470722834,0.3813603470722834,,6,0.0,0.3333333333333333,0.5,0.1571791267746804,106.5,6,0.0,0.0,0.0,0.0095243116465951,406.0
qwen3_0.6b_1024d,en_def_translated_cn_def,高,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,髟,11,11,0.0853497087955474,11,11,11,0.2062473371624946,0.2062473371624946,0.2062473371624946,11,0.0,0.0,0.0909090909090909,0.016679608768766,767.0,11,0.0,0.0,0.0,0.0021053411162984,803.0
qwen3_0.6b_1024d,en_def_translated_cn_def,鬥,3,3,0.1496718674898147,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,鬼,9,9,0.0958982557058334,9,9,9,0.2116671270794338,0.2116671270794338,0.2116671270794338,9,0.0,0.0,0.0,0.0057308682033117,1618.0,9,0.0,0.0,0.0,0.0065278689619031,651.0
qwen3_0.6b_1024d,en_def_translated_cn_def,魚,20,20,0.2720582187175751,20,20,20,0.4929758748039603,0.4929758748039603,0.4929758748039603,20,0.05,0.05,0.15,0.0837617110749637,40.5,20,0.0,0.0,0.0,0.0080287815423756,353.0
qwen3_0.6b_1024d,en_def_translated_cn_def,鳥,27,27,0.2673194706439972,27,27,27,0.4968132213861854,0.4968132213861854,0.4968132213861854,27,0.037037037037037,0.1111111111111111,0.1851851851851851,0.0823991458182482,40.0,27,0.0,0.0,0.0,0.0053414092983915,398.0
qwen3_0.6b_1024d,en_def_translated_cn_def,鹵,3,3,0.1481664180755615,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,鹿,4,4,0.2625680863857269,4,0,0,0.3708527982234955,,,4,0.0,0.0,0.25,0.0400658519221642,157.5,4,0.0,0.0,0.0,0.0115003950388353,403.5
qwen3_0.6b_1024d,en_def_translated_cn_def,麥,2,2,0.1043205261230468,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,麻,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,黍,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,黑,10,10,0.05146174877882,10,10,10,0.1325089870020747,0.1325089870020747,0.1325089870020747,10,0.0,0.0,0.0,0.0087161148490174,802.5,10,0.0,0.0,0.0,0.004039983975014,366.0
qwen3_0.6b_1024d,en_def_translated_cn_def,黹,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,黽,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,鼎,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,鼓,2,2,0.2531102895736694,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,鼠,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,鼻,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,齒,8,7,0.1215764433145523,8,8,0,0.2220364180393517,0.2220364180393517,,8,0.0,0.0,0.0,0.0127388546156845,199.0,8,0.0,0.0,0.0,0.0029085852841153,391.0
qwen3_0.6b_1024d,en_def_translated_cn_def,龍,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,龠,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,𠘨,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,𠚕,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,𠫓,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,𡱕,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,𢆶,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,𣶒,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,𤤴,3,3,0.5948693156242371,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,𦍌,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_def_translated_cn_def,𧾷,48,48,0.0697052329778671,48,48,48,0.2345052928333947,0.2345052928333947,0.2345052928333947,48,0.0,0.0208333333333333,0.0208333333333333,0.0129316755717001,647.5,48,0.0208333333333333,0.0208333333333333,0.0208333333333333,0.0244898752517213,540.5
qwen3_0.6b_1024d,en_gloss_unihan,㐬,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,㐭,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,㔾,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,㗊,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,㝱,2,2,-0.0258801579475402,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,㣺,2,2,-0.0511945486068725,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,㫃,13,13,0.1283524334430694,13,13,13,0.2982722623990132,0.2982722623990132,0.2982722623990132,13,0.0,0.0,0.0,0.0159031434304734,158.0,13,0.0,0.0,0.0,0.0024802142627805,659.0
qwen3_0.6b_1024d,en_gloss_unihan,㹜,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,㾜,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,䀠,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,䖵,4,4,0.0363523960113525,4,0,0,0.0630680108442902,,,4,0.0,0.0,0.0,0.0018150591297053,645.0,4,0.0,0.0,0.0,0.0118037855348609,731.0
qwen3_0.6b_1024d,en_gloss_unihan,一,3,3,-0.0400639362633228,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,丂,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,与,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,乑,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,乙,3,3,-0.0840357914566993,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,二,2,2,0.0132994651794433,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,云,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,京,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,人,2,2,0.0227470397949218,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,亻,187,173,0.0110222725197672,187,187,187,0.0848245130114775,0.0848245130114775,0.0848245130114775,187,0.0106951871657754,0.0106951871657754,0.0106951871657754,0.0148680939972055,2640.0,187,0.0053475935828877,0.0427807486631016,0.0641711229946524,0.0273709164105953,429.0
qwen3_0.6b_1024d,en_gloss_unihan,儿,2,2,-0.1000934839248657,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,光,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,兮,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,共,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,冂,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,冃,2,2,0.2949650287628174,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,冖,2,2,-0.0031462311744689,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,冫,13,13,0.088205985724926,13,13,13,0.2199440942360804,0.2199440942360804,0.2199440942360804,13,0.0,0.0,0.0,0.0012981280988459,1437.0,13,0.0,0.0,0.0,0.0017012464716685,799.0
qwen3_0.6b_1024d,en_gloss_unihan,几,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,刀,3,3,0.3813443183898926,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,刂,33,33,0.0773102566599845,33,33,33,0.2399134261702949,0.2399134261702949,0.2399134261702949,33,0.0,0.0,0.0303030303030303,0.0124100044212079,450.0,33,0.0,0.0,0.0303030303030303,0.0085274090653297,354.0
qwen3_0.6b_1024d,en_gloss_unihan,力,23,22,0.048549897968769,23,23,23,0.1655745906755328,0.1655745906755328,0.1655745906755328,23,0.0,0.0,0.0,0.0050003722854464,753.0,23,0.0,0.0,0.0,0.0039360487074399,568.0
qwen3_0.6b_1024d,en_gloss_unihan,勹,3,3,-0.041813176125288,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,匕,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,匚,8,8,0.0378435514867305,8,8,0,0.1005756785161793,0.1005756785161793,,8,0.0,0.0,0.0,0.0008039268973471,1879.5,8,0.0,0.0,0.0,0.0014165071552173,784.5
qwen3_0.6b_1024d,en_gloss_unihan,匸,2,2,0.030649185180664,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,十,3,3,-0.0792270526289939,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,卂,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,午,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,半,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,卜,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,卩,2,2,0.0697526931762695,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,卵,2,2,-0.0821768641471862,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,厂,3,3,-0.0120702581480145,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,厶,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,去,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,又,2,2,-0.095849871635437,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,口,164,150,0.0667866542935371,164,164,164,0.2397097997060727,0.2397097997060727,0.2397097997060727,164,0.0,0.0060975609756097,0.024390243902439,0.0063355979677193,1598.5,164,0.0060975609756097,0.0365853658536585,0.048780487804878,0.0249855633017433,582.5
qwen3_0.6b_1024d,en_gloss_unihan,可,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,吅,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,向,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,喜,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,囗,11,11,0.0775513723492622,11,11,11,0.2005034887485883,0.2005034887485883,0.2005034887485883,11,0.0,0.0,0.0,0.0093438372974236,668.0,11,0.0,0.0,0.0,0.0041560282261388,570.0
qwen3_0.6b_1024d,en_gloss_unihan,土,89,87,0.0441270172595977,89,89,89,0.1864097753037395,0.1864097753037395,0.1864097753037395,89,0.0112359550561797,0.0224719101123595,0.0224719101123595,0.0190554594654876,1572.0,89,0.0,0.0561797752808988,0.0674157303370786,0.0247638841994159,529.0
qwen3_0.6b_1024d,en_gloss_unihan,壬,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,壴,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,夂,2,2,0.1375259160995483,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,夕,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,多,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,大,6,6,0.0322716385126113,6,6,0,0.0742285540327429,0.0742285540327429,,6,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1668580538845483,3857.5,6,0.0,0.0,0.1666666666666666,0.0294355974377126,664.0
qwen3_0.6b_1024d,en_gloss_unihan,夭,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,夸,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,女,102,100,0.0477596037089824,102,102,102,0.1998670047842989,0.1998670047842989,0.1998670047842989,102,0.0,0.0098039215686274,0.0196078431372549,0.0087708592179036,1776.5,102,0.0098039215686274,0.0294117647058823,0.0686274509803921,0.0288213997024057,472.0
qwen3_0.6b_1024d,en_gloss_unihan,子,6,6,0.1134269684553146,6,6,0,0.217200802018245,0.217200802018245,,6,0.0,0.0,0.0,0.0051600931923174,497.5,6,0.0,0.0,0.0,0.0027459273858942,504.5
qwen3_0.6b_1024d,en_gloss_unihan,學,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,宀,27,27,0.0234165620058774,27,27,27,0.1003071337213946,0.1003071337213946,0.1003071337213946,27,0.0,0.0,0.0,0.0008426249762026,3169.0,27,0.0,0.0,0.0,0.0029241277375906,478.0
qwen3_0.6b_1024d,en_gloss_unihan,寸,2,2,0.0215760469436645,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,尢,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,尸,9,9,0.0276534426957368,9,9,9,0.0726628684335284,0.0726628684335284,0.0726628684335284,9,0.0,0.0,0.0,0.0082026236497604,4917.0,9,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1150145863559053,948.0
qwen3_0.6b_1024d,en_gloss_unihan,尺,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,履,3,3,0.3264694213867187,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,山,51,50,0.1182266548275947,51,51,51,0.3224836211907221,0.3224836211907221,0.3224836211907221,51,0.0196078431372549,0.0588235294117647,0.0784313725490196,0.0393414218604217,246.0,51,0.0,0.0196078431372549,0.0196078431372549,0.0115514837936265,332.0
qwen3_0.6b_1024d,en_gloss_unihan,工,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,巫,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,巾,30,30,0.1035728901624679,30,30,30,0.286284154218932,0.286284154218932,0.286284154218932,30,0.0,0.0,0.0,0.0046529928947668,871.5,30,0.0,0.0333333333333333,0.0333333333333333,0.0146152125067592,570.0
qwen3_0.6b_1024d,en_gloss_unihan,幺,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,广,35,35,0.0410019569098949,35,35,35,0.1588705398674522,0.1588705398674522,0.1588705398674522,35,0.0571428571428571,0.1142857142857142,0.1428571428571428,0.0737662369070036,2204.0,35,0.0285714285714285,0.0857142857142857,0.0857142857142857,0.0619717495653949,474.0
qwen3_0.6b_1024d,en_gloss_unihan,庚,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,廾,2,2,-0.0818067789077758,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,弓,13,13,0.0836486592888832,13,13,13,0.2137243879529146,0.2137243879529146,0.2137243879529146,13,0.0,0.0,0.0,0.0028386150078482,2575.0,13,0.0,0.0,0.0,0.0028711466387471,424.0
qwen3_0.6b_1024d,en_gloss_unihan,彡,7,7,0.0259002055972814,7,7,0,0.0676967645330088,0.0676967645330088,,7,0.0,0.0,0.0,0.0024144057314157,2749.0,7,0.0,0.1428571428571428,0.1428571428571428,0.0474169172963563,786.0
qwen3_0.6b_1024d,en_gloss_unihan,彣,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,彳,17,17,0.0386502332985401,17,17,17,0.1263400899136767,0.1263400899136767,0.1263400899136767,17,0.0,0.0,0.0588235294117647,0.0094928284790829,1045.0,17,0.0,0.0,0.0,0.0076800924982038,376.0
qwen3_0.6b_1024d,en_gloss_unihan,微,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,心,56,54,0.071113720536232,56,56,56,0.2386386025297854,0.2386386025297854,0.2386386025297854,56,0.0,0.0,0.0357142857142857,0.008528366360965,1186.0,56,0.0357142857142857,0.0535714285714285,0.0714285714285714,0.0520563289442966,542.0
qwen3_0.6b_1024d,en_gloss_unihan,忄,125,125,0.0807439535856247,125,125,125,0.2732775847539305,0.2732775847539305,0.2732775847539305,125,0.0,0.016,0.04,0.0131338562765065,1196.0,125,0.008,0.024,0.032,0.0196689057795189,519.0
qwen3_0.6b_1024d,en_gloss_unihan,恣,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,戈,11,11,0.0959490314126014,11,11,11,0.2280253788286989,0.2280253788286989,0.2280253788286989,11,0.0,0.0,0.0,0.0020933414978149,626.0,11,0.0,0.0,0.0,0.0087406192443203,501.0
qwen3_0.6b_1024d,en_gloss_unihan,戊,2,2,-0.1064925193786621,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,戶,4,4,0.0554642677307128,4,0,0,0.1273057856597006,,,4,0.0,0.0,0.0,0.0004214281176203,3634.0,4,0.0,0.0,0.0,0.0013215253442436,832.5
qwen3_0.6b_1024d,en_gloss_unihan,手,10,9,0.0671691223978996,10,10,10,0.1422728316858411,0.1422728316858411,0.1422728316858411,10,0.0,0.0,0.0,0.0130525148257503,1817.0,10,0.0,0.0,0.0,0.0090253036905962,341.0
qwen3_0.6b_1024d,en_gloss_unihan,扌,203,190,0.0443426147103309,203,203,203,0.1954089447722903,0.1954089447722903,0.1954089447722903,203,0.0049261083743842,0.0098522167487684,0.0246305418719211,0.0138974542184574,1420.0,203,0.0295566502463054,0.0492610837438423,0.0689655172413793,0.0447870738310639,491.0
qwen3_0.6b_1024d,en_gloss_unihan,支,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,攴,2,2,0.0525052547454834,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,攵,19,19,0.0089234802871942,19,19,19,0.0399192707662127,0.0399192707662127,0.0399192707662127,19,0.0,0.0526315789473684,0.1052631578947368,0.0204961475412128,2295.0,19,0.0526315789473684,0.1052631578947368,0.1052631578947368,0.0880277528538308,284.0
qwen3_0.6b_1024d,en_gloss_unihan,敕,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,文,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,斗,7,7,0.0155277932062745,7,7,0,0.0461502975917288,0.0461502975917288,,7,0.0,0.0,0.0,0.0004725555098146,4423.0,7,0.0,0.0,0.0,0.0014233392454475,837.0
qwen3_0.6b_1024d,en_gloss_unihan,斤,4,4,0.1146271228790283,4,0,0,0.1983914226293563,,,4,0.0,0.0,0.0,0.0096619287984247,1099.5,4,0.0,0.0,0.0,0.0022049728643036,504.5
qwen3_0.6b_1024d,en_gloss_unihan,日,64,61,0.0715516209602356,64,64,64,0.2472159162571188,0.2472159162571188,0.2472159162571188,64,0.015625,0.03125,0.03125,0.0263881393028673,544.0,64,0.015625,0.09375,0.109375,0.0523350041960277,473.5
qwen3_0.6b_1024d,en_gloss_unihan,旨,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,是,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,曰,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_0.6b_1024d,en_gloss_unihan,月,8,8,0.1129220873117446,8,8,0,0.2461466733366251,0.2461466733366251,,8,0.125,0.125,0.125,0.1274623540598345,3173.5,8,0.0,0.0,0.0,0.0017041742906154,639.0
qwen3_0.6b_1024d,en_gloss_unihan,木,255,239,0.0648555383086204,255,255,255,0.2420782853356179,0.2420782853356179,0.2420782853356179,255,0.0039215686274509,0.0156862745098039,0.0196078431372549,0.0125939591919777,1759.0,255,0.0117647058823529,0.0352941176470588,0.0392156862745098,0.0253642588237706,530.0
qwen3_0.6b_1024d,en_gloss_unihan,東,2,2,0.0427932739257812,0,0,0,,,,0,,,,,,0,,,,,
