relation_class,n_training_families,replicate,held_out_family,heldout_offset_cosine,model,channel
力,1,21,ROOT-54E1,0.048676922917366,bge_m3_1024d,en_def_translated_cn_def
力,1,22,ROOT-54E1,0.1300771981477737,bge_m3_1024d,en_def_translated_cn_def
力,1,23,ROOT-4EA5,0.0638032183051109,bge_m3_1024d,en_def_translated_cn_def
力,1,24,ROOT-4E14,-0.0469906106591224,bge_m3_1024d,en_def_translated_cn_def
力,1,25,ROOT-514D,-0.1778545081615448,bge_m3_1024d,en_def_translated_cn_def
力,1,26,ROOT-751A,0.0775685906410217,bge_m3_1024d,en_def_translated_cn_def
力,1,27,ROOT-751A,0.0933222398161888,bge_m3_1024d,en_def_translated_cn_def
力,1,28,ROOT-842C,0.0546797513961792,bge_m3_1024d,en_def_translated_cn_def
力,1,29,ROOT-5973,0.0158403888344764,bge_m3_1024d,en_def_translated_cn_def
力,2,0,ROOT-52F9,0.2298336625099182,bge_m3_1024d,en_def_translated_cn_def
力,2,1,ROOT-6771,-0.0425338521599769,bge_m3_1024d,en_def_translated_cn_def
力,2,2,ROOT-842C,0.123005524277687,bge_m3_1024d,en_def_translated_cn_def
力,2,3,ROOT-4E14,0.1675643324851989,bge_m3_1024d,en_def_translated_cn_def
力,2,4,ROOT-4EA5,0.0279084369540214,bge_m3_1024d,en_def_translated_cn_def
力,2,5,ROOT-5807,-0.1244333162903785,bge_m3_1024d,en_def_translated_cn_def
力,2,6,ROOT-54E1,0.2651754021644592,bge_m3_1024d,en_def_translated_cn_def
力,2,7,ROOT-5183,0.204908937215805,bge_m3_1024d,en_def_translated_cn_def
力,2,8,ROOT-54E1,0.3820822536945343,bge_m3_1024d,en_def_translated_cn_def
力,2,9,ROOT-5973,0.0181512702256441,bge_m3_1024d,en_def_translated_cn_def
力,2,10,ROOT-842C,0.1691900193691253,bge_m3_1024d,en_def_translated_cn_def
力,2,11,ROOT-4EA5,-0.0157998800277709,bge_m3_1024d,en_def_translated_cn_def
力,2,12,ROOT-751A,0.154491513967514,bge_m3_1024d,en_def_translated_cn_def
力,2,13,ROOT-54E1,0.1866598725318908,bge_m3_1024d,en_def_translated_cn_def
力,2,14,ROOT-53BB,0.0180220194160938,bge_m3_1024d,en_def_translated_cn_def
力,2,15,ROOT-54E1,-0.1382139474153518,bge_m3_1024d,en_def_translated_cn_def
力,2,16,ROOT-5183,0.0054301074706017,bge_m3_1024d,en_def_translated_cn_def
力,2,17,ROOT-52F9,0.0208798348903656,bge_m3_1024d,en_def_translated_cn_def
力,2,18,ROOT-83AB,0.0389220267534256,bge_m3_1024d,en_def_translated_cn_def
力,2,19,ROOT-751A,0.0594622418284416,bge_m3_1024d,en_def_translated_cn_def
力,2,20,ROOT-54E1,0.1845433712005615,bge_m3_1024d,en_def_translated_cn_def
力,2,21,ROOT-5200,0.2261751592159271,bge_m3_1024d,en_def_translated_cn_def
力,2,22,ROOT-5807,0.0371225588023662,bge_m3_1024d,en_def_translated_cn_def
力,2,23,ROOT-4EA5,0.0749893561005592,bge_m3_1024d,en_def_translated_cn_def
力,2,24,ROOT-54E1,0.0268300436437129,bge_m3_1024d,en_def_translated_cn_def
力,2,25,ROOT-83AB,0.1206829845905304,bge_m3_1024d,en_def_translated_cn_def
力,2,26,ROOT-52F9,-0.1261333525180816,bge_m3_1024d,en_def_translated_cn_def
力,2,27,ROOT-5807,-0.087927371263504,bge_m3_1024d,en_def_translated_cn_def
力,2,28,ROOT-4EA5,0.0797039866447448,bge_m3_1024d,en_def_translated_cn_def
力,2,29,ROOT-83AB,0.0467968508601188,bge_m3_1024d,en_def_translated_cn_def
力,4,0,ROOT-5973,-0.0619462765753269,bge_m3_1024d,en_def_translated_cn_def
力,4,1,ROOT-751A,0.0615897551178932,bge_m3_1024d,en_def_translated_cn_def
力,4,2,ROOT-4EA5,0.1559962481260299,bge_m3_1024d,en_def_translated_cn_def
力,4,3,ROOT-53BB,-0.0533314868807792,bge_m3_1024d,en_def_translated_cn_def
力,4,4,ROOT-83AB,0.1148566752672195,bge_m3_1024d,en_def_translated_cn_def
力,4,5,ROOT-6771,-0.0070866411551833,bge_m3_1024d,en_def_translated_cn_def
力,4,6,ROOT-7528,0.2165149301290512,bge_m3_1024d,en_def_translated_cn_def
力,4,7,ROOT-4EA5,0.1476629823446273,bge_m3_1024d,en_def_translated_cn_def
力,4,8,ROOT-54E1,-0.0493803136050701,bge_m3_1024d,en_def_translated_cn_def
力,4,9,ROOT-53BB,0.0065072476863861,bge_m3_1024d,en_def_translated_cn_def
力,4,10,ROOT-4EA5,0.0576896592974662,bge_m3_1024d,en_def_translated_cn_def
力,4,11,ROOT-7528,0.254381000995636,bge_m3_1024d,en_def_translated_cn_def
力,4,12,ROOT-53BB,0.0394167341291904,bge_m3_1024d,en_def_translated_cn_def
力,4,13,ROOT-751A,0.1431332528591156,bge_m3_1024d,en_def_translated_cn_def
力,4,14,ROOT-751A,0.1041876226663589,bge_m3_1024d,en_def_translated_cn_def
力,4,15,ROOT-52F9,0.0563239902257919,bge_m3_1024d,en_def_translated_cn_def
力,4,16,ROOT-514D,0.093183547258377,bge_m3_1024d,en_def_translated_cn_def
力,4,17,ROOT-4EA5,0.0810216441750526,bge_m3_1024d,en_def_translated_cn_def
力,4,18,ROOT-53BB,0.0570425689220428,bge_m3_1024d,en_def_translated_cn_def
力,4,19,ROOT-5200,-0.0431738682091236,bge_m3_1024d,en_def_translated_cn_def
力,4,20,ROOT-52F9,-0.0755712687969207,bge_m3_1024d,en_def_translated_cn_def
力,4,21,ROOT-842C,0.056344911456108,bge_m3_1024d,en_def_translated_cn_def
力,4,22,ROOT-6771,-0.0323760658502578,bge_m3_1024d,en_def_translated_cn_def
力,4,23,ROOT-5973,0.0784598588943481,bge_m3_1024d,en_def_translated_cn_def
力,4,24,ROOT-514D,-0.004991702735424,bge_m3_1024d,en_def_translated_cn_def
力,4,25,ROOT-514D,0.0442105121910572,bge_m3_1024d,en_def_translated_cn_def
力,4,26,ROOT-53BB,0.0616854131221771,bge_m3_1024d,en_def_translated_cn_def
力,4,27,ROOT-5183,0.1859480142593383,bge_m3_1024d,en_def_translated_cn_def
力,4,28,ROOT-4EA5,0.0281350631266832,bge_m3_1024d,en_def_translated_cn_def
力,4,29,ROOT-54E1,0.1129135712981224,bge_m3_1024d,en_def_translated_cn_def
力,8,0,ROOT-52F9,0.1164757758378982,bge_m3_1024d,en_def_translated_cn_def
力,8,1,ROOT-5200,0.2264871299266815,bge_m3_1024d,en_def_translated_cn_def
力,8,2,ROOT-514D,-0.0100802406668663,bge_m3_1024d,en_def_translated_cn_def
力,8,3,ROOT-53BB,0.0072260312736034,bge_m3_1024d,en_def_translated_cn_def
力,8,4,ROOT-5183,0.3488905131816864,bge_m3_1024d,en_def_translated_cn_def
力,8,5,ROOT-5973,0.15872323513031,bge_m3_1024d,en_def_translated_cn_def
力,8,6,ROOT-5200,0.1257664263248443,bge_m3_1024d,en_def_translated_cn_def
力,8,7,ROOT-7528,0.2285209447145462,bge_m3_1024d,en_def_translated_cn_def
力,8,8,ROOT-514D,-0.0340981669723987,bge_m3_1024d,en_def_translated_cn_def
力,8,9,ROOT-5807,-0.0267424564808607,bge_m3_1024d,en_def_translated_cn_def
力,8,10,ROOT-5200,0.1706193685531616,bge_m3_1024d,en_def_translated_cn_def
力,8,11,ROOT-83AB,0.1947775185108184,bge_m3_1024d,en_def_translated_cn_def
力,8,12,ROOT-83AB,0.1526769250631332,bge_m3_1024d,en_def_translated_cn_def
力,8,13,ROOT-5200,0.2207720279693603,bge_m3_1024d,en_def_translated_cn_def
力,8,14,ROOT-6771,-0.1221348419785499,bge_m3_1024d,en_def_translated_cn_def
力,8,15,ROOT-5807,-0.0798381119966507,bge_m3_1024d,en_def_translated_cn_def
力,8,16,ROOT-751A,0.1061727479100227,bge_m3_1024d,en_def_translated_cn_def
力,8,17,ROOT-54E1,0.0479449853301048,bge_m3_1024d,en_def_translated_cn_def
力,8,18,ROOT-83AB,0.134732574224472,bge_m3_1024d,en_def_translated_cn_def
力,8,19,ROOT-54E1,0.2397234588861465,bge_m3_1024d,en_def_translated_cn_def
力,8,20,ROOT-514D,0.0330177173018455,bge_m3_1024d,en_def_translated_cn_def
力,8,21,ROOT-5DE5,0.0254032313823699,bge_m3_1024d,en_def_translated_cn_def
力,8,22,ROOT-5973,0.0164532121270895,bge_m3_1024d,en_def_translated_cn_def
力,8,23,ROOT-5807,0.0369739606976509,bge_m3_1024d,en_def_translated_cn_def
力,8,24,ROOT-53BB,0.1054221540689468,bge_m3_1024d,en_def_translated_cn_def
力,8,25,ROOT-4E14,0.0962203443050384,bge_m3_1024d,en_def_translated_cn_def
力,8,26,ROOT-5DE5,-0.0592771992087364,bge_m3_1024d,en_def_translated_cn_def
力,8,27,ROOT-751A,0.0829110592603683,bge_m3_1024d,en_def_translated_cn_def
力,8,28,ROOT-4EA5,0.1895068734884262,bge_m3_1024d,en_def_translated_cn_def
力,8,29,ROOT-4E14,-0.0138946017250418,bge_m3_1024d,en_def_translated_cn_def
勹,1,0,ROOT-752B,-0.0016556782647967,bge_m3_1024d,en_def_translated_cn_def
勹,1,1,ROOT-7530,-0.0016556782647967,bge_m3_1024d,en_def_translated_cn_def
勹,1,2,ROOT-51F6,-0.0695713311433792,bge_m3_1024d,en_def_translated_cn_def
勹,1,3,ROOT-752B,-0.0634664073586463,bge_m3_1024d,en_def_translated_cn_def
勹,1,4,ROOT-7530,-0.0695713311433792,bge_m3_1024d,en_def_translated_cn_def
勹,1,5,ROOT-752B,-0.0634664073586463,bge_m3_1024d,en_def_translated_cn_def
勹,1,6,ROOT-51F6,-0.0634664073586463,bge_m3_1024d,en_def_translated_cn_def
勹,1,7,ROOT-752B,-0.0016556782647967,bge_m3_1024d,en_def_translated_cn_def
勹,1,8,ROOT-752B,-0.0634664073586463,bge_m3_1024d,en_def_translated_cn_def
勹,1,9,ROOT-51F6,-0.0634664073586463,bge_m3_1024d,en_def_translated_cn_def
勹,1,10,ROOT-7530,-0.0016556782647967,bge_m3_1024d,en_def_translated_cn_def
勹,1,11,ROOT-51F6,-0.0634664073586463,bge_m3_1024d,en_def_translated_cn_def
勹,1,12,ROOT-752B,-0.0634664073586463,bge_m3_1024d,en_def_translated_cn_def
勹,1,13,ROOT-7530,-0.0695713311433792,bge_m3_1024d,en_def_translated_cn_def
勹,1,14,ROOT-7530,-0.0016556782647967,bge_m3_1024d,en_def_translated_cn_def
勹,1,15,ROOT-51F6,-0.0695713311433792,bge_m3_1024d,en_def_translated_cn_def
勹,1,16,ROOT-752B,-0.0634664073586463,bge_m3_1024d,en_def_translated_cn_def
勹,1,17,ROOT-7530,-0.0016556782647967,bge_m3_1024d,en_def_translated_cn_def
勹,1,18,ROOT-51F6,-0.0695713311433792,bge_m3_1024d,en_def_translated_cn_def
勹,1,19,ROOT-7530,-0.0695713311433792,bge_m3_1024d,en_def_translated_cn_def
勹,1,20,ROOT-752B,-0.0634664073586463,bge_m3_1024d,en_def_translated_cn_def
勹,1,21,ROOT-51F6,-0.0634664073586463,bge_m3_1024d,en_def_translated_cn_def
勹,1,22,ROOT-7530,-0.0016556782647967,bge_m3_1024d,en_def_translated_cn_def
勹,1,23,ROOT-7530,-0.0016556782647967,bge_m3_1024d,en_def_translated_cn_def
勹,1,24,ROOT-51F6,-0.0634664073586463,bge_m3_1024d,en_def_translated_cn_def
勹,1,25,ROOT-752B,-0.0016556782647967,bge_m3_1024d,en_def_translated_cn_def
勹,1,26,ROOT-752B,-0.0634664073586463,bge_m3_1024d,en_def_translated_cn_def
勹,1,27,ROOT-7530,-0.0016556782647967,bge_m3_1024d,en_def_translated_cn_def
勹,1,28,ROOT-7530,-0.0016556782647967,bge_m3_1024d,en_def_translated_cn_def
勹,1,29,ROOT-752B,-0.0016556782647967,bge_m3_1024d,en_def_translated_cn_def
勹,2,0,ROOT-752B,-0.0534091219305992,bge_m3_1024d,en_def_translated_cn_def
勹,2,1,ROOT-7530,-0.0539010316133499,bge_m3_1024d,en_def_translated_cn_def
勹,2,2,ROOT-51F6,-0.0932489857077598,bge_m3_1024d,en_def_translated_cn_def
勹,2,3,ROOT-51F6,-0.0932489857077598,bge_m3_1024d,en_def_translated_cn_def
勹,2,4,ROOT-51F6,-0.0932489857077598,bge_m3_1024d,en_def_translated_cn_def
勹,2,5,ROOT-752B,-0.0534091219305992,bge_m3_1024d,en_def_translated_cn_def
勹,2,6,ROOT-7530,-0.0539010316133499,bge_m3_1024d,en_def_translated_cn_def
勹,2,7,ROOT-7530,-0.0539010316133499,bge_m3_1024d,en_def_translated_cn_def
勹,2,8,ROOT-51F6,-0.0932489857077598,bge_m3_1024d,en_def_translated_cn_def
勹,2,9,ROOT-752B,-0.0534091219305992,bge_m3_1024d,en_def_translated_cn_def
勹,2,10,ROOT-7530,-0.0539010316133499,bge_m3_1024d,en_def_translated_cn_def
勹,2,11,ROOT-7530,-0.0539010316133499,bge_m3_1024d,en_def_translated_cn_def
勹,2,12,ROOT-752B,-0.0534091219305992,bge_m3_1024d,en_def_translated_cn_def
勹,2,13,ROOT-51F6,-0.0932489857077598,bge_m3_1024d,en_def_translated_cn_def
勹,2,14,ROOT-7530,-0.0539010316133499,bge_m3_1024d,en_def_translated_cn_def
勹,2,15,ROOT-7530,-0.0539010316133499,bge_m3_1024d,en_def_translated_cn_def
勹,2,16,ROOT-752B,-0.0534091219305992,bge_m3_1024d,en_def_translated_cn_def
勹,2,17,ROOT-7530,-0.0539010316133499,bge_m3_1024d,en_def_translated_cn_def
勹,2,18,ROOT-7530,-0.0539010316133499,bge_m3_1024d,en_def_translated_cn_def
勹,2,19,ROOT-51F6,-0.0932489857077598,bge_m3_1024d,en_def_translated_cn_def
勹,2,20,ROOT-7530,-0.0539010316133499,bge_m3_1024d,en_def_translated_cn_def
勹,2,21,ROOT-7530,-0.0539010316133499,bge_m3_1024d,en_def_translated_cn_def
勹,2,22,ROOT-752B,-0.0534091219305992,bge_m3_1024d,en_def_translated_cn_def
勹,2,23,ROOT-51F6,-0.0932489857077598,bge_m3_1024d,en_def_translated_cn_def
勹,2,24,ROOT-7530,-0.0539010316133499,bge_m3_1024d,en_def_translated_cn_def
勹,2,25,ROOT-752B,-0.0534091219305992,bge_m3_1024d,en_def_translated_cn_def
勹,2,26,ROOT-752B,-0.0534091219305992,bge_m3_1024d,en_def_translated_cn_def
勹,2,27,ROOT-7530,-0.0539010316133499,bge_m3_1024d,en_def_translated_cn_def
勹,2,28,ROOT-752B,-0.0534091219305992,bge_m3_1024d,en_def_translated_cn_def
勹,2,29,ROOT-752B,-0.0534091219305992,bge_m3_1024d,en_def_translated_cn_def
匚,1,0,ROOT-975E,0.0748181939125061,bge_m3_1024d,en_def_translated_cn_def
匚,1,1,ROOT-96B9,0.0142173022031784,bge_m3_1024d,en_def_translated_cn_def
匚,1,2,ROOT-96B9,0.0142173022031784,bge_m3_1024d,en_def_translated_cn_def
匚,1,3,ROOT-4E5D,0.0993069112300872,bge_m3_1024d,en_def_translated_cn_def
匚,1,4,ROOT-96B9,0.0993069112300872,bge_m3_1024d,en_def_translated_cn_def
匚,1,5,ROOT-4E5D,0.0993069112300872,bge_m3_1024d,en_def_translated_cn_def
匚,1,6,ROOT-8CB4,0.0598698481917381,bge_m3_1024d,en_def_translated_cn_def
匚,1,7,ROOT-8CB4,0.0883902758359909,bge_m3_1024d,en_def_translated_cn_def
匚,1,8,ROOT-96B9,0.065297707915306,bge_m3_1024d,en_def_translated_cn_def
匚,1,9,ROOT-975E,0.0142173022031784,bge_m3_1024d,en_def_translated_cn_def
匚,1,10,ROOT-8CB4,0.065297707915306,bge_m3_1024d,en_def_translated_cn_def
匚,1,11,ROOT-8CB4,0.0883902758359909,bge_m3_1024d,en_def_translated_cn_def
匚,1,12,ROOT-975E,-0.1175579279661178,bge_m3_1024d,en_def_translated_cn_def
匚,1,13,ROOT-8CB4,0.1883146315813064,bge_m3_1024d,en_def_translated_cn_def
匚,1,14,ROOT-4E5D,0.0993069112300872,bge_m3_1024d,en_def_translated_cn_def
匚,1,15,ROOT-4E5D,0.0598698481917381,bge_m3_1024d,en_def_translated_cn_def
匚,1,16,ROOT-4E5D,0.0598698481917381,bge_m3_1024d,en_def_translated_cn_def
匚,1,17,ROOT-7532,0.0748181939125061,bge_m3_1024d,en_def_translated_cn_def
匚,1,18,ROOT-96B9,0.065297707915306,bge_m3_1024d,en_def_translated_cn_def
匚,1,19,ROOT-975E,-0.1175579279661178,bge_m3_1024d,en_def_translated_cn_def
匚,1,20,ROOT-4E5D,0.0598698481917381,bge_m3_1024d,en_def_translated_cn_def
匚,1,21,ROOT-8CB4,0.0883902758359909,bge_m3_1024d,en_def_translated_cn_def
匚,1,22,ROOT-7532,0.0748181939125061,bge_m3_1024d,en_def_translated_cn_def
匚,1,23,ROOT-8CB4,0.1883146315813064,bge_m3_1024d,en_def_translated_cn_def
匚,1,24,ROOT-7532,0.0883902758359909,bge_m3_1024d,en_def_translated_cn_def
匚,1,25,ROOT-7532,0.2890472114086151,bge_m3_1024d,en_def_translated_cn_def
匚,1,26,ROOT-975E,-0.1175579279661178,bge_m3_1024d,en_def_translated_cn_def
匚,1,27,ROOT-4E5D,0.0598698481917381,bge_m3_1024d,en_def_translated_cn_def
匚,1,28,ROOT-8CB4,0.065297707915306,bge_m3_1024d,en_def_translated_cn_def
匚,1,29,ROOT-7532,0.2890472114086151,bge_m3_1024d,en_def_translated_cn_def
匚,2,0,ROOT-8CB4,0.0935066193342208,bge_m3_1024d,en_def_translated_cn_def
匚,2,1,ROOT-96B9,0.0680328905582428,bge_m3_1024d,en_def_translated_cn_def
匚,2,2,ROOT-4E5D,0.2739421725273132,bge_m3_1024d,en_def_translated_cn_def
匚,2,3,ROOT-975E,-0.0177561957389116,bge_m3_1024d,en_def_translated_cn_def
匚,2,4,ROOT-7532,0.2612206935882568,bge_m3_1024d,en_def_translated_cn_def
匚,2,5,ROOT-96B9,0.1115268543362617,bge_m3_1024d,en_def_translated_cn_def
匚,2,6,ROOT-7532,0.1114979684352874,bge_m3_1024d,en_def_translated_cn_def
匚,2,7,ROOT-96B9,0.1142828613519668,bge_m3_1024d,en_def_translated_cn_def
匚,2,8,ROOT-8CB4,0.1886839866638183,bge_m3_1024d,en_def_translated_cn_def
匚,2,9,ROOT-4E5D,0.2388705015182495,bge_m3_1024d,en_def_translated_cn_def
匚,2,10,ROOT-8CB4,0.1932332813739776,bge_m3_1024d,en_def_translated_cn_def
匚,2,11,ROOT-4E5D,-0.0391251146793365,bge_m3_1024d,en_def_translated_cn_def
匚,2,12,ROOT-975E,0.1470038145780563,bge_m3_1024d,en_def_translated_cn_def
匚,2,13,ROOT-8CB4,0.0935066193342208,bge_m3_1024d,en_def_translated_cn_def
匚,2,14,ROOT-975E,0.0607637353241443,bge_m3_1024d,en_def_translated_cn_def
匚,2,15,ROOT-96B9,0.1115268543362617,bge_m3_1024d,en_def_translated_cn_def
匚,2,16,ROOT-975E,0.0638154670596122,bge_m3_1024d,en_def_translated_cn_def
匚,2,17,ROOT-8CB4,0.0935066193342208,bge_m3_1024d,en_def_translated_cn_def
匚,2,18,ROOT-4E5D,0.2388705015182495,bge_m3_1024d,en_def_translated_cn_def
匚,2,19,ROOT-8CB4,0.1848854720592498,bge_m3_1024d,en_def_translated_cn_def
匚,2,20,ROOT-7532,0.2544489800930023,bge_m3_1024d,en_def_translated_cn_def
匚,2,21,ROOT-975E,-0.0177561957389116,bge_m3_1024d,en_def_translated_cn_def
匚,2,22,ROOT-96B9,0.080498456954956,bge_m3_1024d,en_def_translated_cn_def
匚,2,23,ROOT-4E5D,0.1068637669086456,bge_m3_1024d,en_def_translated_cn_def
匚,2,24,ROOT-975E,0.0607637353241443,bge_m3_1024d,en_def_translated_cn_def
匚,2,25,ROOT-96B9,0.1115268543362617,bge_m3_1024d,en_def_translated_cn_def
匚,2,26,ROOT-7532,0.1114979684352874,bge_m3_1024d,en_def_translated_cn_def
匚,2,27,ROOT-7532,0.1057287380099296,bge_m3_1024d,en_def_translated_cn_def
匚,2,28,ROOT-975E,0.1470038145780563,bge_m3_1024d,en_def_translated_cn_def
匚,2,29,ROOT-7532,0.1057287380099296,bge_m3_1024d,en_def_translated_cn_def
匚,4,0,ROOT-4E5D,0.1459362804889679,bge_m3_1024d,en_def_translated_cn_def
匚,4,1,ROOT-4E5D,0.1459362804889679,bge_m3_1024d,en_def_translated_cn_def
匚,4,2,ROOT-4E5D,0.1459362804889679,bge_m3_1024d,en_def_translated_cn_def
匚,4,3,ROOT-4E5D,0.1459362804889679,bge_m3_1024d,en_def_translated_cn_def
匚,4,4,ROOT-975E,0.0786999687552452,bge_m3_1024d,en_def_translated_cn_def
匚,4,5,ROOT-4E5D,0.1459362804889679,bge_m3_1024d,en_def_translated_cn_def
匚,4,6,ROOT-4E5D,0.1459362804889679,bge_m3_1024d,en_def_translated_cn_def
匚,4,7,ROOT-8CB4,0.1867829710245132,bge_m3_1024d,en_def_translated_cn_def
匚,4,8,ROOT-975E,0.0786999613046646,bge_m3_1024d,en_def_translated_cn_def
匚,4,9,ROOT-4E5D,0.1459362804889679,bge_m3_1024d,en_def_translated_cn_def
匚,4,10,ROOT-8CB4,0.1867829710245132,bge_m3_1024d,en_def_translated_cn_def
匚,4,11,ROOT-8CB4,0.1867829710245132,bge_m3_1024d,en_def_translated_cn_def
匚,4,12,ROOT-8CB4,0.1867829710245132,bge_m3_1024d,en_def_translated_cn_def
匚,4,13,ROOT-975E,0.0786999687552452,bge_m3_1024d,en_def_translated_cn_def
匚,4,14,ROOT-975E,0.0786999687552452,bge_m3_1024d,en_def_translated_cn_def
匚,4,15,ROOT-4E5D,0.1459362804889679,bge_m3_1024d,en_def_translated_cn_def
匚,4,16,ROOT-8CB4,0.1867829710245132,bge_m3_1024d,en_def_translated_cn_def
匚,4,17,ROOT-4E5D,0.1459362804889679,bge_m3_1024d,en_def_translated_cn_def
匚,4,18,ROOT-4E5D,0.1459362804889679,bge_m3_1024d,en_def_translated_cn_def
匚,4,19,ROOT-4E5D,0.1459362804889679,bge_m3_1024d,en_def_translated_cn_def
匚,4,20,ROOT-4E5D,0.1459362804889679,bge_m3_1024d,en_def_translated_cn_def
匚,4,21,ROOT-4E5D,0.1459362804889679,bge_m3_1024d,en_def_translated_cn_def
匚,4,22,ROOT-96B9,0.1139316335320472,bge_m3_1024d,en_def_translated_cn_def
匚,4,23,ROOT-975E,0.0786999687552452,bge_m3_1024d,en_def_translated_cn_def
匚,4,24,ROOT-96B9,0.1139316409826278,bge_m3_1024d,en_def_translated_cn_def
匚,4,25,ROOT-975E,0.0786999687552452,bge_m3_1024d,en_def_translated_cn_def
匚,4,26,ROOT-8CB4,0.1867829710245132,bge_m3_1024d,en_def_translated_cn_def
匚,4,27,ROOT-96B9,0.1139316260814666,bge_m3_1024d,en_def_translated_cn_def
匚,4,28,ROOT-975E,0.0786999613046646,bge_m3_1024d,en_def_translated_cn_def
匚,4,29,ROOT-975E,0.0786999613046646,bge_m3_1024d,en_def_translated_cn_def
匸,1,0,ROOT-516B,-0.0881738066673278,bge_m3_1024d,en_def_translated_cn_def
匸,1,1,ROOT-516B,-0.0881738066673278,bge_m3_1024d,en_def_translated_cn_def
匸,1,2,ROOT-82E5,-0.0881738066673278,bge_m3_1024d,en_def_translated_cn_def
匸,1,3,ROOT-516B,-0.0881738066673278,bge_m3_1024d,en_def_translated_cn_def
匸,1,4,ROOT-82E5,-0.0881738066673278,bge_m3_1024d,en_def_translated_cn_def
匸,1,5,ROOT-516B,-0.0881738066673278,bge_m3_1024d,en_def_translated_cn_def
匸,1,6,ROOT-516B,-0.0881738066673278,bge_m3_1024d,en_def_translated_cn_def
匸,1,7,ROOT-516B,-0.0881738066673278,bge_m3_1024d,en_def_translated_cn_def
匸,1,8,ROOT-82E5,-0.0881738066673278,bge_m3_1024d,en_def_translated_cn_def
匸,1,9,ROOT-82E5,-0.0881738066673278,bge_m3_1024d,en_def_translated_cn_def
匸,1,10,ROOT-82E5,-0.0881738066673278,bge_m3_1024d,en_def_translated_cn_def
匸,1,11,ROOT-516B,-0.0881738066673278,bge_m3_1024d,en_def_translated_cn_def
匸,1,12,ROOT-82E5,-0.0881738066673278,bge_m3_1024d,en_def_translated_cn_def
匸,1,13,ROOT-516B,-0.0881738066673278,bge_m3_1024d,en_def_translated_cn_def
匸,1,14,ROOT-516B,-0.0881738066673278,bge_m3_1024d,en_def_translated_cn_def
匸,1,15,ROOT-82E5,-0.0881738066673278,bge_m3_1024d,en_def_translated_cn_def
匸,1,16,ROOT-516B,-0.0881738066673278,bge_m3_1024d,en_def_translated_cn_def
匸,1,17,ROOT-82E5,-0.0881738066673278,bge_m3_1024d,en_def_translated_cn_def
匸,1,18,ROOT-516B,-0.0881738066673278,bge_m3_1024d,en_def_translated_cn_def
匸,1,19,ROOT-82E5,-0.0881738066673278,bge_m3_1024d,en_def_translated_cn_def
匸,1,20,ROOT-516B,-0.0881738066673278,bge_m3_1024d,en_def_translated_cn_def
匸,1,21,ROOT-516B,-0.0881738066673278,bge_m3_1024d,en_def_translated_cn_def
匸,1,22,ROOT-82E5,-0.0881738066673278,bge_m3_1024d,en_def_translated_cn_def
匸,1,23,ROOT-516B,-0.0881738066673278,bge_m3_1024d,en_def_translated_cn_def
匸,1,24,ROOT-82E5,-0.0881738066673278,bge_m3_1024d,en_def_translated_cn_def
匸,1,25,ROOT-516B,-0.0881738066673278,bge_m3_1024d,en_def_translated_cn_def
匸,1,26,ROOT-516B,-0.0881738066673278,bge_m3_1024d,en_def_translated_cn_def
匸,1,27,ROOT-82E5,-0.0881738066673278,bge_m3_1024d,en_def_translated_cn_def
匸,1,28,ROOT-82E5,-0.0881738066673278,bge_m3_1024d,en_def_translated_cn_def
匸,1,29,ROOT-82E5,-0.0881738066673278,bge_m3_1024d,en_def_translated_cn_def
卩,1,0,ROOT-53E3,-0.0563846491277217,bge_m3_1024d,en_def_translated_cn_def
卩,1,1,ROOT-53E3,-0.0563846491277217,bge_m3_1024d,en_def_translated_cn_def
卩,1,2,ROOT-53E3,-0.0563846491277217,bge_m3_1024d,en_def_translated_cn_def
卩,1,3,ROOT-53E3,-0.0563846491277217,bge_m3_1024d,en_def_translated_cn_def
卩,1,4,ROOT-53E3,-0.0563846491277217,bge_m3_1024d,en_def_translated_cn_def
卩,1,5,ROOT-722A,-0.0563846491277217,bge_m3_1024d,en_def_translated_cn_def
卩,1,6,ROOT-53E3,-0.0563846491277217,bge_m3_1024d,en_def_translated_cn_def
卩,1,7,ROOT-722A,-0.0563846491277217,bge_m3_1024d,en_def_translated_cn_def
卩,1,8,ROOT-722A,-0.0563846491277217,bge_m3_1024d,en_def_translated_cn_def
卩,1,9,ROOT-53E3,-0.0563846491277217,bge_m3_1024d,en_def_translated_cn_def
卩,1,10,ROOT-53E3,-0.0563846491277217,bge_m3_1024d,en_def_translated_cn_def
卩,1,11,ROOT-53E3,-0.0563846491277217,bge_m3_1024d,en_def_translated_cn_def
卩,1,12,ROOT-53E3,-0.0563846491277217,bge_m3_1024d,en_def_translated_cn_def
卩,1,13,ROOT-722A,-0.0563846491277217,bge_m3_1024d,en_def_translated_cn_def
卩,1,14,ROOT-53E3,-0.0563846491277217,bge_m3_1024d,en_def_translated_cn_def
卩,1,15,ROOT-722A,-0.0563846491277217,bge_m3_1024d,en_def_translated_cn_def
卩,1,16,ROOT-53E3,-0.0563846491277217,bge_m3_1024d,en_def_translated_cn_def
卩,1,17,ROOT-722A,-0.0563846491277217,bge_m3_1024d,en_def_translated_cn_def
卩,1,18,ROOT-53E3,-0.0563846491277217,bge_m3_1024d,en_def_translated_cn_def
