edge_row,derived_character,p_anchor,s_component_canonical,s_independent_character,conditions,conditions_improved,top1_rescues,top1_losses,mean_rank_change
EDGE-02739,督,叔,目,目,16,10,0,0,110.5625
EDGE-04867,蜘,知,虫,虫,16,10,0,0,107.6875
EDGE-04937,倭,委,亻,人,16,10,0,0,107.625
EDGE-01962,堂,尚,土,土,16,10,0,0,106.1875
EDGE-00347,咨,次,口,口,16,10,0,0,102.6875
EDGE-02418,笑,夭,竹,竹,16,10,0,0,102.5
EDGE-01740,估,古,亻,人,16,10,0,0,97.0
EDGE-01937,洞,同,氵,水,16,10,0,0,95.5
EDGE-06049,蜚,非,虫,虫,16,10,0,0,90.875
EDGE-01430,謳,區,言,言,16,10,0,0,85.9375
EDGE-06125,傀,鬼,亻,人,16,10,0,0,81.875
EDGE-02097,燥,喿,火,火,16,10,0,0,80.0625
EDGE-01622,就,尤,京,京,16,10,0,0,70.8125
EDGE-00716,瀲,斂,氵,水,16,10,0,0,66.0625
EDGE-02192,社,土,礻,示,16,10,0,0,65.75
EDGE-05662,擔,詹,扌,手,16,10,0,0,53.875
EDGE-00302,軋,乙,車,車,16,10,0,0,52.0
EDGE-05165,剴,豈,刂,刀,16,10,0,0,51.9375
EDGE-03161,摭,庶,扌,手,16,10,0,0,50.4375
EDGE-00429,霽,齊,雨,雨,16,10,0,0,50.1875
EDGE-03192,黛,代,黑,黑,16,10,0,0,46.875
EDGE-02719,稍,肖,禾,禾,16,10,0,0,41.8125
EDGE-03347,饑,幾,飠,食,16,10,0,0,41.3125
EDGE-05823,聳,從,耳,耳,16,10,0,0,26.25
EDGE-01812,騎,奇,馬,馬,16,10,0,0,16.1875
EDGE-03756,憎,曾,忄,心,16,10,0,0,9.25
EDGE-01459,胖,半,肉,肉,16,10,0,0,7.0625
EDGE-00971,嫌,兼,女,女,16,10,0,0,6.0625
EDGE-06128,嵬,鬼,山,山,16,10,0,0,5.0625
EDGE-01385,嘴,觜,口,口,16,10,0,0,3.6875
EDGE-02369,怨,夗,心,心,16,10,0,0,-3.0
EDGE-03186,代,弋,亻,人,16,10,0,0,-3.6875
EDGE-01398,潁,頃,水,水,16,10,0,0,-4.5
EDGE-01451,許,午,言,言,16,10,0,0,-10.8125
EDGE-00755,黿,元,黽,黽,16,10,0,0,-12.9375
EDGE-01604,挨,矣,扌,手,16,10,0,0,-14.9375
EDGE-01422,摳,區,扌,手,16,10,0,0,-17.0625
EDGE-00068,濱,賓,氵,水,16,10,0,0,-17.8125
EDGE-00828,謁,曷,言,言,16,10,0,0,-24.6875
EDGE-03355,餓,我,飠,食,16,10,0,0,-28.1875
EDGE-06155,轆,鹿,車,車,16,10,0,0,-34.375
EDGE-01418,嘔,區,口,口,16,10,0,0,-37.5
EDGE-00821,竭,曷,立,立,16,10,0,0,-44.75
EDGE-01822,軻,可,車,車,16,10,0,0,-48.9375
EDGE-00591,屁,比,尸,尸,16,10,0,0,-52.3125
EDGE-03550,枋,方,木,木,16,10,0,0,-52.4375
EDGE-04717,短,豆,矢,矢,16,10,0,0,-55.3125
EDGE-04116,詆,氐,言,言,16,10,0,0,-60.6875
EDGE-00644,齡,令,齒,齒,16,10,0,0,-76.1875
EDGE-03640,詢,旬,言,言,16,10,0,0,-83.3125
EDGE-01357,嗜,耆,口,口,16,10,0,0,-85.3125
EDGE-02459,頰,夾,頁,頁,16,10,0,0,-87.875
EDGE-00541,涔,岑,氵,水,16,10,0,0,-88.8125
EDGE-02316,脛,巠,肉,肉,16,10,0,0,-91.25
EDGE-00277,託,乇,言,言,16,10,0,0,-92.25
EDGE-03350,娥,我,女,女,16,10,0,0,-120.0
EDGE-01163,軔,刃,車,車,16,10,0,0,-131.8125
EDGE-01087,諷,風,言,言,16,10,0,0,-142.5
EDGE-01866,權,雚,木,木,16,10,0,0,-142.5625
EDGE-00535,含,今,口,口,16,10,0,0,-151.25
EDGE-05158,喘,耑,口,口,16,10,0,0,-158.625
EDGE-05075,詳,羊,言,言,16,10,0,0,-167.0
EDGE-02898,功,工,力,力,16,10,0,0,-171.8125
EDGE-05819,慫,從,心,心,16,10,0,0,-180.5625
EDGE-03374,踐,戔,𧾷,足,16,10,0,0,-196.25
EDGE-04074,攙,毚,扌,手,16,10,0,0,-203.4375
EDGE-00544,捻,念,扌,手,16,10,0,0,-208.8125
EDGE-00222,抄,少,扌,手,16,10,0,0,-210.25
EDGE-03298,泌,必,氵,水,16,10,0,0,-212.5625
EDGE-06052,霏,非,雨,雨,16,10,0,0,-219.3125
EDGE-03373,濺,賤,氵,水,16,10,0,0,-221.0625
EDGE-03924,喇,剌,口,口,16,10,0,0,-226.3125
EDGE-01960,嘗,尚,旨,旨,16,10,0,0,-226.5
EDGE-00166,挈,㓞,手,手,16,10,0,0,-232.875
EDGE-00944,溶,容,氵,水,16,10,0,0,-243.875
EDGE-01261,鮑,包,魚,魚,16,10,0,0,-245.375
EDGE-01978,襠,當,衤,衣,16,10,0,0,-248.3125
EDGE-00463,校,交,木,木,16,10,0,0,-251.9375
EDGE-02558,鏤,婁,釒,金,16,10,0,0,-253.8125
EDGE-00771,娩,免,女,女,16,10,0,0,-269.6875
EDGE-00252,扔,乃,扌,手,16,10,0,0,-288.6875
EDGE-01592,泓,弘,氵,水,16,10,0,0,-290.5
EDGE-05009,嘶,斯,口,口,16,10,0,0,-295.8125
EDGE-04109,砥,氐,石,石,16,10,0,0,-298.4375
EDGE-00085,咀,且,口,口,16,10,0,0,-327.8125
EDGE-00354,資,次,貝,貝,16,10,0,0,-331.25
EDGE-04294,坡,皮,土,土,16,10,0,0,-340.25
EDGE-05183,湍,耑,氵,水,16,10,0,0,-350.4375
EDGE-00569,淦,金,氵,水,16,10,0,0,-375.25
EDGE-00822,羯,曷,羊,羊,16,10,0,0,-384.0
EDGE-00950,欲,谷,欠,欠,16,10,0,0,-389.375
EDGE-04187,幌,晃,巾,巾,16,10,0,0,-397.8125
EDGE-04993,暗,音,日,日,16,10,0,0,-406.0
EDGE-03454,技,支,扌,手,16,10,0,0,-435.125
EDGE-01472,碑,卑,石,石,16,10,0,0,-449.875
EDGE-00348,姿,次,女,女,16,10,0,0,-459.75
EDGE-02961,記,己,言,言,16,10,0,0,-480.625
EDGE-05094,犧,羲,牜,牛,16,10,0,0,-535.375
EDGE-03625,袒,旦,衤,衣,16,10,0,0,-563.125
EDGE-04552,捕,甫,扌,手,16,10,0,0,-574.8125
EDGE-01774,辜,古,辛,辛,16,10,0,0,-581.75
EDGE-05350,餡,臽,飠,食,16,10,0,0,-609.4375
EDGE-02581,浮,孚,氵,水,16,10,0,0,-613.1875
EDGE-04987,幟,戠,巾,巾,16,10,0,0,-615.5
EDGE-03376,錢,戔,釒,金,16,10,0,0,-702.9375
EDGE-04050,馨,殸,香,香,16,10,0,0,-800.125
EDGE-01491,訃,卜,言,言,16,9,0,0,747.0625
EDGE-05797,辮,辡,糸,糸,16,9,0,0,745.375
EDGE-03320,億,意,亻,人,16,9,0,0,591.125
EDGE-00364,紆,于,糸,糸,16,9,0,0,556.9375
EDGE-03945,爛,闌,火,火,16,9,0,0,517.3125
EDGE-06117,鎬,高,釒,金,16,9,0,0,447.875
EDGE-00092,殂,且,歹,歹,16,9,0,0,420.875
EDGE-01955,伺,司,亻,人,16,9,0,0,411.0625
EDGE-03633,洵,旬,氵,水,16,9,0,0,404.9375
EDGE-01250,皰,包,皮,皮,16,9,0,0,397.5625
EDGE-00639,鈴,令,釒,金,16,9,0,0,373.3125
EDGE-04546,縛,尃,糸,糸,16,9,0,0,362.75
EDGE-02769,齷,屋,齒,齒,16,9,0,0,361.375
EDGE-04266,崢,爭,山,山,16,9,0,0,348.25
EDGE-03606,嬗,亶,女,女,16,9,0,0,347.5625
EDGE-03473,激,敫,氵,水,16,9,0,0,341.8125
EDGE-01455,拌,半,扌,手,16,9,0,0,339.5625
EDGE-05976,碓,隹,石,石,16,9,0,0,330.0
EDGE-00514,殄,㐱,歹,歹,16,9,0,0,302.4375
EDGE-05815,耨,辱,耒,耒,16,9,0,0,299.1875
EDGE-05903,鬈,卷,髟,髟,16,9,0,0,288.5625
EDGE-05921,鋙,吾,釒,金,16,9,0,0,274.375
EDGE-06194,啾,秋,口,口,16,9,0,0,264.25
EDGE-05668,蟾,詹,虫,虫,16,9,0,0,249.875
EDGE-01412,綽,卓,糸,糸,16,9,0,0,245.6875
EDGE-02699,囀,轉,口,口,16,9,0,0,245.375
EDGE-01918,拮,吉,扌,手,16,9,0,0,244.6875
EDGE-05069,祥,羊,礻,示,16,9,0,0,242.8125
EDGE-03348,俄,我,亻,人,16,9,0,0,237.0
EDGE-03802,魅,未,鬼,鬼,16,9,0,0,232.75
EDGE-05310,窒,至,穴,穴,16,9,0,0,230.0
EDGE-05520,護,蒦,言,言,16,9,0,0,227.5625
EDGE-01208,伽,加,亻,人,16,9,0,0,220.5625
EDGE-02972,俊,夋,亻,人,16,9,0,1,216.4375
EDGE-01256,鉋,包,釒,金,16,9,0,0,213.5625
EDGE-00391,曇,雲,日,日,16,9,0,0,203.5
EDGE-01613,肱,厷,肉,肉,16,9,0,0,197.5
EDGE-02324,徵,壬,微,微,16,9,0,0,196.0
EDGE-01716,假,叚,亻,人,16,9,0,0,195.9375
EDGE-01590,強,弘,虫,虫,16,9,0,0,194.0625
EDGE-05184,瑞,耑,王,玉,16,9,0,0,192.9375
EDGE-05664,澹,詹,氵,水,16,9,0,0,179.875
EDGE-01372,此,匕,止,止,16,9,0,0,174.875
EDGE-05873,瀋,審,氵,水,16,9,0,0,165.8125
EDGE-03269,坤,申,土,土,16,9,0,0,160.4375
EDGE-00607,蚍,比,虫,虫,16,9,0,0,145.8125
EDGE-00880,踰,兪,𧾷,足,16,9,0,0,140.1875
EDGE-03868,撞,童,扌,手,16,9,0,0,138.75
EDGE-01363,詣,旨,言,言,16,9,0,0,135.75
EDGE-05962,崔,隹,山,山,16,9,0,0,134.0
EDGE-00515,餮,殄,食,食,16,9,0,0,129.25
EDGE-03159,渡,度,氵,水,16,9,0,0,128.9375
EDGE-05897,倦,卷,亻,人,16,9,0,0,123.4375
EDGE-01809,踦,奇,𧾷,足,16,9,0,0,120.75
EDGE-04439,孤,瓜,子,子,16,9,0,0,119.5
EDGE-02975,峻,夋,山,山,16,9,0,0,118.875
EDGE-02682,獎,將,犬,犬,16,9,0,0,116.1875
EDGE-02714,捎,肖,扌,手,16,9,0,0,110.1875
EDGE-00605,紕,比,糸,糸,16,9,0,0,107.0625
EDGE-03587,瀦,豬,氵,水,16,9,0,0,103.1875
EDGE-01805,畸,奇,田,田,16,9,0,0,101.6875
EDGE-00629,泠,令,氵,水,16,9,0,0,96.375
EDGE-05377,譽,與,言,言,16,9,0,0,95.875
EDGE-05501,謨,莫,言,言,16,9,0,0,94.5
EDGE-04907,愚,禺,心,心,16,9,0,0,91.9375
EDGE-00837,氓,亡,民,民,16,9,0,0,89.0625
EDGE-02963,配,己,酉,酉,16,9,0,0,87.75
EDGE-04674,百,白,一,一,16,9,0,0,87.0625
EDGE-00665,淪,侖,氵,水,16,9,0,0,86.125
EDGE-01717,嘏,叚,古,古,16,9,0,0,85.5
EDGE-02268,嬈,堯,女,女,16,9,0,0,84.5625
EDGE-05052,崗,岡,山,山,16,9,0,0,84.0
EDGE-04325,腐,府,肉,肉,16,9,0,0,79.5
EDGE-03453,忮,支,忄,心,16,9,0,0,70.4375
EDGE-04607,輻,畐,車,車,16,9,0,0,69.5
EDGE-06138,魁,鬼,斗,斗,16,9,0,0,65.0
EDGE-00738,皖,完,白,白,16,9,0,0,64.5
EDGE-02508,如,女,口,口,16,9,0,0,63.9375
EDGE-00802,納,內,糸,糸,16,9,0,0,60.75
EDGE-01840,胳,各,肉,肉,16,9,0,0,59.6875
EDGE-02032,雕,周,隹,隹,16,9,0,0,59.0
EDGE-00560,衿,今,衤,衣,16,9,0,0,57.625
EDGE-03519,靳,斤,革,革,16,9,0,0,54.0625
EDGE-04976,颯,立,風,風,16,9,0,0,53.1875
EDGE-02768,渥,屋,氵,水,16,9,0,0,47.875
EDGE-02726,霄,肖,雨,雨,16,9,0,0,47.625
EDGE-01838,略,各,田,田,16,9,0,0,45.5
EDGE-01638,鮪,有,魚,魚,16,9,0,0,39.0625
EDGE-01778,鴣,古,鳥,鳥,16,9,0,0,32.875
EDGE-02047,減,咸,氵,水,16,9,0,0,26.25
EDGE-03510,沂,斤,氵,水,16,9,0,0,25.375
EDGE-03201,鳶,弋,鳥,鳥,16,9,0,0,24.4375
EDGE-01646,緊,臤,糸,糸,16,9,0,0,24.0625
EDGE-02303,恁,任,心,心,16,9,0,0,22.5625
EDGE-04478,腥,星,肉,肉,16,9,0,0,19.5
EDGE-02954,忌,己,心,心,16,9,0,0,14.125
EDGE-04655,撅,厥,扌,手,16,9,0,0,10.1875
EDGE-06013,儒,需,亻,人,16,9,0,0,10.0
EDGE-05438,憤,賁,忄,心,16,9,0,0,8.625
EDGE-02628,淙,宗,氵,水,16,9,0,0,7.375
EDGE-02608,沱,它,氵,水,16,9,0,0,5.5625
EDGE-05319,輊,至,車,車,16,9,0,0,5.5
EDGE-04537,博,尃,十,十,16,9,0,0,3.1875
EDGE-05708,劇,豦,刂,刀,16,9,0,0,1.5
EDGE-04998,諳,音,言,言,16,9,0,0,-1.625
EDGE-05677,戀,䜌,心,心,16,9,0,0,-36.8125
EDGE-06156,麓,鹿,林,林,16,9,0,0,-37.0
EDGE-05230,繡,肅,糸,糸,16,9,0,0,-39.8125
EDGE-00279,伊,尹,亻,人,16,9,0,0,-52.625
EDGE-02625,崇,宗,山,山,16,9,0,0,-52.9375
EDGE-00398,伍,五,亻,人,16,9,0,0,-56.9375
EDGE-02502,怒,奴,心,心,16,9,0,0,-57.75
EDGE-00916,續,𧶠,糸,糸,16,9,0,0,-59.4375
EDGE-00800,吶,內,口,口,16,9,0,0,-62.4375
EDGE-03019,治,台,氵,水,16,9,0,0,-63.5
EDGE-01852,鷺,路,鳥,鳥,16,9,0,0,-73.0625
EDGE-03076,掠,京,扌,手,16,9,0,0,-74.6875
EDGE-06185,瓏,龍,王,玉,16,9,0,0,-79.0625
EDGE-03398,籤,韱,竹,竹,16,9,0,0,-81.125
EDGE-03871,潼,童,氵,水,16,9,0,0,-92.625
EDGE-05118,戮,翏,戈,戈,16,9,0,0,-93.4375
EDGE-03196,軾,式,車,車,16,9,0,0,-97.25
EDGE-04536,傅,尃,亻,人,16,9,0,0,-98.25
EDGE-00189,瞎,害,目,目,16,9,0,0,-98.8125
EDGE-04364,釀,襄,酉,酉,16,9,0,0,-110.125
EDGE-02331,飪,壬,飠,食,16,9,0,0,-114.375
EDGE-05007,斯,其,斤,斤,16,9,0,0,-116.625
EDGE-00154,忠,中,心,心,16,9,0,0,-118.25
EDGE-00281,君,尹,口,口,16,9,0,0,-121.5625
EDGE-05408,餘,余,飠,食,16,9,0,0,-122.0
EDGE-02500,帑,奴,巾,巾,16,9,0,0,-122.5
EDGE-00643,鴒,令,鳥,鳥,16,9,0,0,-122.6875
EDGE-05160,揣,耑,扌,手,16,9,0,0,-135.375
EDGE-02404,祆,天,示,示,16,9,0,0,-137.0
EDGE-05642,蜆,見,虫,虫,16,9,0,0,-164.375
EDGE-05594,鐲,蜀,釒,金,16,9,0,0,-185.125
EDGE-03226,紼,弗,糸,糸,16,9,0,0,-192.3125
EDGE-04970,拉,立,扌,手,16,9,0,0,-193.4375
EDGE-03903,踝,果,𧾷,足,16,9,0,0,-223.1875
EDGE-04331,符,付,竹,竹,16,9,0,0,-224.375
EDGE-00458,咬,交,口,口,16,9,0,0,-228.9375
EDGE-02587,蜉,孚,虫,虫,16,9,0,0,-236.75
EDGE-00815,歇,曷,欠,欠,16,9,0,0,-239.125
EDGE-01664,叛,反,半,半,16,9,0,0,-247.375
EDGE-02002,靠,告,非,非,16,9,0,0,-251.125
EDGE-01217,袈,加,衣,衣,16,9,0,0,-263.75
EDGE-00014,城,成,土,土,16,9,0,0,-272.75
EDGE-02028,調,周,言,言,16,9,0,0,-275.875
EDGE-00193,蚌,丰,虫,虫,16,9,0,0,-281.1875
EDGE-00507,滲,參,氵,水,16,9,0,0,-290.125
EDGE-04498,鯖,青,魚,魚,16,9,0,0,-296.4375
EDGE-01201,側,則,亻,人,16,9,0,0,-298.4375
EDGE-03016,怡,台,忄,心,16,9,0,0,-302.8125
EDGE-03382,蟈,國,虫,虫,16,9,0,0,-306.375
EDGE-03225,狒,弗,犭,犬,16,9,0,0,-315.125
EDGE-01625,蹴,就,𧾷,足,16,9,0,0,-319.375
EDGE-02135,韻,員,音,音,16,9,0,0,-323.3125
EDGE-00468,筊,交,竹,竹,16,9,0,0,-341.375
EDGE-01093,繃,崩,糸,糸,16,9,0,0,-343.375
EDGE-01582,嫄,原,女,女,16,9,0,0,-356.1875
EDGE-05369,蹈,舀,𧾷,足,16,9,0,0,-365.75
EDGE-02431,瑛,英,王,玉,16,9,0,0,-372.25
EDGE-04423,弦,玄,弓,弓,16,9,0,0,-374.75
EDGE-00227,秒,少,禾,禾,16,9,0,0,-397.0625
EDGE-03713,題,是,頁,頁,16,9,0,0,-424.4375
EDGE-06177,嚨,龍,口,口,16,9,0,0,-442.125
EDGE-01052,忱,冘,忄,心,16,9,0,0,-452.6875
EDGE-00144,叫,丩,口,口,16,9,0,0,-461.125
EDGE-02306,妊,壬,女,女,16,9,0,0,-490.875
EDGE-01898,歙,翕,欠,欠,16,9,0,0,-509.25
EDGE-04048,聲,殸,耳,耳,16,9,0,0,-511.125
EDGE-02698,轉,專,車,車,16,9,0,0,-514.5
EDGE-03902,課,果,言,言,16,9,0,0,-537.625
EDGE-00424,擠,齊,扌,手,16,9,0,0,-563.8125
EDGE-00226,砂,少,石,石,16,9,0,0,-582.1875
EDGE-05249,娟,肙,女,女,16,9,0,0,-592.5
EDGE-03169,犍,建,牜,牛,16,9,0,0,-599.125
EDGE-01583,愿,原,心,心,16,9,0,0,-603.6875
EDGE-01025,滑,骨,氵,水,16,9,0,0,-605.75
EDGE-01658,級,及,糸,糸,16,9,0,0,-607.25
EDGE-01137,招,召,扌,手,16,9,0,0,-611.375
EDGE-05206,餌,耳,飠,食,16,9,0,0,-618.3125
EDGE-02609,舵,它,舟,舟,16,9,0,0,-636.3125
EDGE-06016,濡,需,氵,水,16,9,0,0,-660.875
EDGE-02872,災,𡿧,火,火,16,9,0,0,-667.8125
EDGE-01132,叨,刀,口,口,16,9,0,0,-673.5
EDGE-02237,畦,圭,田,田,16,9,0,0,-689.625
EDGE-02274,燒,堯,火,火,16,9,0,0,-703.3125
EDGE-01523,桃,兆,木,木,16,9,0,0,-733.8125
EDGE-00919,讀,𧶠,言,言,16,9,0,0,-738.25
EDGE-01476,脾,卑,肉,肉,16,9,0,0,-793.9375
EDGE-00982,謙,兼,言,言,16,9,0,0,-838.1875
EDGE-00476,鮫,交,魚,魚,16,9,0,0,-852.6875
EDGE-00008,薉,歲,艹,艸,8,8,0,0,3676.375
EDGE-04791,嗔,眞,口,口,8,8,0,0,3436.5
EDGE-04352,淆,肴,氵,水,8,8,0,0,3340.25
EDGE-06127,媿,鬼,女,女,8,8,0,0,3057.375
EDGE-04353,駁,爻,馬,馬,8,8,0,0,2938.125
EDGE-05176,顗,豈,頁,頁,8,8,0,0,2883.25
EDGE-03272,嘒,彗,口,口,8,8,0,0,2803.75
EDGE-05420,媻,般,女,女,8,8,0,0,2755.375
EDGE-05025,諆,其,言,言,8,8,0,0,2609.75
EDGE-05439,歕,賁,欠,欠,8,8,0,0,2587.75
EDGE-01088,颿,風,馬,馬,8,8,0,0,2578.5
EDGE-03308,飶,必,飠,食,8,8,0,0,2445.625
EDGE-03838,勣,責,力,力,8,8,0,0,2440.75
EDGE-00766,駪,先,馬,馬,8,8,0,0,2423.125
EDGE-03178,墫,尊,土,土,8,8,0,0,2386.125
EDGE-03422,蹁,扁,𧾷,足,8,8,0,0,2269.75
EDGE-03479,傲,敖,亻,人,8,8,0,0,2229.625
EDGE-01865,懽,雚,忄,心,8,8,0,0,2167.0
EDGE-03992,憮,無,忄,心,8,8,0,0,2149.25
EDGE-03697,媞,是,女,女,8,8,0,0,2146.625
EDGE-05515,擭,蒦,扌,手,8,8,0,0,2142.5
EDGE-03813,訹,朮,言,言,8,8,0,0,2119.25
EDGE-04794,瞋,眞,目,目,8,8,0,0,2109.25
EDGE-02521,偃,匽,亻,人,8,8,0,0,2028.25
EDGE-01878,驩,雚,馬,馬,8,8,0,0,1994.75
EDGE-03927,嬾,賴,女,女,8,8,0,0,1932.625
EDGE-04725,譆,喜,言,言,8,8,0,0,1929.25
EDGE-00781,婗,兒,女,女,8,8,0,0,1914.625
EDGE-01924,袺,吉,衤,衣,8,8,0,0,1890.875
EDGE-04429,衒,玄,行,行,8,8,0,0,1888.625
EDGE-03275,篲,彗,竹,竹,8,8,0,0,1885.0
EDGE-00832,鞨,曷,革,革,8,8,0,0,1858.25
EDGE-04197,惔,炎,忄,心,8,8,0,0,1835.375
EDGE-02795,婕,疌,女,女,8,8,0,0,1802.0
EDGE-00418,喧,宣,口,口,8,8,0,0,1801.375
EDGE-00875,羭,兪,羊,羊,8,8,0,0,1747.5
EDGE-02089,譸,壽,言,言,8,8,0,0,1731.625
EDGE-01899,潝,翕,氵,水,8,8,0,0,1700.75
EDGE-04101,厎,氐,厂,厂,8,8,0,0,1693.625
EDGE-00913,殰,𧶠,歹,歹,8,8,0,0,1647.875
EDGE-02148,諰,思,言,言,8,8,0,0,1627.0
EDGE-03387,聝,或,耳,耳,8,8,0,0,1618.375
EDGE-01517,垗,兆,土,土,8,8,0,0,1609.875
EDGE-02013,噳,虞,口,口,8,8,0,0,1566.25
EDGE-02093,懆,喿,忄,心,8,8,0,0,1565.25
EDGE-03371,諓,戔,言,言,8,8,0,0,1552.125
EDGE-04764,殖,直,歹,歹,8,8,0,0,1546.5
EDGE-02503,怓,奴,忄,心,8,8,0,0,1537.75
EDGE-00075,狃,丑,犭,犬,8,8,0,0,1534.375
EDGE-01603,娭,矣,女,女,8,8,0,0,1516.5
EDGE-02976,悛,夋,忄,心,8,8,0,0,1515.0
EDGE-00813,朅,曷,去,去,8,8,0,0,1505.5
EDGE-03463,頍,支,頁,頁,8,8,0,0,1499.625
EDGE-03468,噭,敫,口,口,8,8,0,0,1491.625
EDGE-05698,啄,豖,口,口,8,8,0,0,1479.625
EDGE-03846,欶,束,欠,欠,8,8,0,0,1462.625
EDGE-02256,縠,𣪊,糸,糸,8,8,0,0,1450.25
EDGE-00520,眕,㐱,目,目,8,8,0,0,1441.375
EDGE-01892,欱,合,欠,欠,8,8,0,0,1437.25
EDGE-04756,褞,𥁕,衤,衣,8,8,0,0,1434.0
EDGE-05327,欿,臽,欠,欠,8,8,0,0,1419.875
EDGE-06093,趫,喬,走,走,8,8,0,0,1413.875
EDGE-04929,厲,萬,厂,厂,8,8,0,0,1412.75
EDGE-01564,姽,危,女,女,8,8,0,0,1403.25
EDGE-00856,跧,全,𧾷,足,8,8,0,0,1386.625
EDGE-03890,綝,林,糸,糸,8,8,0,0,1377.25
EDGE-05117,憀,翏,忄,心,8,8,0,0,1366.625
EDGE-02797,捷,疌,扌,手,8,8,0,0,1363.125
EDGE-02085,驒,單,馬,馬,8,8,0,0,1362.25
EDGE-05421,搫,般,手,手,8,8,0,0,1358.875
EDGE-04927,黐,离,黍,黍,8,8,0,0,1358.125
EDGE-04745,嗢,𥁕,口,口,8,8,0,0,1344.0
EDGE-04369,瀰,彌,氵,水,8,8,0,0,1332.5
EDGE-00833,餲,曷,飠,食,8,8,0,0,1321.5
EDGE-00867,歈,兪,欠,欠,8,8,0,0,1310.375
EDGE-02696,膞,專,肉,肉,8,8,0,0,1308.875
EDGE-04712,簦,登,竹,竹,8,8,0,0,1293.75
EDGE-01482,鞞,卑,革,革,8,8,0,0,1275.375
EDGE-03950,讕,闌,言,言,8,8,0,0,1229.25
EDGE-04143,梂,求,木,木,8,8,0,0,1215.5
EDGE-06098,嗃,高,口,口,8,8,0,0,1202.25
EDGE-05250,悁,肙,忄,心,8,8,0,0,1191.375
EDGE-04653,諝,胥,言,言,8,8,0,0,1180.625
EDGE-02007,閭,呂,門,門,8,8,0,0,1171.125
EDGE-00030,靪,丁,革,革,8,8,0,0,1170.25
EDGE-03842,績,責,糸,糸,16,8,0,0,1160.9375
EDGE-02722,誚,肖,言,言,8,8,0,0,1156.875
EDGE-05507,曚,蒙,日,日,8,8,0,0,1151.125
EDGE-02550,窶,婁,穴,穴,8,8,0,0,1146.625
EDGE-00005,濊,歲,氵,水,8,8,0,0,1143.5
EDGE-02807,窀,屯,穴,穴,8,8,0,0,1135.0
EDGE-01875,讙,雚,言,言,8,8,0,0,1133.625
EDGE-04841,譎,矞,言,言,8,8,0,0,1127.625
EDGE-01819,苛,可,艹,艸,8,8,0,0,1126.75
EDGE-00628,囹,令,囗,囗,8,8,0,0,1112.25
EDGE-01239,綯,匋,糸,糸,8,8,0,0,1091.75
EDGE-01279,胊,句,肉,肉,8,8,0,0,1089.625
EDGE-00401,啎,吾,午,午,8,8,0,0,1086.0
EDGE-03168,楗,建,木,木,8,8,0,0,1082.125
EDGE-01126,詘,出,言,言,8,8,0,0,1079.75
EDGE-04115,觝,氐,角,角,8,8,0,0,1064.25
EDGE-02282,譊,堯,言,言,8,8,0,0,1057.75
EDGE-04718,脰,豆,肉,肉,8,8,0,0,1055.625
EDGE-01354,恉,旨,忄,心,8,8,0,0,1053.875
EDGE-00299,扎,乙,扌,手,16,8,0,0,1043.0625
EDGE-03386,淢,或,氵,水,8,8,0,0,1042.875
EDGE-05437,幩,賁,巾,巾,8,8,0,0,1033.875
EDGE-02692,漙,專,氵,水,8,8,0,0,1022.625
EDGE-05258,鞙,肙,革,革,8,8,0,0,1020.25
EDGE-05929,粻,長,米,米,8,8,0,0,1018.75
EDGE-04246,醺,熏,酉,酉,8,8,0,0,1008.875
EDGE-00204,棓,咅,木,木,8,8,0,0,1004.875
EDGE-06101,歊,高,欠,欠,8,8,0,0,994.375
EDGE-03068,獘,敝,犬,犬,8,8,0,0,993.875
EDGE-01494,坫,占,土,土,8,8,0,0,979.0
EDGE-02046,轗,感,車,車,8,8,0,0,976.5
EDGE-01136,怊,召,忄,心,8,8,0,0,976.0
EDGE-03389,閾,或,門,門,8,8,0,0,972.75
EDGE-03035,齝,台,齒,齒,8,8,0,0,970.625
EDGE-03869,曈,童,日,日,8,8,0,0,966.75
EDGE-02122,褘,韋,衤,衣,8,8,0,0,960.625
EDGE-02557,謱,婁,言,言,8,8,0,0,949.25
EDGE-03421,諞,扁,言,言,8,8,0,0,942.125
EDGE-01730,騢,叚,馬,馬,8,8,0,0,935.25
EDGE-01097,淜,朋,氵,水,8,8,0,0,922.375
EDGE-03048,蜰,肥,虫,虫,8,8,0,0,920.875
EDGE-03362,俴,戔,亻,人,8,8,0,0,908.375
EDGE-05758,輀,而,車,車,8,8,0,0,906.125
EDGE-04308,詖,皮,言,言,8,8,0,0,901.5
EDGE-05661,憺,詹,忄,心,8,8,0,0,897.25
EDGE-00761,毨,先,毛,毛,8,8,0,0,893.5
EDGE-04549,賻,尃,貝,貝,8,8,0,0,892.0
EDGE-01062,塓,冥,土,土,8,8,0,0,881.625
EDGE-05988,榷,隺,木,木,8,8,0,0,871.875
EDGE-03431,泆,失,氵,水,8,8,0,0,857.625
EDGE-00809,堨,曷,土,土,8,8,0,0,856.875
EDGE-05517,獲,蒦,犭,犬,16,8,0,0,848.5
EDGE-00172,唪,奉,口,口,8,8,0,0,847.125
EDGE-01007,堝,咼,土,土,8,8,0,0,844.0
EDGE-03706,褆,是,衤,衣,8,8,0,0,840.25
EDGE-02687,剸,專,刂,刀,8,8,0,0,831.25
